entname,ibrand_num,ibrand_num_type
9f7ae735257eba914d5b79021d614684,2,3.0
113697cbf269afa0793311e959647199,1,2.0
fe9f081ed0184af2fd1c20922316acad,1,2.0
29d58032470e606a6da9fb55d6f34d86,1,2.0
4013021b54f80e3de4acbf4802adb71c,1,2.0
fa74fad1dff582b1a243fd6e9738d7ab,2,3.0
0ad0042b507a0c58b2ab033fe387fe33,2,3.0
ad48be6d116753cb71d51f2412022dbc,1,2.0
48b3bea4fcec2fe474e8c49f98c779a9,1,2.0
589ce45b3b839a14b21f4c09a0ab79e4,1,2.0
5ed53d129f78f5185a2a1e50a27b8ca9,1,2.0
e914ff3f09a8204bc3c0737c775f8857,1,2.0
243cf61558c56b00c306252e8b0df750,1,2.0
fa3cdfbd728f6b8992418e53e9141132,1,2.0
aa9c30266bd6eb1d52945f14f32577ac,1,2.0
d2a9a2e17ebd01d2482bc9fbfd1f4a77,1,2.0
2c7827ecd450789be6a2b58c892962f2,1,2.0
7f0b39428b30c55b379443a27fd94029,1,2.0
f29d5f11bf77402c5169e8a68e31f136,1,2.0
1cffe5ca2208c4d273d97e8416fa8572,1,2.0
be904e3de4c00346a040f1916a9ee943,1,2.0
6e0efae365b54f7d223ae0972d47a0f8,1,2.0
7b73e49b13ff3a0a32abd12b76cd6e57,1,2.0
228ee2c0728005865f68370fd5b7e36f,1,2.0
196dd814a9b77cb7710f75fa1ca84615,1,2.0
359598e8a9b10641cdcaaf2b124b1301,1,2.0
1d3bd04d9ea6e5157408d5ea92083c85,1,2.0
189a6b4cf2dd1d8fe42cfdc348a213b5,1,2.0
34a948fb09b676c51e82886141d685eb,1,2.0
2247dc6de0970a6fb149acbe95fdfa8c,1,2.0
a5ea50a903333e06d87e2a7825893073,1,2.0
369f6a42e22798fe2e0b177c221389ff,3,4.0
4e6fc090a0b81d27ed610a5e7ca2151f,1,2.0
d7c4c2e2d71cd5ee6d02b8e1f7863cfd,1,2.0
c774ae58e9b34a44ca11e359bb48533b,1,2.0
fac0690c284ac835eaae667edd612159,2,3.0
69dc2da66c2e2c877b1c769144490bd7,3,4.0
259fe18dd183b7cbc7228fc2a3f702ab,2,3.0
c8ad6dc06d0088087a09dd0fae9af97c,1,2.0
47c99a7ba441d700485598d5b016c945,2,3.0
a4b0b1f295ff1ff512fc3b47c8360620,1,2.0
cc1627c269ede3454097661bf443321a,1,2.0
b4a99a97ea3f9aee473c5edf75d7aeb8,1,2.0
a033e653054488f6c606df0734e9771f,2,3.0
70ca250bc93d01e0a37b3b4718a0cce1,1,2.0
373a1147fa9ca6f093918e9def496f33,1,2.0
e187c2bb44d3ceb1c8af247ab5fe56d9,1,2.0
162b937d7d2d88aca3c9b535b4253b24,1,2.0
05f77a1abe36ae6b02c77acabf9c028b,3,4.0
b5ff10216e810d33a4478669da8ae3f3,1,2.0
01c488f2287142f2233881ba329d1458,1,2.0
d095a82e7482c11a36b08280966f912f,1,2.0
1590f27931a6745a48bf2eaf07a36a1f,2,3.0
81b22af8ea984704926bbf9be5f8e072,1,2.0
478628c7ef8e9d3dd03d7d4051f1db5c,2,3.0
8c64665ae7269448176cc086e0b6ff79,1,2.0
28e5ec483c9c53be5ef26d035ff3779f,1,2.0
260f02eb616c15b595dc01e4fb838570,1,2.0
c2b9c273f3e1a4dbdb355af6f6b92cb5,1,2.0
d943904fa73654113307359c17e4b4dd,1,2.0
e3620d305e8541e781935a07b09d8790,1,2.0
beb7079f3d0eccc475090721dd8c4095,1,2.0
486174d8a573ac0408ab8d19810ce744,1,2.0
5ae77ba8775ed7145b435e869f10a8c5,1,2.0
7453edb3d18b3ac10c85de251221670e,1,2.0
437dd86fe8ec93f3bd0fea48b8759087,2,3.0
be7ed80e18d3623ff066a3a5f5604a25,1,2.0
e2f710bb552de47db1ce43957a86df05,1,2.0
1f3a0f1035724f515a42dd7830ba46c7,1,2.0
bd997912535e858f6a4c5b4cede41622,1,2.0
f72f34874977a6426ec8aae6aa53de33,1,2.0
300e8966101d66f386e21e5cde440b55,1,2.0
458b6f821138a05bd7773554a0f36463,1,2.0
c8eb0662f7b8284179ad308ab5f95dce,2,3.0
508a1b09b114cbe366bd5a378b17cba1,1,2.0
7834c3109a59f327ec8acac678baf466,1,2.0
8053d91460d7d77cf2a44a62445bc67f,1,2.0
4fe233ef35c3a4ee2c5171f3c50b5067,1,2.0
5112b575b8dca10a609df541e0fcc5b8,1,2.0
9f9c317fe0e4b80e0c943004a898a910,1,2.0
4fe6b1475c2ec4ebb0d1b1fab1ffa7c0,1,2.0
3fbc50ebcc3d1fd6ef1279383e0bce66,1,2.0
f34e5b286de8be5b56fd5cf803e1ded1,1,2.0
e6db44108bebf12d50e4c97f930e7b61,1,2.0
c8c6d2ed8af6b6c0bf382377d48f423a,1,2.0
17ebfbbb4d519fb1d5453efd495884a5,1,2.0
91295634f13744cd3f24bf091e0ffba4,1,2.0
72d40ba049cdd43f768ef388606d0e86,1,2.0
f929e3c24a9b3dc5732115f6c16a88f1,1,2.0
e0f09bcb801a72e4c4c06dab91dee700,1,2.0
606a6d2a1842de0b24e3ee54868858a3,1,2.0
bf96e769bc1aefcc0536b6016ef5106f,1,2.0
ea39f4f63aa31eaf092bf1f1658dbbc5,2,3.0
16d745e77347753269b974fae205b10e,1,2.0
faf5a00704f2dcf3f7979ff49cf9295b,1,2.0
ddfa26c3aa29cbeecc4dfc17c955daba,1,2.0
0b44db4d7de74c607a30865c00a1a0d7,1,2.0
951d270cbef659f33bc8db49df495cb1,1,2.0
d7a012c9d663fabb8900e91804a3227b,1,2.0
92ad5e2e1e80ef39d5cecc16e5391495,2,3.0
c288383d77a94ce49199dd072556a1cf,2,3.0
370b886a358031efd5c4e3841340561d,1,2.0
2d6226b312ff5eba9335bfa23c048867,1,2.0
d2210b9b789b3949fd1a8b424c5199e2,1,2.0
467619b526c1bae39ed6de6b13ed8584,1,2.0
b4a65d876020256f9748e2a2b6047f70,1,2.0
a417f939a846e47f026a7efe178cc3ae,1,2.0
e86e9c430ddc28c5a2ac385e2f51e2bb,1,2.0
d49ca0604fed97af9e8b779a7e13f290,1,2.0
126d7a7ef97efd615cba77e59ebdb5e3,1,2.0
88793941bfd73829889ee28e27eac4ce,1,2.0
1b24cc1e7956b8fc78774fd7f09c2e3c,1,2.0
5bee27617c5043ff66859786e06dcf4a,3,4.0
754580d1fb8f400873360a969d6da699,1,2.0
6c0bebe77ffc654ef6686c325b309d34,1,2.0
a00ad617f214342ecce194d9078b7883,2,3.0
1a02c2e51bda622708a0953bccf3287e,1,2.0
b4dd3851cb732a77335417e1991bc685,1,2.0
07e24d032b2a225328f6dd39cad26e27,2,3.0
7afca20eaa09611eb716274ff59ea164,1,2.0
2e2b72e072d91eba057bfa3240baaaae,1,2.0
05184984e10150d49421a6a04e39cf54,1,2.0
cbc79190780ef9de3840d21fa3565cb7,1,2.0
b226d7ff48605690ec109dbe8043633a,1,2.0
fc2fe83f07bdb20b49b68693b40a2031,1,2.0
30d99365f4092267ba21f774f07fd368,1,2.0
7e023e4c3d5fc12a715404f2a4c44ff5,1,2.0
547be732756b0b3591fe346cec8f999b,1,2.0
85679e6a74664a5d59c978be17a81005,1,2.0
10e86874fa12a9977f0dd29cb7d388f9,1,2.0
8c4c9619d34b2e7bc318a0d576fbfa39,1,2.0
75ed30e388b6f17f979cd6a8c7dc76cf,2,3.0
339f6cb6525178212a0bcde24cc13ebd,1,2.0
09feebaacd943eb523e70d62b8dcd9a8,1,2.0
e0211b71d245faa50745029becbc8ef8,2,3.0
0b3ae9f849ebf2e24118965330e1a8a1,2,3.0
a5d4d12cd6caa4d1e9c597e19d77b83f,1,2.0
3b7023411b11a1355827e1feb88f39b6,3,4.0
c3d6a5eae791c409f559a2b821413d66,2,3.0
f454ca02c6bfe6a22b93e5a0266b5e2a,3,4.0
15c3e2f8865452caeea09a177ebff8ad,1,2.0
b08aec8039b87280ab0c83b35444ca50,1,2.0
3655d02f7019c77b88aca2eac7242f63,1,2.0
0fdc1aa6253759b9293406797d903896,1,2.0
7d3afed768058f208dcbeaa479190463,1,2.0
0a76d142d2bc6e13357a0466ca342399,1,2.0
4a02d57b458e5c8f66a2d1fc8d8a698a,2,3.0
e2dabd013f8718fb9b5847ca17469237,1,2.0
6a98d8a558f31bca6b47591d3f5e5191,2,3.0
9d09c3cfb9f2413a13a025f0a036516a,1,2.0
2192a55608fcf20f9a4f67999aa12372,1,2.0
3b220effc483570e57fecebe94f97c61,1,2.0
0612b13bf6fd2863d99478a382de3e77,1,2.0
d51f65416467c8d269d3994165240d17,1,2.0
c7796b02f1e7afcfb33f873896313b24,1,2.0
2f95d3903e9a5f60ab983a3fa22e22ed,2,3.0
96cb9fff0bb251d47f1cd5ec1c70483c,1,2.0
7ed5f509b8087f83958b0649c3b17e9d,1,2.0
0d14fdb2a113c9860c808a9915df3f30,1,2.0
0aad7d5501d44584ad8585c6edc24a22,1,2.0
365228d97e44e1c1a7fe9759365844f0,2,3.0
36ac85742c0b4c4b0e780333c9bed2c5,1,2.0
8fcb9ebdc7c2df13916a98c344d1cd52,2,3.0
30815d870a826b79289f104a59ab6ee5,1,2.0
5f8b84ed8881aaa1e067661b317afaae,1,2.0
def97df1495ac2138f81db663bfc1c62,1,2.0
8376d2271a6f4b8d628f690564807957,1,2.0
1b9f78a56d9c51435c140742e8ddcbc9,1,2.0
7c093809651769967163cc8dd4226d52,2,3.0
879a77416b9932752bac25b7bfbcb5e9,1,2.0
d5866053dd27d5e7a5049c1680b0cf95,1,2.0
1a64abcdb3b10a652d6ffd29aed17628,1,2.0
501d37dc5ff3a7054d93cc0615753d49,1,2.0
2e9109c42fa753c7c84941d09d40aad3,1,2.0
565b203508a2061ccdcf98af98f3b0ef,1,2.0
fa66bbd2be3a9233820d14d970f38bf2,1,2.0
e9ff6b49db94066143494068ca2d15d2,1,2.0
2d3dd46d98e896fc2bc18f9cb28de6a1,1,2.0
44c070aa5c5933e39bb02044166f7054,1,2.0
2d6e4682c0bdbbfdad30c2730bf11eb6,1,2.0
ed43fcbea6ff040170bf8479eba0cdf1,1,2.0
a348520c9f3877ebccdcb11d1d14cadf,1,2.0
bd52566e2d72d3c8c3f4ee9b4c8a52f0,1,2.0
dd11f3f00d09ccafa3c17356b24bb277,1,2.0
f5d42659899308a7e12a5b80e0055922,2,3.0
84aa9bbb0c6aff98ac6c7fe8db2a195d,3,4.0
d326bad003ef6d0e811fb645365ac365,1,2.0
5d80b682fb943b01e1b1f9a79d591b8e,1,2.0
283dbcc5b0b6786878c9beebbf05e0dc,1,2.0
4125893c4553a5933ec63c3a5ce0c978,1,2.0
dca8b0fad5026445620777c0e2a8757b,1,2.0
fbcf0e59325ef1393adf62e3f6bfb165,1,2.0
927833ecfd0e402f154725020f76dde1,1,2.0
7d20d4343a80ff4b7eca2b79c8884340,1,2.0
d2a5d44eb2f76706e2812bd902158fbb,1,2.0
ac98f2e1f0f81b9715a0b9bbee778f51,1,2.0
982ce5e7b0ad5cd1e954c8580ed8f38f,1,2.0
1d95befe01d0c900efa533118e8453b0,4,5.0
194a08ceb5d901b43dfb221af29cf29a,1,2.0
0e4658dd7b529ee1f7741a6492804088,1,2.0
dc820a427896160a14f0ddda7c23d503,2,3.0
3160dc4a3886a156e7149fc9d512fe68,2,3.0
a7fba6ab74b65b0088d615460c75f66c,1,2.0
79a636d4b7b37cd1fbb80dd1e42aca46,2,3.0
5c4275ed6289aa9041bcba483a807fae,2,3.0
fc5232b43c0dff53a2eda760d66447cf,2,3.0
9f8689b02cbad2b5fadc9b91fa08b9f5,1,2.0
63b29eb559df02590e070972d7224792,1,2.0
e2c0568eee5a8404b7206e6908a4bbc4,2,3.0
b65b59604863269752a52aedb5be1064,3,4.0
90a16f0dda24d960d4eee83712d57a4d,1,2.0
5073bacf53056d373ff726492d3c4320,1,2.0
844f225882ce0c567d3965756d2e6828,4,5.0
feaba8920a018d614472a094d3738e60,1,2.0
c3cc9d9e5f5afd117b9ef7a43819a79e,1,2.0
583df02fb19c025bf02c0eb7fc73f8a1,1,2.0
1cb69b1c9e1102bbe05da35c14585e18,1,2.0
2259ae82df5b7513e990c14414e6829d,1,2.0
1eb4f5d03c8718f49d8811b6d8dd6b51,1,2.0
443a24c7ecee272cf7483c6c1ea45828,1,2.0
977f31e428997e769295a71eb89b2913,1,2.0
0b5a1afd892d9df111a63e8d1fe8f5fd,1,2.0
cad9fd0ff71871ab0ca6a09d1de1e051,1,2.0
1de9e69aaae2c1f862653bcdba67ae31,1,2.0
2ad0fc79d5494b427fc465a52fc1bc92,1,2.0
8ea5dd35153ad13b8b71c16b12abf445,1,2.0
b299be5cc9f13c2557f0b681336a151a,1,2.0
b7d352f8c4425cc484a1d1de907599a9,1,2.0
cb8efe5a56de05f6ac2b842157e25ef2,1,2.0
be6995973c79f34c700664960d5e7bb3,1,2.0
0f1e6c574727d1f0b7917852f8c87cc1,1,2.0
10aced8e5da2dd51257c1e0e8a3b6966,1,2.0
912d7a6fe8da02bbe9dbb1fa9b62d753,1,2.0
923398cc88a184fc4dccd665407c4f08,1,2.0
a62bccce3ae67a7d0589731ad9ea4cec,2,3.0
7290139cd533ebaf35c0baa6b8a00295,2,3.0
663705ef7975c71b6546ebf7eba56923,1,2.0
d40a9a93effe9cd515bfe6fb8cb82a34,1,2.0
919cbd171327f33ee3092a4473a14273,1,2.0
a8d854003f770e0de80653ab265b6299,1,2.0
84985059452ea6475663102d45c9db66,1,2.0
7723c52f802bdf9a683127bc08721931,1,2.0
85ea4bdd474ad3ea8afbdae24a6ea840,1,2.0
27fdb690e8d6f3bb7b4fa1d8bb2e6194,1,2.0
bdc2e0829423b066b80997e9e3952338,3,4.0
0eb8905e411608de0bcb833d92673d00,2,3.0
d6dffc87114004e7d11136fcd267ce65,1,2.0
b32e352e829f483a44104088a843f8ec,1,2.0
37dbe21e50dfa12b39400812f97d5b4a,1,2.0
375befda9522da35890412d394489205,1,2.0
2054754b208d3d064c664636c1c6908c,1,2.0
beb4e03cab2264dedf9194d9539afa20,2,3.0
4839a3c51618449ea349fc14a84985b5,1,2.0
20f21d6c787ad8869ec01dc5185fa06c,4,5.0
3bfac5769af035f9b57afaad65dfe538,2,3.0
46acbe9a45bd19a95a866afd13c73fd2,2,3.0
f1d903e4f8fd514a362b669455dd11ff,2,3.0
ad91d8f0347e3aa6ee5d0ae434f49dac,1,2.0
18bfbb1b99bd26cf425b26498120bd62,1,2.0
ef61c8b2c8d2246ac63ba64936f314f9,1,2.0
5a1d14334ab2e84c617a172bcb17d91a,1,2.0
316b2f07e179958545d7f0f1ed7f14fa,2,3.0
b7e0c2e7f92ac2ebd8a4ac56cc3434df,1,2.0
848e8449ac1c136b7e7d4aaff64f4764,1,2.0
d1950fcd548978a5058b32dfff689e6c,1,2.0
f0706a860ede1d7d111ff752db62defd,1,2.0
179ca1cc318fa2e3c8195a6b17703deb,2,3.0
e8bb1eb15bb2b422b05318346d9f61ba,1,2.0
0f11eb1ec8363ce70f128f5ece4c4884,1,2.0
20dbb843130c12f4c00b615790a8effe,1,2.0
419f40f8a52758019f3fd8b4b944107d,1,2.0
efc38da652297f016524fdffbf839b53,1,2.0
b3904b8fdf75b75538b751c84126b920,1,2.0
511eaa95b10b2065ffd20241ffd1fed4,2,3.0
982db301a4fc32255750a85edb7c9cb3,1,2.0
741c55701f5e03a0c0ef6bdaf182af3f,1,2.0
354005d2bab876bfc04da86800139187,1,2.0
826ffb6e277084757f9cd90cbcb12f84,3,4.0
1ca1d514bac360af1f4edd7fe815047e,2,3.0
1d7b04ba1daef3bf2e0571c8bd9c2965,1,2.0
2cf7bda6287e9a3c23e9407b151f3c19,1,2.0
0ff5339f187c639c99179e38e5668489,2,3.0
c8915e2ac50804d63477660e445227a8,1,2.0
1aaa979dfb8a967e09ca617ab9e9b36b,1,2.0
bc6565257b86990b1fa86b2c8e1a16d2,1,2.0
adc712b5d2be264d99c2f25f1ca92480,1,2.0
fd8ddde00383138577d7050042464ec5,1,2.0
62b0ab2f23d370aef539e894866f979b,1,2.0
ce0091a4bbd890b843f91ed672a3232d,1,2.0
e767c8159aec664ba321a67ee660c601,1,2.0
6652afaa80fdfdead90a0ee1c11fa385,1,2.0
0659058e1ef8dab52748d73789f70ef5,1,2.0
8653ed0bf29a9f24fd78f718eb410e2b,1,2.0
156f64acbf5751e3a5c76421c0abecec,1,2.0
be6cd8334d5caac20fc998c87ae2ec8a,1,2.0
e3de648455c69416857c957d05c34bde,1,2.0
4be19cbd95d20efd7026f19b73485076,1,2.0
05d3ece707c432b34ab6d4d68e2c10f3,1,2.0
0342df82e3b5958ba13eb8821a7af161,1,2.0
87672e26b07b3618d6f49614def9a403,1,2.0
a795c7becd5e615a9e304429775206ad,1,2.0
a87a5a3973f01ccd02826feb6173420b,1,2.0
d7c028e4a39ab457bda952d1778407c1,1,2.0
c1d04d480780eb6209d165b12d6e11f5,1,2.0
a8ffab266df00ba55b1cb0857a85be83,1,2.0
f13d0668c7be202e6f8ca73480dc79c8,2,3.0
39284beb5397469fe88e581f5310d73d,4,5.0
99e482874c2598ed2d4e3b13fede8e69,2,3.0
eb97e019f7b0517c29eae96c72a627f4,1,2.0
2f1394b4c11cea763024815c81a77a71,3,4.0
095e0492d173e60c2229b661a2a6e603,1,2.0
650035dd2c3f9d73cea2eb10106799c1,1,2.0
bc4c84615e33a214809226c0585eb909,4,5.0
578b91893a65c692b9bb041cbb438741,1,2.0
6f148c0c51750e758c9fb0372064a28f,1,2.0
49c7e69b4cbab6b6f78828bc1890a2dd,1,2.0
89e844685a89746d949704290afeecdd,1,2.0
3789f30e6c63106c4a78e9db19480f2d,2,3.0
fc88ae15fefe40cdef57be2c2d422d5b,1,2.0
c6c6b30cf40b55e4f1285ae4b87fc570,1,2.0
bcde6b865ccbeeee25b6384ef2240c89,2,3.0
74c5cd4c2c8f9e7650b5c10ea2f4c220,3,4.0
3a8053d83585f389ad4c080fe75a7a15,1,2.0
067d035b70c16f6af2aabb001a373289,1,2.0
1e251b4a95336e7d90e948bd0e1eeaf6,1,2.0
9faf6b71fd2fef139c498eb2554e23db,1,2.0
728da4133da369b03a439245ac35fd6d,1,2.0
51d08ab328f553a0766370ff24ab2b6d,1,2.0
1a5841a0419437ee531582725d1b314c,2,3.0
19f884a4d382aa75ca6c0c811f636ad7,1,2.0
d9e307b2d6ed877d37dcd6e52a0cff20,1,2.0
b85327f8e85b984dae9ccf6e57cba556,1,2.0
e65aa5927fa59e8cbe4af54955d7c1fb,1,2.0
585858f232cfe4d50603e7ba8df0b664,1,2.0
4f40bcdde36becbd62a0f1295e8fbdd6,1,2.0
12afb3882ba6061296efc646e64e7438,1,2.0
daaf5fa57ef11e944fd8eff1dbc44e35,1,2.0
cfb934c64627be9fadf4866ba2f94029,1,2.0
c55c41424d2bcd7fdc8809ff36150d65,1,2.0
43da6bae19f9d30ed4cd0f745fe05ff9,1,2.0
355275edbb394a187e289b36905df47e,1,2.0
b752d71de5381c701fa9849d50056532,1,2.0
5754db68f63980204a83a4015189a308,1,2.0
96d5045b809237a7357e463488d3716e,2,3.0
34f5f17b85f6c8016a79febc958668e9,3,4.0
332b28714c11104c191e8bf42ff0bddc,1,2.0
7768ea53015397758c9ecc745f11601f,1,2.0
386e06be86c0b0411f55f638e186282c,2,3.0
2dad6ce4e4427594a24423b115e47a91,1,2.0
90f3f22664761f8a73ec1020b0dbf02b,1,2.0
ec52e9945ec97cbf4c3672e33db09c36,2,3.0
310312fa4984325cbc4884ba1bfb26dd,1,2.0
73a3e02739e1a2acc75381cf18e3caec,1,2.0
0d4a6eac5c0166d1b3350587a6415f20,1,2.0
e2f4734317542b847c9adc4b2d86f0c4,1,2.0
a28f7ee57f08a05dca023fcc6d292e3d,1,2.0
9738944e2291bdc3b0da9b07adb6d172,1,2.0
8acb298158ee50fc5e35c011de18815c,1,2.0
23edc38bdc23b48bfe1bb2593df63cbc,1,2.0
a050d95bfe1b0dc67abf0865b9b6f0e7,1,2.0
3023842173fd723471182e8adc765118,2,3.0
0da4dcbabfc81bf3011466e70f4ba522,1,2.0
a00cda45f5be44399c6b832526d92005,1,2.0
5817f248b543d0c1de173b450faa7e1c,1,2.0
901511c84e8dc343dd9acebadc139570,1,2.0
09bd169992fd07ba0c8767ff2b60886d,1,2.0
8e97f3ebcf67d466e629de35e8432e4c,1,2.0
0bb4b195b41e284f3c67c86237675b93,1,2.0
ed0e8bbb64b214cc0f396c1647682be3,1,2.0
93e59816f3b4972da9cecf5aa5ac86d8,1,2.0
fba245e707644223a902bba7e7f3b07f,1,2.0
