cbrq,xzbz,sbjgbh,xzbzmc,cbzt,cbztmc,dwbh,entname
20171207103923,G,370100,大额,1,参保缴费,0010097308,e0f6e97772450eeb0102e41d4f30b4ec
20120906103714,E,370100,生育,1,参保缴费,0010048939,baa8780a3ad9957781728858167bce30
20130703103243,E,370100,生育,1,参保缴费,0010053434,4741dcf7a96726fb4df74c1bf9c52767
20170308095745,E,370100,生育,1,参保缴费,0010084820,b19edc6c7df8c0ffa4537e6fa0620fb3
20170906105130,G,370100,大额,1,参保缴费,0010093271,35d6712b498825e3490fa9c9939d5182
20150416135654,G,370100,大额,1,参保缴费,0010065902,b1b5c69a42f0d8c78c65302ee2179696
20170810091337,G,370100,大额,1,参保缴费,0010092151,a9df9b2a62f4096fe83d59ce579715e1
20150407100414,G,370100,大额,1,参保缴费,0010065527,843d3b4787317cdf95b19e07c2ac3789
20120109132939,E,370100,生育,1,参保缴费,0010044787,1661107fd049670aa48afce7eb3d8ae4
20080605111639,C,370100,医疗,1,参保缴费,0010026142,7e43ca2f865fe5273abc4cc6becb39aa
20081208000000,G,370100,大额,1,参保缴费,0012200224,9f3371e799d8269540d602986e5527f8
20170103102203,D,370100,工伤,1,参保缴费,0010082154,6f250d780238aa0ae0bcebe57d75fb3c
20080408153206,A,370100,养老,1,参保缴费,0010024874,bdc2e0829423b066b80997e9e3952338
20130906113745,C,370100,医疗,1,参保缴费,0010054591,69e6bf1dbf21f6d845f2b71d7b2fde27
20100208102500,D,370100,工伤,1,参保缴费,0010033729,b9010f36708da62e48fe84cc0a19e150
20070703000000,E,370100,生育,1,参保缴费,0010019289,7203499373998b8f04b411793afc635b
20170816141828,B,370100,失业,1,参保缴费,0010092459,9ee2fbc913fa133e6b4ec1609ca5b025
20171117104933,A,370100,养老,1,参保缴费,0010096476,a23333b96f9a718ab731ae786a961925
19000101000000,A,370100,养老,1,参保缴费,0010300385,aa40ed1bc7e5dda5645eac4ad4cc502d
20180601094355,G,370100,大额,1,参保缴费,0010105173,94609c00a502f3803ec606966ceb5506
20130806152957,C,370100,医疗,1,参保缴费,0010054018,34dc95f36361c4d4b94bf164e0d54e94
20160607154315,D,370100,工伤,1,参保缴费,0010075993,bbacf39c188bd0dc358f1ae2547da2ba
20151222091331,C,370100,医疗,1,参保缴费,0010071649,cf39e2a7ccde8b5e602dc90265bd2a89
20110419103023,G,370100,大额,1,参保缴费,0010040766,c7254db3a683d8a8e05451770a9b6cd3
20140321155806,C,370100,医疗,1,参保缴费,0010057908,b87665eac1c3280b8e8940a81f3ac94a
20120306103449,C,370100,医疗,1,参保缴费,0010045586,84dcfc93e58731ead3334263739df676
20160722101621,G,370100,大额,1,参保缴费,0010077321,b7fc92bd2344751fd74f8a79aac78cb0
20150717135228,A,370100,养老,1,参保缴费,0010068120,55b92b617fc6c9174d5b4624bb3f90d4
20161227133621,C,370101,医疗,1,参保缴费,0010082106,b705772bf078fa89709df9cc6851992f
20140808155307,G,370100,大额,1,参保缴费,0010061095,544ecfb249854b0b5d48d37d17c25cdf
20161208153515,E,370100,生育,1,参保缴费,0010081653,5d975b51e32a83a46350e05599fe957c
20170713102312,A,370100,养老,1,参保缴费,0010090840,dce36ff476f262720c8bb14581e45acc
20140715140405,E,370100,生育,1,参保缴费,0010060525,e4025832a13c536a6cca31fe2f9188d7
20131112111119,A,370100,养老,1,参保缴费,0010055661,bbf3e154938a8a659ca1b9637172d8ea
20141103160557,C,370100,医疗,1,参保缴费,0010062558,839ff7a63594aca50bbc484357a531d6
20170424151859,C,370100,医疗,1,参保缴费,0010087012,b4fe70acab0748dfb67e9305fd85be63
20160516165820,E,370101,生育,1,参保缴费,0010075294,2c51b4f076d7bc4db506080ae11ec383
20160317094207,C,370100,医疗,1,参保缴费,0010073614,4127531f049d7c028b0ebfd58601dd97
20091208145503,D,370100,工伤,1,参保缴费,0010032936,86fe14168d720e1bd6a88c03333b6b99
19000101000000,A,370100,养老,1,参保缴费,0010301947,d53afa90d8a67dd2942b29a24a0bced3
20170310093639,A,370100,养老,1,参保缴费,0010084994,846b361638266d8671a9f0d007f896dd
20140519151657,E,370100,生育,1,参保缴费,0010059215,0d1bba8697708af82128a04cbec25dd6
20180608105716,C,370100,医疗,1,参保缴费,0010105899,b2bfd4ac60d6520a83ba584d848f520b
20180402104056,D,370100,工伤,1,参保缴费,0010101881,5f6212594572289ed09192a4c0d1be62
20121019103239,G,370100,大额,1,参保缴费,0010049501,05d2cd0aa3a28f600d237365ee509a3b
20170504105012,B,370100,失业,1,参保缴费,0010087361,1ae2bebd2e8411fd437a2ee65f1d2190
20110510102751,B,370100,失业,1,参保缴费,0010041084,cd3694d82d2a895ee19337cb0f46856b
20170725135251,A,370100,养老,1,参保缴费,0010091267,5795976327eb066038aed30e46ab719b
20110301142822,B,370100,失业,1,参保缴费,0010039447,0d162eb1c21837fa0c5b58a29149baca
20121219100036,E,370100,生育,1,参保缴费,0010050379,c7251473f02a2eae4927544c55e20a88
20180508091821,G,370100,大额,1,参保缴费,0010104098,568de8771cb37e53e31e94eff5bf8b62
20180912135050,A,370100,养老,1,参保缴费,0010111756,468928cfc80b18daca844bd4df9a9ad2
20171129142154,B,370100,失业,1,参保缴费,0010096764,2e45eb7d9f85b60f394c328b016e4f42
20170308104656,D,370100,工伤,1,参保缴费,0010084836,1b741b7bd7167b54fcd0c45841d67e25
20160602102536,D,370100,工伤,1,参保缴费,0010075676,af49f4ec39174e69ed67fbdc17078b29
20170209100847,B,370100,失业,1,参保缴费,0010083557,e15b4b8b82c6f91da164f41700db2ed8
20121102101216,A,370100,养老,1,参保缴费,0010049630,1ca4a43808dd846d29533d1cddb76f0e
20160603085000,A,370100,养老,1,参保缴费,0010075747,551a679d1ea6ac9b8562d645bb3335de
20140717154213,E,370100,生育,1,参保缴费,0010060595,ec64b621ba16599474ca98dea1944d21
20140709095651,C,370100,医疗,1,参保缴费,0010060374,86710524f487875f730d3eb9b90a97c9
20160927102121,C,370100,医疗,1,参保缴费,0010079279,9d891d72b3508ac9e5dda34ff5bce304
20130318111252,D,370100,工伤,1,参保缴费,0010051596,7ccee321cba5b01da5f37d752924a6d4
20140107162206,B,370100,失业,1,参保缴费,0010056609,ad082cb97671c7cc10cdae79e46b6cab
20170410083642,E,370100,生育,1,参保缴费,0010086196,6314cb69172aca59c447470d2df45744
20161209135355,D,370100,工伤,1,参保缴费,0010081695,424bada803e560b795c6d45769f6c0cb
20130304143705,G,370100,大额,1,参保缴费,0010051273,b85dc2558d98b0842771a43c2aca871a
20050914000000,B,370100,失业,1,参保缴费,0010009377,5a11c31a1f1c0105d090a3060bb1a59f
20141014160137,C,370100,医疗,1,参保缴费,0010062241,2aada31cfac4a3ad34ab5e824a7dc35a
20170208094048,A,370100,养老,1,参保缴费,0010083479,4d2c1120bc925bc6d650ff9a1e9de03d
20170503141741,G,370100,大额,1,参保缴费,0010087277,1cabbf56625991ab152ba8f22ed97dc1
20080926000000,G,370100,大额,1,参保缴费,0010027648,66baf97e5b1284d4edb6bcfea4e5418f
20160712100450,B,370100,失业,1,参保缴费,0010077033,f0bfe78e5785e2c4647cde68b098c41c
20140910092721,G,370100,大额,1,参保缴费,0010061636,96f6ce4336a3adea13187ad03bf05138
20170306112106,D,370100,工伤,1,参保缴费,0010084594,c8c1ac657cd7cb8d95db9d728a564887
20080515150153,D,370100,工伤,1,参保缴费,0010025760,ea79b778c752ba5e5e0bf730c5f36a2f
20090410154301,B,370100,失业,1,参保缴费,0010029915,c45abd481a0e82f3efce73c921219bfc
20130724101120,B,370100,失业,1,参保缴费,0010053804,1673af0132c602dc076f572adea6e97a
20170223093521,C,370100,医疗,1,参保缴费,0010084089,b80681f7b804faf7fd0ffcf7ee6de444
20180305085852,E,370100,生育,1,参保缴费,0010100647,5023e48b66bf3e827adada2c341c94a1
20160624140219,B,370100,失业,1,参保缴费,0010076476,69ee6c925e33bc5af8709909e2cd602e
20180803132159,G,370100,大额,1,参保缴费,0010109104,887123d97c8955d8021af74dcf3502ae
20160624144422,G,370100,大额,1,参保缴费,0010076481,7ac678c9ec187513e1f25640c0cd53d1
20090506100036,C,370100,医疗,1,参保缴费,0010030290,79ebace93edc464f49959f5cf2ca4a41
20180903153922,B,370100,失业,1,参保缴费,0010110667,f5dfd103d894421c11a151a92c3d7bd7
20120105144744,E,370100,生育,1,参保缴费,0010044693,d40a9a93effe9cd515bfe6fb8cb82a34
20141015142710,C,370100,医疗,1,参保缴费,0010062261,686104a1b784af6306a82fcde055f797
20170308101348,A,370100,养老,1,参保缴费,0010084825,995cd207692db0bd004b619f56a7bfc0
20170323134023,A,370100,养老,1,参保缴费,0010085520,fa0f31f6b0b795cde3ec92167f071f59
20111117094255,E,370100,生育,1,参保缴费,0010044074,4aac5df448f6f14acca781a0652e5260
20170619153805,G,370100,大额,1,参保缴费,0010089675,2e96696ef15b6e7d42cfd0f401b921c2
20170306141332,C,370100,医疗,1,参保缴费,0010084613,49b74f6712ee9c8896cc655f5e0a13a4
20131105102030,G,370100,大额,1,参保缴费,0010055452,cf941cca84a2d3d6a57fa6e8d173fb6d
20180306095205,C,370100,医疗,1,参保缴费,0010100763,f8001dd1d828ccf3d169922d676b9bd3
20111021094405,D,370100,工伤,1,参保缴费,0010043650,8298855e8d0d9857111ccf6743a8634a
20080808092511,D,370100,工伤,1,参保缴费,0010027026,5ed1d377c4ee11907770e622b87939d8
20130403162646,C,370100,医疗,1,参保缴费,0010051796,678909fbb96e5cbee4acfa450086f68a
20170810142714,A,370100,养老,1,参保缴费,0010092214,cb484c3fc5196a9acdd25d575974aebd
20150414141040,D,370100,工伤,1,参保缴费,0010065835,620e8baaa2442ffdb17eee80cb7ee252
20140317144610,G,370100,大额,1,参保缴费,0010057806,8205593376ee0ebeaefba410c027d64f
20170914132724,G,370100,大额,1,参保缴费,0010093828,d12d8f1279bdad59e7a572f533280295
20100612160718,G,370100,大额,1,参保缴费,0010036081,6337caa9bd7876ead23d031f88c2e27d
20160607104654,E,370100,生育,1,参保缴费,0010075952,2a528ac398fe9e33dd214f5853312e25
20110302092921,G,370100,大额,1,参保缴费,0010039479,a926463ebe33e85408ad992adf47e1bd
20100707093503,C,370100,医疗,1,参保缴费,0010036387,45e41ac30e7461161803eb11ebcbc49e
20180803082826,E,370100,生育,1,参保缴费,0010109034,779b2f25daf54f08598afd2318de0fa6
20060426000000,D,370100,工伤,1,参保缴费,0010013375,04c74fadca9e53d17499f3b191bd444f
20080918131640,A,370100,养老,1,参保缴费,0010027574,4387707dd4b5f4c479219c30808bd206
20140815102320,B,370100,失业,1,参保缴费,0010061221,2113dd2b60da92c8c3641e19c9a67758
20110316141515,A,370100,养老,1,参保缴费,0010039989,2729e79054578b54eae3c9563cd4942f
20160901104525,A,370100,养老,1,参保缴费,0010078377,2e2c45a11a7ab364ffb8d61e54b194cd
20160106160444,C,370100,医疗,1,参保缴费,0010071980,d3effc66f61ece0f011d09881a06e9f7
20111008091658,E,370100,生育,1,参保缴费,0010043259,052e26e0a538a092dcbfeea67515be60
20090316141021,G,370100,大额,1,参保缴费,0010029430,20b20576bd84a3fe2c5aa97c14734e4d
20110413091418,G,370100,大额,1,参保缴费,0010040614,ab145342b69856631551a8909af68404
20180416092214,D,370101,工伤,1,参保缴费,0010103000,277a6642b81a79a2a4136efe1bbdbafe
20180418145511,G,370100,大额,1,参保缴费,0010103200,fa026d8dac47b36fbf75d3de1e47971d
20170606145749,B,370100,失业,1,参保缴费,0010088976,ab6d28d0e49e83444dc2da30a55957a1
20160617102212,G,370100,大额,1,参保缴费,0010076279,87e62c01448c8234701b9e57eed07b03
20130607090456,C,370100,医疗,1,参保缴费,0010053074,a8c7f53263e627efb20582f6f277e59e
20180507093842,G,370101,大额,1,参保缴费,0010103951,965566bf829971a10b0a9b117f5720ee
20120910154301,B,370100,失业,1,参保缴费,0010049014,43f457431431b4954b631403cc98bea8
20121101113704,C,370100,医疗,1,参保缴费,0010049590,92f310cbef12987bb9d679a0a0563d7f
20160315095409,A,370100,养老,1,参保缴费,0010073553,f9b0fff5a43c13162f203038c69eb8a7
20140609142638,D,370100,工伤,1,参保缴费,0010059656,d9e3c7fe3f31bc862f9b2ebfbdec40a9
20081104083725,E,370100,生育,1,参保缴费,0010027970,e999f0ab16f70e9db6c5531a39e82880
20170206111431,G,370100,大额,1,参保缴费,0010083339,09d59928a908c200a789df176c0cab00
20041002000000,G,370100,大额,1,参保缴费,0010501178,9d348774dca14167c58f48b354018bf9
20070619000000,D,370100,工伤,1,参保缴费,0010019116,8e896ea0db4a3066ea5bbea971fa0c7c
20170810140953,A,370100,养老,1,参保缴费,0010092205,7c18d17c1b82d526a8803424cc6a2341
20170307135131,A,370100,养老,1,参保缴费,0010084753,9d57221079bc821a4d5e9b0ff8d3aaba
20180108084805,B,370100,失业,1,参保缴费,0010098654,ab18f41d9dc66b40f51e87c77e97a77d
20120105111112,B,370100,失业,1,参保缴费,0010044676,e24a5892ad9d62e966b0b67bca62a0f0
20101207152504,B,370100,失业,1,参保缴费,0010038398,e03373f6104bdd2a2aa4a436787f6d13
20171012130833,C,370100,医疗,1,参保缴费,0010094670,eebd9699100427ab5b4c5d83f193b8fa
20140606143034,G,370100,大额,1,参保缴费,0010059585,6e933c39712008b5896482866245cafb
20120406091220,E,370100,生育,1,参保缴费,0010046287,8289743f35bda2ff815edbf06d9fd362
20180903141930,E,370100,生育,1,参保缴费,0010110605,95d3e74e8299aac0fbe40354178660f2
20171113151100,C,370101,医疗,1,参保缴费,0010096247,25dedba08ee831ec544afddf1361d428
20180208144128,D,370100,工伤,1,参保缴费,0010100228,4f931ceedc7895baa628828e0847c905
20160715101549,C,370100,医疗,1,参保缴费,0010077166,a50952854855324c8aeb04438f8cfaaa
20170918151635,D,370100,工伤,1,参保缴费,0010093950,448cd5677aa29a1f24de438f6d237e2b
20180912091616,B,370100,失业,1,参保缴费,0010111715,62c746529f1b15f5755152c586cf752f
