entname,credit_grade
9bd21c0490f45a66701d454da630ba78,N
bb603f6a12e969eb88682a8918f2150a,N
2e5f4b12913995dab9c49773699ba4fe,N
7a3c53f1812aaccf652a577495d5b13e,N
c7b78442512630f0810fe58938f64a12,N
f37e63193551da82484b40a2d12150f6,N
68be4fdc4e96296beb317d018846a8a2,N
791d70baaeaf8d1d8c51b00433f13bcc,N
e58116126a493ca19c0dda77062308ac,N
a4c2a7eefb6bcb782dc758d8b31067a2,N
9493c057460b3b5f8602a4a9df375d35,N
21f30b1e251c76faa287f09ff6f537e7,N
6d71b0d3ca53e130af185e50cac6e2a4,N
1921fc75644e6c43d1e7115a38593f90,N
d8b395d7f990eb257b5fc5f61766a3e1,N
7e28787f002788af6f3f07cc57c8fb71,N
a48b48afb88e8940802d2edba88ee407,N
f562f1050de8c11924eefd8b193b8a34,N
2213451ca2a101e944d69593e08d46ff,N
fdfd896d3b88f191c21001be46650f52,N
96f50313aca1d5d30319457adb8579a0,N
2330e36bce51d23a9ee9d571d4ce3fc6,N
936cef5b8bc7a5b926411230997e90b6,N
9c99feaa34d950270c733190e46bd6a5,N
12d9721f81e5bf6507f387c98862b990,N
d9eaa24bb80b49e3659b1ac82665a6f7,N
503d2a89b411d172350807eefe89d840,N
7eeeda679a0a522cb31471c35f239b7d,N
2e99f3b0dcf83726627ff4bb6c662119,N
050dac7ed73043f268a641c4f14d86d7,N
8a217f343e9b2c65c4ab3908c44eb919,N
f27331bd2f77c1068c35f8e066599a37,N
bf0e8bb72cfb2d586d50b29c82f2fe45,N
ed2887f23b78dfaab290bd002911bac4,N
60a6b54ce25e30f4b009e78e5714e3e3,N
162ccdd5d02ed0f73093ed486dbb9d7d,N
ecf0e5af3dbdcd049a7a052de5c34a6c,N
f9f96d8cc737f6ce0ead881804286bd1,A-
7151b029b75e57e9fb3582774d39c011,N
45c9b4b525d6197472eb86e623b5c3bb,N
4d9b7613e9891184a21d521cb536d1c9,N
09db7153a218ba069974f32b8cc83b78,N
4769da87994de0078e2a13bf68ba0cc2,N
5cecfb5ee11dd794bf644a5e1aa8f534,N
55d4b840cf162bbb71202090c4e8968c,N
7b21403ffc86cd97bbb553446be0c5f5,N
3f7be4d970c419b4127fd0d0c4e33a1d,N
8286ab7541ffb59a9c1cd045c32890eb,N
7bc09a0c214e81f7960d78d7567999de,N
05b50dd8b9afc8b2d9aacfd31cc3acec,N
4e5b8e43f30d0bdca147825b8bf35e62,N
785f36e42cf4442cd1ac45783865ebcf,N
80b8034b52f6d50932e077c2f185b188,N
2841ab1c83e27a266f358cbff153ea02,N
bc042d5c7a3d0698ee322d504b3899d0,N
71692b6285f65aa592ee8582aae85372,N
ba7f613d38d01403fd0ea03102c2d475,N
d2a73aecba86993e40a6969091415bdc,N
fd976cf5a85ab16448ec4c377864324c,N
c3d0c4567d2c7112810653c510cba43c,N
7724cfb1e7a417766e35dac1e9cc800a,N
418d03751e9d09d7d645c605e7a8e9b2,N
1d56019e4df03bed0fb2ee81df8345a8,N
60557beff0f77c67d45bfd0812f33be4,N
55f933a0ca05d2e3647d3aca2ac3744e,N
d7146c6962207d25d85978fd86b8b1f2,N
fa1de03772d87ea7be22869815bcedea,N
3ec845747646d41c6de188d8ae0d3e9b,N
2c388373c60dd2ed8061f6fa1859a3cd,N
9556930e72da6f8b80adf16e72b5e56a,N
eafe8c49fb845c0fb878d0569291770c,N
b780cfaf75ce3d3dc36fd54e7712e8a2,N
21221958a7278ab978bcf4039f7dc7ef,N
2c9800af2c68d06e5be497a910474497,N
5a104d8a8255aaa313e58bfd28fbd7be,N
85d705fe9918d53fcb49952d29947777,N
40ea0250e19c8c9ddce36424d6e751f4,N
0a5ad7ec92faff02051cebe4be03ecae,N
b96dbcfbfbf00ab2e474c7294c7a9296,N
501b91438a2e5df38904bea75d16c631,N
7e23a6c98cabd926c84d0951e7ec0dad,N
b51f077abc6a4fc1d49f055f5b4640d8,N
7eff759c9d5cabf7b80d08171c3e4f5f,N
ff3b80ca18dc869d63284d647ed31d40,N
9b9567026672db277bceafb991848417,N
1c67164380aaad9badf112749f060d68,N
ce5c70be5268f190792bdd8e784a834f,N
b945f3ae25f2ce8850592f2164f8a151,N
99e44d417eaa854d93201689ba5f3929,N
1d9878e087468859a944e85b29b09507,N
56a8b09a5b99dcec3d80815f1c0d9748,N
6486e9e6153b84865e4d49e8c33f33e0,N
cdc5908be2124210e623aa64d1a6f0cd,N
1ddde8a137a41eb2808dc5bb57f43262,N
d1688c6310ba58fa754d5052b30e2515,N
16a45a4277d1694a0c660d5152d7a5c2,N
87cfb3df9af5e40b81f9ae3e0bd0f0bc,N
6ed55536df182f6237ddaaf21d3f4bdd,N
6488bee283a0d874de85248628ba2230,N
1fc01ad1fbfc99c65a15acd6d7679f5b,N
e56e074a3ca0f88bd29e8ab45ac5a08e,N
f8bb7eb182741ac2800632ad1e3e8b58,N
ca4e6e77a55b722a3f82d17caf4d738c,N
bf8b571f46a43ccec84970ef3cb9a2b2,N
70b9384235d76052e9e76b5790ab5998,N
7537a3a4894bf8574872ba2e8b9402ec,N
6e4daff5ba3cdc6b664eb720a70bdb34,N
a59ce0a752dd48de5107c19f20e8e39e,N
06c79f22d8f1b1dae38bfd91672d0c79,N
9af4c8e80f5f0b926997daaba9125f27,N
27582ca61a9259b9c02720220b3668ef,N
8ab41e73efac3707c09ef46a86d69130,N
4d35f492506369e55ca345f44d3c6da6,N
4e3f0663c82bf7f5a96fbc6c00dec326,N
1686524b6dabd237a0380d89ba7e9160,N
1d026a232850724e1671c98281288b17,N
30fbd5f76efea72c50fb352c4fc646ec,N
5c9bf0f592c2d3bc4c6f3d0702b73695,N
878bb790d12b0f9fdbaaa98c036578d4,N
9a8d22d716d89eb5e57cabff8812a372,N
c6166a3abd4fd5939d4ed04aa3765276,N
99f3f99591c392577ee53a974cdab647,N
18ab8fe6b1117da5b98b0fd7c5ceb0e3,N
42bef6ce7528847a9454bdba1a72b724,N
70ea3030b8b63dde20bb572e85afd9be,N
073e5aa6aa843d1d7946f415b3199223,N
dd05fad78a700fbc888c66d3f56fe5d8,N
c19daf30c518b29bef6e0537777487de,N
75dede0bf04bc3fc1346b2fbb3fde031,A
2b33762eebdd817d35af8e82d25ee4c4,N
e82dc02950a644fb17cc1db1971f9a20,N
1f6247151e84b7945bf0edd584f42ed8,N
3aa3ffd51f80eb8c5ab235b1a9b0e3f5,N
36fcad9d0932582e52750698391fa505,N
bdfc4fef4a117360edcee4a8cc1246f1,N
55e96af63bf87c7addfd8d94aa2075a3,N
ec9cd6682c6dae957e08a34833120eb1,N
f316fe7e079c488f59ad36e5b3cd2b1c,N
6439feea4d78f6d42d4f2c3c39fec513,N
a559c82f3d3f38d80e7f3aff1f91c0fb,N
5cdaa0ff7f5f9feeba615ee8ec8e6379,N
9a2ab24609526eec90a85cab4f4902f5,N
4488fda63111382ba94f555c10bc8ff0,N
4a00d2ab607cfcc22d2261920700c017,N
7b2ae3dceaf26a70fa538de71b29ae69,N
771009473a4aa12d6eb06d76342fdbda,N
92c527731083bf9163a1364c8a20eed6,N
6e9be3496b6d07b0395d6202521205dd,N
1253345c20ccbbae05635b779f96b260,N
3b7f3edc3e3af73d031c6182ccdafae1,N
52445035366ec1dfd6d1c80dc8dc520d,N
94bedb8f0c744d81a28f87ad26a5d49c,N
40d48284799ae0c388330453129e43a0,A-
66771ccc5f58929fac2f1f012f6ee24d,N
f51facfecee654e585f0682a1318acb5,N
0a937a81d1e6df210168763aaa17d00e,N
ed90bb4b5d38f6bfa00f4088df5daedd,N
f70eae978a9f8a8cfe58d14071fe3cc0,N
9f8bc277bcae38e26adb06a456cfb379,N
4ac42247f5452755bfd47cf2fe03c098,N
463c22b2e2e2991da9db21e09433b0ab,N
8641d11a44bcdea421b959b6b4d8f76b,N
06283b171ead226fdeecee9f8a941cfb,N
9c4464c1b74c395e7a87b8f5abb78455,N
89577b325fc9363875f88ba70a595e3e,N
020d647e4c7e8f80c99f5e490dbbc07c,N
2f86f8395c5ef7d3e4a439d296db767d,N
232d676bb897f73a57f6d19ba12a4240,N
79aa0b177a33fea301baee4f219ff485,N
79f05919c9221d6a3b35ff0636d0b325,N
d24091b1a6ff2c6db04d5f31647dd3f4,N
3d6bdf84869333b06dee09c73dc7d392,N
af423496f2f57ac7512f0a0ebc020034,N
ff67217f16dd1ebefddf86396ca03af9,N
7c6f9ecbccc05944b9b378a453754d24,N
0872a5de058c289c416e46d756c477b5,A-
1f6475df086c44e86601dbfcf9d784b4,N
164a0eeb1b4ebad83a7f79ff70a000ac,N
f222288e162e062d26bee81bb5a4f641,N
5f645b9d01ce9fe7d9d58fc4803c696b,N
1b4899c991c9aa019467876f14e30c2a,N
34656f3a41edcba808928cdbae86d346,N
3185e1847d7a0813a90fbdabe54bc3f5,N
d8c3a750066f6dc3421808be39079c72,N
e668dbab77bf83a0e2356cd19d85aece,N
dc6e08f0e583b5a7b515732c6bd76fcf,N
daea9ed135f6b52c125da4ad7e1a7ecf,N
6fdf812f2ab38313f4ab22dab719330e,N
fe093c91752fedc9008c43d1796d47f3,N
febb2037d57c194ae13805e93de7af09,N
03ce774e735cc682a5931a852c567e36,N
284cbb6e791ec614252e469281338312,N
487d66ae160a7cdfc9daead99c8ea34e,N
f904ef49d05e6c3722096dde8794e879,N
bd8a6fcf73a39260cbbf0683ac387201,N
b3d5b52188899e86bbd0db91ad82c627,N
fd31962482f8cc85096455cdccb4e9d0,N
99dce9c1693c5ce7f24953d417da32eb,N
95c8c0d712a45a5788a7b7fa9c733e4b,N
a2a5cfd72f27e8abff32424609c058c7,N
256b0eec4e06318ab33a9821fed9c803,N
c5a2d3838339bc0da38f5ccc8d4e124b,N
25eeea9c9be9b31ff9e20f96ee6e51a8,N
50ada53847a7e15a2fb735b3b0c97505,N
7b2c0ad23e8c05bd6a490342190ea816,N
6f40784b9da890b4d668bfbb4a0730dc,N
9f71421c71a2ec6cfca6b647c800b81f,N
a180cd01bee16a0e28f8e68590f1864d,N
62afd24e5fc6dcef3083bb06c7a67266,N
44951f60c6a892c0776c0b9299bd072b,N
cf4247d2eb469061f761bca091ad53a3,N
e58ad159ef950d4c7304457365f3526a,N
1cdbaf36a52d8b8770aba936da54eddc,N
a509207e3de136646daad0e6dfee60f3,N
19a88952f1b0e4d5048172c3e4c9eb23,N
b2177cb50302d77c0b4d9e498e98381b,N
897f3b471b90da74c768e8edfbc8c4f6,N
26494cf0b3dfe908253bd228f83a05d1,N
d37a1f631c4423f7e3fad001bae37c7a,N
ccf771ae9b0e4b636384be3f16688c9e,N
1deeab518e206a387027ef1ed70a134b,N
05d956f27cda5f891e210fb7795a85d4,N
978a51ac7147b5c807e0711b02ccb3a7,N
59452ceb8085f8d6390db54f728bbc64,N
f2ad88b49f587a82641b5a997f2bb279,N
7159d4f1c922eb3a6fa5ec61a760be6c,N
34be1a2be6ede768ae671139394e07f9,N
9364df4eb1360dace99746a46f214a4c,N
4fdc838ca0a95f0ed38149e79fd06e09,N
61e718f5bd6eae7ad7578b6d882f600d,N
95401dfe6523432f158b1fa118762568,N
850697efd2f8b7463cadc55f7ba51a53,N
9aeb540b8447996fba8ff7a65abba7ce,A-
f610435d5f52465c74f5e66df6083267,N
6069d2a3900964636cc6efe76cd47c78,N
6cf7cc44d5f22fe64891becbf630e8f6,N
e02b433f428b7aaf90027c1d8f8045ed,N
faa0282ad46857da60f9e1d65c558423,N
51716c075c09014624b40c209f17374f,N
83aed33f85a4a439f58f146a3e064361,N
c3876b417916ae1187d4c0c0a656b100,N
25e38f15a536e6cd7e969820983f777c,N
690f56b4b505c6660dd926592221baf1,N
f1a650777578dae401e0f70d77e8974c,N
2d24e83bf621750973c1a267e4b3d4df,N
4194028768a2f58eab111edfb0fdd912,N
22a73d84ca5197af3fa7d4f64a0e4f24,N
ae4b7031588ef2bf030637a3dd2131ff,N
c994b5a38c5c4e82a9466cffce6ec470,N
9589de39b5866ef19a30bfad6c492a79,A-
03478c917fd1c9609475953680205704,N
4a88d21d2a9a9d74e010b09774f079eb,N
680b35fcd5d49966ae8bfc4f6e9e8f1d,N
960ceb9ee276fb6c77a283e4766f72b9,N
7df9d37068a136dfd3f2d3bc81eae1dd,N
7ef8d3d6e9f5bc6f2e233bc2ce23992f,N
a8d26da549451cd8c2be0675f828d610,N
35d14024f640c0ccab0a220b4aabcf06,N
3bc46499b23e8777cd10904b6d846aac,N
ddb1e34a573e4dc4d312d2e314f5486f,N
156196b0f20b31edc1c8750a7f2a48c7,N
fadf039f09212072666cea5f919a219f,N
15e47de99a11b5954f9b0bcb3ddccfeb,N
18afb6a696981c1bc5bc418476bc7bab,N
17ebbc38edd5b1d347991ebf19f51fa9,N
11d1fe3899451c882535bda1aa75cb8a,N
227abc1a6819ba1249af1bf7177d95d1,N
d74581c2a5545c52df8b2497b7517c51,N
761dc2a2e2f4f76fe930a9c7b3a9f212,N
0c95a71cad737e5c7f3039a91bdf96c0,N
9b1c259055f08ad4c008e2611a7c4f37,N
120c7cfe091c3620b34dfb13d620cbd4,N
fac002cf8c27482a39dd71fba35a90ad,N
85c7ff19e2dc5993eaabc2151ca94af8,N
71dc3ec3c5659afc043ad5a1e48adfb0,N
647f6d9517bc27223a50a7f503d185e5,N
60f6c4270d407be42e81f50254cceebd,N
8436e7ef56aca7a4b67b74cd03d2c44d,N
f02ca7acf8fc8968616f99d8ade5a773,N
a56715695365f82bf5fe2b81d2825c78,N
761c166480da9132b2720465453ba971,N
bd3c1acce93dbbeb38866e86e68a8c7d,N
61351335349e543e9c7c34286ce682df,N
54896b2c24e9b97a24748d999b7776ee,N
3e14b45f5eb3ac2e28960bd6ecb54d99,N
40330e2222fb69748691f2b92835a36d,N
105c66075602eeaf87d61ad3f6135613,N
a7bd62ef77480401ea81612a66b4bbe7,N
d978933414a053f2262f3fdc4ab9732a,N
1813bb63dcfea8489ec28c1117e5740d,N
93065799a9c2299a6f43d520e57742d9,N
80412ebcaca6c46583074047e45c621f,N
660a2d0a0b6580989c6322a71e2e580f,N
046ec22d51c343e310ba89791c655f3b,N
adcde1b58e2e3e28fa7bdddc0806966a,N
7fc4b2e566cd3b61e0b8e3da266bb433,N
673a66fd8ac6830fbc278547923b9142,N
a1c0898a9299102866ec8b54e4af7df2,N
8dbeea891d67a705b47b90e8f1bf1f5c,N
5c9014bb19dfe5bf61e8d05953ce9383,N
7283efcdb16da08012d46b8c0fa8c50e,N
787bc89da3a729ceb02369f9c7141b2f,N
1677cc13e5e34c567f3fff04ca32c1e6,N
09c2ab756784b53d3f5528be00dc6794,N
977ba857271c0dea6975117886f0559d,N
52f6059c42bcf7bf4bf36b844d3efc3e,N
aa0009974c81ef499b72e72175fedcec,N
1db3b138b92fa1765f7abd8215a831c1,N
5d71cce6b854d2e8b9bf0cb525bed1ab,N
84cd8234e335587049a1ae25b0eaf029,N
0bbb6a762804bf7b034ac0411ac71805,N
0839bf6932b2bea2cfa945ce9c8e4a65,N
899ce63e61870a9e0a42abf388c7cacf,N
4dbff467df471b00d3f8f3e2f9240a40,N
97afff0f3ddb1cc62f54db6dbaaef22a,N
fd60016250def2e0508e2ee6a5a003d6,N
2bca1d5e8fa7e9a7b206f46a99607a21,N
f0159a9eae2e75269e5dd29e854b594e,N
151d31a3409f05c3e27bd1d2257f3ee0,N
9cf459a017a1546fd01e7fa7901ea419,N
d1054e76d1cba1579abaceed45823495,N
e173cd11e485e23c740acd7c0f22c3af,N
69f7be856229aafb42a169e247230376,N
1e86e3f3095e5e90abb973ca22763627,N
b71f9a4f71b7e4c4c263b23078f12869,N
cd8f164165172da8b773e27f45e1660b,N
7abf93189a2bf08a9cb1798016195a15,N
a8df0f38da5d3d471730e72efddda0b6,N
2cc02ec3362d61742fb243f9b4303135,N
6c7745c88fdc4d2b068137aaf1594d73,N
f4e6d3a750e6f94d7d12f97ca31e1bf7,N
7bb0a0c34d70e898d9fdfa5eba9e1ac7,N
a83b01ce5c0347a725c868fa8e64fd1b,N
5cb6c6c5c1b4cefe4e18c001da8f7390,N
61c3d0c619f2c164911ab101dd7e71a6,N
c9dae2fea39105e265f696cbd5f0a68b,N
c7df43f98eaad9ce52f86ebfecc28dca,N
91ebc98959c9207cbbaa938ae9bf2265,N
f225013d77aac7ec76e0f0836934659a,N
b980f900bbef5947f8e05b0526abc47e,N
076f90959082491b550b7fadd13180eb,N
6af0b3845964c225a319927b0d6167f0,N
34ffbfb8cbeb69edcf2f11de7fc93a20,N
91e28b3747acecd280269431d55fc7b3,N
8c559df49d906cbb9b3e13e22e3a0e59,N
a3d3f2e1bf030fe3eaff2667c3dfa163,N
89cc43ba2cf024cd5427426dcea57dc4,N
c55f5096282dde9fb7e0115993ec0c28,N
ce478f46ad2e8b254fe558e0d875a7ec,N
ac369866e93f628d11f74a6c097c98f1,N
fc603e2289c879dee323762dc6d9f3d2,N
6f15d8d6a4a19a7a75233d9abfeffb2c,N
69cc86da47b491555bbb1fb21f1bf1d6,N
4a10e22351dab07e51de7ee1fb35f3a8,N
2d23bb1bc7e34c1d4bd244517cfbdb06,N
1dcaef31d4a17d40d1b698c2e61f0ed8,N
5804664ea6ce135cab347b1f29ea8e11,N
ce6a86e1a70162d30515257befd30cec,N
0ba30be5e9de05b58e70a616f3249475,N
7b3c0778caf4ce82e15c930a964a0ddf,N
a9e9511ac24c588d642dfe204d85f65f,N
290d931a7e3df24beeb76a93f5d6cdcb,N
d4ee5059e4c3154922a6864a28b47543,N
7213fa0f906e73198463d8ae28cbf9f8,N
6d8bc8dc264272cd979c62bac49c7c70,N
e6aade3d4c646f42575d61c5c8e69772,N
9e13ffb7c2d6f9a9caf7c085254b1812,N
4439279f9c4a5c498765b4da9958df88,N
0220efb868d6468bda87d37258f3304e,N
e77afdc5087b496290a392f15cb7f976,N
070bf3945ae96799ffc50f4af1489d2b,N
f12452cf89e53048032483b4d594ad93,N
0ab579102e5e5e4f07371759a108a64a,N
5298cd98a21297d4b1062d99df7753d0,N
8947f3c0a49440198a47f9c66cfc96d2,N
53fd020e1a00b58bd4e8be920715caa5,N
dff5f12a56787dbeceded1940eacda8d,N
294886c8b06cb96e51418810c448cb21,N
623f7ecce8ad3f7786e5da5d463cef92,N
895edb56ea8a96cb4f39d54cf654dc15,N
26222c4b0b00d31cdf2a42f92388b0ef,N
b82f884a3a4401b8d62d09d1f426cf71,N
4cf5e4715f5d951b40f35acb65c98c78,N
bb676e53955cfd7df33364795110cc49,N
c9eccfdbe6bef50b52cbadb31a2e32ca,N
93f0f6e4ae65ccc17759ce2101239a76,N
ed897fd1a7e3032ced514737a561defa,N
fa10230c844f3cf868e06f4db4d0a8ab,N
7459fbeb103aecc989a0f643b6582c82,N
09862f346a7eaada9a45e1dfa61074e4,N
2d65bffe6f400525882bf3ed4c10b9aa,N
cb99e6c6411eb06ba2c7ed1fb9600e38,N
bd32ae22c8ced030f8f59a65c94a33ea,N
5784a3879157d13a63fc328ab3f2ff6c,N
193ff5c1a0999c924bee538f97e6d53b,N
a7ac57cba24048fbe9cb2b3d841415eb,N
c12cd15f145bc432ac751d514927209f,N
410850e14828bdeb980d257adcd2d9ca,N
8e470c1021fc17f19b642816d32c4aaf,N
9bee708cfabfa30c5479dce0ef59dc07,N
30244d12b27f5c8b8ec6c672d65a3a89,N
72eb1c210028caf54da0580cbf6f7aeb,N
f59cd2668afdc4837d4fb1363985b757,N
eba123c9d3889eb52e68985c917a3d2f,A-
e223c408776f670a1cae31b8af6144c1,A-
5ce26026ee0a4672d46252cc1e34d7a6,N
353e3c1cd026b1d088aab5290cace2ba,N
f779a6fcf52271f725ffcc33a03b31c1,N
5b558fd5ea5de1f68e62773b151e3a45,N
3e84b173cc98a512c1dfb6fbd80358b5,N
0784c0d9c86ef02db5bb79daf5bec388,N
43f55bdc65ca6241cb704750d968b9c3,N
ec355a2702e148ba9b80ef536ea768e2,N
aa889dafb14c2588ce1e8f163e1a9769,N
f21116a7d7d64ef7b2a02c43419e4e1f,N
67c3fa9b53cb48d1d92f6ad2d4ee24fe,N
8374079b84cf212f643db3d16b72de43,N
e163a75ce4c66fa1a8e979d338fc1c08,N+
0abdcdb65c2e964004b24ac9ef231f89,N
051a728cc2c11627edfd63698c745a9b,N
ea829f8585034f814891c9e2fc447bcf,N
422b3e3e3ccd5652cc3766760fdaf809,N
465fc1369315fc75049832e6ce2b2e62,N
06c125384b1f71448527a06c7fec9f41,N
29fc4d80a24cdfcf3509bbbe3ecd389e,N
3a077840ca8a761a3d1b8246fefd0c8d,N
c950814f9024cdb3b6683643ccac812d,N
d5a7d8915a14f72feab1b983be75a6ac,N
fab47c12bf460e8d1109f6547ebd5cab,N
cea51f1760245fc97683baffde7b497a,N
481f43e1750af3cd8aed7bbce57ca39c,N
3d3499ce99be65d02f33bfdbe2b74b86,N
1d0031a02dd7d311b7e97e9b192bd708,N
7948f59ec75a56b24d96704af504bc4b,N
54011a3fff78a8fe66cfc79d5c687e39,N
