entname,unpaidsocialins_so110,unpaidsocialins_so210,unpaidsocialins_so310,unpaidsocialins_so410,unpaidsocialins_so510,updatetime
6f39205a63f0d492cb54d2e6eb19a37a,0.0,0.0,0.0,0.0,0.0,1490770000000.0
a735801f4d8d88703994ecde771b9d4a,0.0,0.0,0.0,0.0,0.0,1495590000000.0
1f9946a6200a8955710b3cd64b977019,0.0,0.0,0.0,0.0,0.0,1488680000000.0
c789401c1453ef0b3d04acb76bc5fba8,0.0,0.0,0.0,0.0,0.0,1487910000000.0
ea84ae7fe11ed9ca9599bde6f5dd2fa4,0.0,0.0,0.0,0.0,0.0,1498190000000.0
6d7db6dd1aa8f9044395b38f17d8fc44,0.0,0.0,0.0,0.0,0.0,1487840000000.0
9b928f4d1145e861e60e8a848f42a4fa,0.0,0.0,0.0,0.0,0.0,1493280000000.0
52e4b95ef8b6a10fd586b89e902bb214,0.0,0.0,0.0,0.0,0.0,1495010000000.0
6739c29bb087f02c13995ffa29267398,0.0,0.0,0.0,0.0,0.0,1487300000000.0
fefa125c6756a98593bc1c47ffa7d5c7,0.0,0.0,0.0,0.0,0.0,1490240000000.0
defca299c6cbd800b8d52c2595d85a05,0.0,0.0,0.0,0.0,0.0,1490590000000.0
4336f779033a956cb7fed318a402744a,0.0,0.0,0.0,0.0,0.0,1495070000000.0
8647390baa3e37c3266ec3cec41394ba,0.0,0.0,0.0,0.0,0.0,1496890000000.0
f00554dc20899bdb2a3d62829edd180f,0.0,0.0,0.0,0.0,0.0,1496220000000.0
7696bd4b26e7b9ec1fb2cf3cb63accc0,0.0,0.0,0.0,0.0,0.0,1498010000000.0
1045b062d506ce1aab683bf5a09ccb62,0.0,0.0,0.0,0.0,0.0,1498790000000.0
9d1e85cf8f908f95380d54f17e3a8921,0.0,0.0,0.0,0.0,0.0,1489240000000.0
285c2a8bef419fe1694178c51d450dc2,0.0,0.0,0.0,0.0,0.0,1513430000000.0
5a21c46628737fe6764cbb9d9b02059a,0.0,0.0,0.0,0.0,0.0,1493370000000.0
4727f6c1251bd0ee0b2f388348943b2e,0.0,0.0,0.0,0.0,0.0,1495080000000.0
aff318b2b5ad7908f44de3715f70406a,0.0,0.0,0.0,0.0,0.0,1495530000000.0
5c53a46357dcaeedda3fc08dc4b8ee55,0.0,0.0,0.0,0.0,0.0,1494030000000.0
97c185b2ca245ee4f065c664a0ac1af3,0.0,0.0,0.0,0.0,0.0,1494920000000.0
33e09f7d42dcb3fd5f33e8b5a97d80fe,0.0,0.0,0.0,0.0,0.0,1498620000000.0
dc8fe358ad12b5a7af9859490126d7fa,0.0,0.0,0.0,0.0,0.0,1498030000000.0
6f84f1e53068a66b1814969553c698aa,0.0,0.0,0.0,0.0,0.0,1494400000000.0
9b9e4d51151f88630a521e8a9e14ea17,0.0,0.0,0.0,0.0,0.0,1498820000000.0
31af18bccb7624b6b87afdabb7c2cf94,0.0,0.0,0.0,0.0,0.0,1497500000000.0
2c4fb22a8679f54e06e5bbc6a0ef9e72,0.0,0.0,0.0,0.0,0.0,1493860000000.0
a6b68bc5b48dc28f7e099253023a59ec,0.0,0.0,0.0,0.0,0.0,1497590000000.0
53d131fd8f5f8e6e0dd9b54e8d8e303f,0.0,0.0,0.0,0.0,0.0,1495100000000.0
1df99c14b15424e03d4dbe3a09a4496d,0.0,0.0,0.0,0.0,0.0,1498100000000.0
0660790fee6b71bab77f1bd45757cac6,0.0,0.0,0.0,0.0,0.0,1495600000000.0
66421b8d2ace24a8d840186fe021eb00,0.0,0.0,0.0,0.0,0.0,1498720000000.0
92d9721089fb693b079990f7c10b20e7,0.0,0.0,0.0,0.0,0.0,1497940000000.0
e5a05f894c24ab331f7f252eec71237f,0.0,0.0,0.0,0.0,0.0,1496920000000.0
c2bc68d62c94853a4fa125a171459097,0.0,0.0,0.0,0.0,0.0,1492480000000.0
d20abac9ceeb556aa192e2623e30c677,0.0,0.0,0.0,0.0,0.0,1490230000000.0
676641c78b281c580bcad8133e633825,0.0,0.0,0.0,0.0,0.0,1490150000000.0
d2de34d310e1be9f26eee79da4a2e924,0.0,0.0,0.0,0.0,0.0,1498700000000.0
28862d5240243d2fd43681aaf155199c,0.0,0.0,0.0,0.0,0.0,1495180000000.0
07a6a38aed255fe15886092642a649f2,0.0,0.0,0.0,0.0,0.0,1492930000000.0
0806022b449a9b87ea5b95081e4d2c50,0.0,0.0,0.0,0.0,0.0,1496380000000.0
fc807eb357dc6189401740e2d59c2f17,0.0,0.0,0.0,0.0,0.0,1497930000000.0
e7c874d8ad674d4493cba1d2edd8a5f5,0.0,0.0,0.0,0.0,0.0,1497920000000.0
b40d97e17e123759efb5a2ae917ad11d,0.0,0.0,0.0,0.0,0.0,1488340000000.0
0cd3c8934b594740713f58fd5c1e28bf,0.0,0.0,0.0,0.0,0.0,1493280000000.0
068ea7a75e998d507d1f424c1318ced7,0.0,0.0,0.0,0.0,0.0,1498460000000.0
356be2563d463b824326d92df790d597,0.0,0.0,0.0,0.0,0.0,1490350000000.0
df08a3b46fdb0ffcf5cff38df22ee4df,0.0,0.0,0.0,0.0,0.0,1493010000000.0
cf0de82294b1f3caeb0e71e001536d62,0.0,0.0,0.0,0.0,0.0,1490250000000.0
490c80bfd57bc46e0e7654d0e29a903b,0.0,0.0,0.0,0.0,0.0,1496990000000.0
20c6be2b11450cad149e885b213e089e,0.0,0.0,0.0,0.0,0.0,1494840000000.0
2b48e244abc0a479922df64141381e70,0.0,0.0,0.0,0.0,0.0,1497420000000.0
42a4b2a60331b5c9b8cb273e0252dd8c,0.0,0.0,0.0,0.0,0.0,1496980000000.0
474796f6dbcb05b84eb78de1e6bfbfac,0.0,0.0,0.0,0.0,0.0,1494570000000.0
247cfe4659723a56e10d24ab6ac1f001,0.0,0.0,0.0,0.0,0.0,1490330000000.0
2bb986a3269ec1702aa5024e84fbd70e,0.0,0.0,0.0,0.0,0.0,1496810000000.0
9f465edbaeeeb53b780e8cdc44dc84f3,0.0,0.0,0.0,0.0,0.0,1496920000000.0
5b75c04f50efb6e42c732b65b2764d7f,0.0,0.0,0.0,0.0,0.0,1495610000000.0
05da27ff4ed71f4fb0bf79bad4aa5216,0.0,0.0,0.0,0.0,0.0,1494570000000.0
a1bfdb5cda8373b8abbd878329762aa9,0.0,0.0,0.0,0.0,0.0,1498460000000.0
03e5bd8a8d3fbd53a7547756478e71e9,0.0,0.0,0.0,0.0,0.0,1496890000000.0
ca756d4b833bf642d736c88ad9a26a2a,0.0,0.0,0.0,0.0,0.0,1496650000000.0
3d5c5c9515682e2a94fac7f6dfc2dfc0,0.0,0.0,0.0,0.0,0.0,1495080000000.0
85bc66835d6f4db02bb1802313a2051b,0.0,0.0,0.0,0.0,0.0,1490580000000.0
7071458df4aee43c211f1a3c8d592876,0.0,0.0,0.0,0.0,0.0,1497590000000.0
2940fb909f1f4638bf5de6c52a9e1dd8,0.0,0.0,0.0,0.0,0.0,1496980000000.0
6f72986eedc7a472c41aadce2c9816a3,0.0,0.0,0.0,0.0,0.0,1495950000000.0
85c78521873de5cdcf2a3b8681b9f6ee,0.0,0.0,0.0,0.0,0.0,1494500000000.0
ec9c0e7b7cc9803f4d81f84862be6486,0.0,0.0,0.0,0.0,0.0,1498210000000.0
98903d0af6aa9fef7d188b1f5cb735f7,0.0,0.0,0.0,0.0,0.0,1496640000000.0
89a86c53de53ed09b5106bba44b6a2c7,0.0,0.0,0.0,0.0,0.0,1497680000000.0
4bf507b10ad32114f640de21d03e1ce8,0.0,0.0,0.0,0.0,0.0,1495030000000.0
c0725fe134c1b947962ef1b58d04c0be,0.0,0.0,0.0,0.0,0.0,1497330000000.0
da355113ae38527b8c87756bcab81bf3,0.0,0.0,0.0,0.0,0.0,1491290000000.0
e81f0ae98be76c04309296d21094574f,0.0,0.0,0.0,0.0,0.0,1494920000000.0
bb8f4427105638c95bb2e1c40d97a05d,0.0,0.0,0.0,0.0,0.0,1498450000000.0
4aff8719a668e207169ed7b25f6ff6ef,0.0,0.0,0.0,0.0,0.0,1498790000000.0
8ee9cc86f55eead17527a79c51fc63af,0.0,0.0,0.0,0.0,0.0,1487910000000.0
5656f8f1d127c1377b83ab2304e6ee95,0.0,0.0,0.0,0.0,0.0,1490240000000.0
da282d65a9982bb7a3aa11e6f17c52c0,0.0,0.0,0.0,0.0,0.0,1496990000000.0
53d0c1f1bc57634a673bcabc7a65fc6d,0.0,0.0,0.0,0.0,0.0,1497060000000.0
4b2a971bbd99738e0df022cc4fc44715,0.0,0.0,0.0,0.0,0.0,1497330000000.0
f4b7dcfe3153c3533b6c5226d4a89ada,0.0,0.0,0.0,0.0,0.0,1490340000000.0
a448293d4715757ff1dbde23983d3be9,0.0,0.0,0.0,0.0,0.0,1490690000000.0
a7a1b9bef0bc940cb159057b333d7769,0.0,0.0,0.0,0.0,0.0,1496820000000.0
7dda54c34b5f8c1cad21589df78177db,0.0,0.0,0.0,0.0,0.0,1498350000000.0
affae4ff8118583c4aea256067fc1d77,0.0,0.0,0.0,0.0,0.0,1487920000000.0
4641a45d43ce1e2951c43c00b8f84d60,0.0,0.0,0.0,0.0,0.0,1494840000000.0
2e28ce538f360cd6c5e8f2dfe8367333,0.0,0.0,0.0,0.0,0.0,1491890000000.0
35e5e6061a3cae155ca7795d7bd27ef3,0.0,0.0,0.0,0.0,0.0,1495430000000.0
12873e72a28f13849f078c59a3d112d8,0.0,0.0,0.0,0.0,0.0,1498630000000.0
abe94806dcb1328e1530260e2bb71e88,0.0,0.0,0.0,0.0,0.0,1497330000000.0
8acbd393085ea6c00ffcc7e658920db8,0.0,0.0,0.0,0.0,0.0,1494320000000.0
ea3b477d174c1cd149e5d1a5c13071f2,0.0,0.0,0.0,0.0,0.0,1495620000000.0
04fd13cb38674fe9b7debebcc5ddac82,0.0,0.0,0.0,0.0,0.0,1490150000000.0
a1b82dbdedaa2a1704586b1446d21c97,0.0,0.0,0.0,0.0,0.0,1495680000000.0
127a29d9862c4cb473326547cea33747,0.0,0.0,0.0,0.0,0.0,1493880000000.0
01f3f0f384acdfc1c60c5c5f8d70772e,0.0,0.0,0.0,0.0,0.0,1492500000000.0
05a599a736821a837b191a69965a2475,0.0,0.0,0.0,0.0,0.0,1498010000000.0
3172bf8b042399f7ca15de624f4ddc2d,0.0,0.0,0.0,0.0,0.0,1498010000000.0
46055b2cbb7e426f176cb94496b0d26c,0.0,0.0,0.0,0.0,0.0,1490400000000.0
62958ad93bd7e3c4f9fa2a5e7fb2d1a5,0.0,0.0,0.0,0.0,0.0,1489370000000.0
cccc2cf3ebbde1f3c1f1a310cffd111f,0.0,0.0,0.0,0.0,0.0,1498810000000.0
d91f5a668e1da17db6a758d573be3913,0.0,0.0,0.0,0.0,0.0,1495010000000.0
b55dfc8aec93099776cbedab67e9d7b9,0.0,0.0,0.0,0.0,0.0,1493200000000.0
8593c146cdc6725bb9534fb200c61508,0.0,0.0,0.0,0.0,0.0,1496220000000.0
a8a1c0fd0ef1bab3ea62b765169a92b9,0.0,0.0,0.0,0.0,0.0,1498810000000.0
5a404fcb6f6983969c8fb81bad139181,0.0,0.0,0.0,0.0,0.0,1494680000000.0
ab6b0a6c5ee07afdc4ed43284c0c7d2c,0.0,0.0,0.0,0.0,0.0,1495590000000.0
a124529421be61fa54c9bde1be888eca,0.0,0.0,0.0,0.0,0.0,1489830000000.0
41cea68e0104781f8cfad5f45de7f43b,0.0,0.0,0.0,0.0,0.0,1491900000000.0
4aab8e774a534f1c3e4dbcf378546cb3,0.0,0.0,0.0,0.0,0.0,1493110000000.0
9973bc2bca9f9b2c6e6443589321edff,0.0,0.0,0.0,0.0,0.0,1490680000000.0
27fba4ad32a35b8e3ea4f90e9d37573e,0.0,0.0,0.0,0.0,0.0,1487060000000.0
88de7b1bdd1359bf2b93cc2f5989b24d,0.0,0.0,0.0,0.0,0.0,1491380000000.0
2c223b337ad898651e1b0ac7f37530d1,0.0,0.0,0.0,0.0,0.0,1497850000000.0
8b137d5318a0266d4b1b059dd21f236e,0.0,0.0,0.0,0.0,0.0,1494470000000.0
198bfac4d7f05f6e9eb2f022b171e671,0.0,0.0,0.0,0.0,0.0,1489390000000.0
190fd8c42b5d4152121e375f31411987,0.0,0.0,0.0,0.0,0.0,1492490000000.0
876ec6b12c90376371ed563be61bb452,0.0,0.0,0.0,0.0,0.0,1490320000000.0
d9040de78af6c1b6b7fb2c8cc78aeda9,0.0,0.0,0.0,0.0,0.0,1497260000000.0
b5aab55d21c8a993d5810b30cd797bf2,0.0,0.0,0.0,0.0,0.0,1489110000000.0
f37bc3b1e4bba12387f0feb42d67b9b5,0.0,0.0,0.0,0.0,0.0,1498190000000.0
54fe00788d5e24942675ab44f03b601e,0.0,0.0,0.0,0.0,0.0,1492940000000.0
86710524f487875f730d3eb9b90a97c9,0.0,0.0,0.0,0.0,0.0,1497430000000.0
ebe892fc46d73a431914a592ca3fa540,0.0,0.0,0.0,0.0,0.0,1498460000000.0
a183e3097d333a9d0aec23daca6af4f9,0.0,0.0,0.0,0.0,0.0,1492150000000.0
f604f0d330aa35a77fe7b007c214b6af,0.0,0.0,0.0,0.0,0.0,1495700000000.0
09b4c56f1a9377921d23280a575f9a5f,0.0,0.0,0.0,0.0,0.0,1498700000000.0
7af3c3f1f263e2ab70010ec017a5eff1,0.0,0.0,0.0,0.0,0.0,1493020000000.0
08143ca16648f63e4c43e657d294e203,0.0,0.0,0.0,0.0,0.0,1495610000000.0
b64a458fcde0e12e8e5b50ea071ca1e3,0.0,0.0,0.0,0.0,0.0,1498790000000.0
849f965dacf1f3ddd2c254dac6161830,0.0,0.0,0.0,0.0,0.0,1496710000000.0
d9042527c75f8674e1ec8c5877311f32,0.0,0.0,0.0,0.0,0.0,1497920000000.0
6f4b2a8adfc71b7c367a0ab68e0200a6,0.0,0.0,0.0,0.0,0.0,1497840000000.0
b44ec55aea1dbdeea3ff13b44d7a909d,0.0,0.0,0.0,0.0,0.0,1495610000000.0
d8bee6db974fe00b0a35976170fdc4da,0.0,0.0,0.0,0.0,0.0,1492590000000.0
13f3df21581fa1ad1ecb289a3912c410,0.0,0.0,0.0,0.0,0.0,1497940000000.0
4dd3c7fc266da018b82498e7c260088c,0.0,0.0,0.0,0.0,0.0,1498480000000.0
a0de22c0902bb5bb62a979830b06c1ee,0.0,0.0,0.0,0.0,0.0,1495690000000.0
45a198993605d712bcf7f96cc5ecd0b5,0.0,0.0,0.0,0.0,0.0,1492670000000.0
f24800c94227bd92af7aaa326f5f65a7,0.0,0.0,0.0,0.0,0.0,1488950000000.0
74705925c02de12561db0f7d0eeb219a,0.0,0.0,0.0,0.0,0.0,1496230000000.0
c27cfd7eba4b5da9608229b719952a79,0.0,0.0,0.0,0.0,0.0,1494130000000.0
b44c356a2e381f50d859b2b484dc3b19,0.0,0.0,0.0,0.0,0.0,1491900000000.0
157bc5d17a80999d3e87b54626f5c816,0.0,0.0,0.0,0.0,0.0,1494990000000.0
c2e4cb1a2eebf78777b788f291a4edbf,0.0,0.0,0.0,0.0,0.0,1497600000000.0
6f0929e6b06141b4c67b14fe324850f6,0.0,0.0,0.0,0.0,0.0,1495070000000.0
9b95cd898d95c067b8027743e2ed28b3,0.0,0.0,0.0,0.0,0.0,1487820000000.0
2f8877912048d600ff0a6575a930bc9b,0.0,0.0,0.0,0.0,0.0,1495090000000.0
05064c9e62d83113c5ed3b1c94ffb80c,0.0,0.0,0.0,0.0,0.0,1494040000000.0
1b451bbb165018848d49e700b9484ce8,0.0,0.0,0.0,0.0,0.0,1497840000000.0
3429f87d63192b41ec29bc3a1dd9f5c6,0.0,0.0,0.0,0.0,0.0,1492410000000.0
5087e4e8099bf62e22b1aef5f1e157f8,0.0,0.0,0.0,0.0,0.0,1498100000000.0
119941ee14c5d31605d656f91178c28e,0.0,0.0,0.0,0.0,0.0,1492570000000.0
8f94d275b26cafba4c400a2e07d08f68,0.0,0.0,0.0,0.0,0.0,1497520000000.0
be06a68c8bf34ac080ae8bdb4c9aaf9f,0.0,0.0,0.0,0.0,0.0,1495440000000.0
df35219390c9cb29ff3c422c4f80cd1f,0.0,0.0,0.0,0.0,0.0,1490410000000.0
2f419fb73507f04cef0b0ef6d7e6c199,0.0,0.0,0.0,0.0,0.0,1496220000000.0
8abcee1e39532d1790ba232a303a77b4,0.0,0.0,0.0,0.0,0.0,1493370000000.0
e6d21197ee79af92aabe7df6971a87c1,0.0,0.0,0.0,0.0,0.0,1497690000000.0
