entname,shopnum
464ff1734411cbcc496b7aee30829a06,1
a1512a182348500262e5f4390e01ba5c,1
e35346f7be76f6cc7e30739679126895,2
cee6fc9000307c7ff7ecd6c7038eb821,1
88d7f9e47af1564a77a353c6a8495fe1,1
e1b106c2fdc29f683b965d24b5778200,1
e32819b2d524e5646e94e78e6bd819c2,2
835b429cb4adb080a40cf13f0c482379,1
2c85cfac8419f96e3569dbf8ccb169ed,1
79eb512d57360653984a503014ebf6c9,1
6f2aa03ef5a73f9457f75a51ca00f56a,1
f74ad56064d1898860103c87d1e12646,1
7bc948de32ffd34d0ff8593dce61e8c9,1
ef0459a1493d5817d9d39757f9aa83ea,1
17c760dfa81ffe53d017202676332dda,3
951db0ad09afddd98c78873e0f437aa9,1
70fb59b0a6ba7ebf7b4f50a49f565acf,1
919f8a9c080a5766500be79e053f67ce,1
92ee861da540bd4f4babd6b90089b0d5,1
54543a938b870c4f3b230a2cceed66ea,1
46a9c6a4a3838d231dfaf1bf3655f298,1
e1fef67f3d9f91321a6c6dd644ef7a89,1
b012b3554cf0e27d78e9cc86e719f611,2
ed507588bdaa38e78941b627bab90f31,1
d982c445d000d3c57844f9f2cf533a43,1
b4a65d876020256f9748e2a2b6047f70,1
31425a705e2e418d424dc1cdb3aed998,1
bc17dbaafc61440ad24f2454e506fce7,1
b67db45703106953188797f4bc7eabb3,2
803507a3d5c5624bace8d925c88906c5,1
9a8d38a3100c830edcae6193f5671845,1
92d6f99d1b4361133a9e507963f061dc,1
19d5a5b591b5e029827d38b5bbc2292e,1
932f46f01d2d6f29adddedc2cf43b45a,1
eec2e0e951c6b4490f28fd2431f4352d,1
b9ad404c10b6222e6aed18249378bfa1,3
7ea7f2c14ba49ad8d865d34b807dc73e,3
bf3fc98fb63cf562ea40cfdf07c4e6e4,1
65934fc6ededa745e12a3693e9070665,2
cdacd2d38020d4759ccac30a7fafc22b,1
94817b22222304a96ab32ba29d765858,1
0be27121dc028b8f9553e3def1c09be4,1
1e87af7e9291e1d8ccfb98de59b1bcf8,1
bb2db7b794cddc9110fa6c5a8f3958a0,1
e8f841a80df681e786b1b78ffe884bdd,1
c18c2b48ca464aa718a8a442160e649c,2
f6683fad0738c5df8b539146fc27a2c2,7
191f3fed4e134bdcab738fd84479e91d,1
66eed25f6beae8074a47f00e6cefa180,1
7e50cfe71ac756ea2bb9d702494632a9,1
e8ce754e2e7ed338d523ee486a42d362,1
a095dbdc194f868af74b4a8e0a19a8cc,1
9eeb33180c7101eb31dc0cfb3435ded9,1
45d9ee8374412be7c590e56d445d5c00,1
6ff03adc397f47b06c8ac8133f4843b2,1
71d270ad71465cb6f1a197d683fc9423,1
5aba2341fbd1802ac92f3597746b6015,1
90841b1fa08e563578ec479a66ad2ee3,1
513693f37136a93a3315ea07b98d155d,1
4b92be81a6fd175668fbfed29ae97726,1
a8893054c9ce93b255074c903404f5cf,1
ad8141b631f3620056e1f9597328e84c,1
e39e0ffa61b0d33cc6408d26e9200af1,1
7f9b18c5a558ffee24ef4ac8014a4cc9,1
0da4dcbabfc81bf3011466e70f4ba522,3
e42f58677b7087f0d9a16047368bd67b,2
eb58bcad2ae16736bb615db664a4bfef,1
300e8966101d66f386e21e5cde440b55,1
21236dc70dfec55734c6f41b8f69c486,1
87ef4c976aa6f910b56bb385d9f9481a,1
7de31d4d96ae582d0f76d31067d1d2ee,2
40b6986bd2d61e465121333c9a73183b,1
f5838cbc8dd3f9a11eeea4d3f62492f5,1
080ecedb36958de45d905dc990ecda27,1
84de1fdae167a1a57d8a505a75ddc083,1
848e5c3a3be788dd1fd3d6ad99a989a9,2
923cf9ac89b469a3fc746e6947bbd385,1
07493293abc4b8d6b4b7ddf430b882d7,1
c0e3768ffa60132bb742b5ea73b75ca4,1
0d7439cf2da879ac7743ac1884d86736,4
b34ecec0119c09e9b6e0d8c650bfbd00,1
89386dbb0f58bf79910c9c47da4398e6,2
d51a4a1abe46839581297f7b2240ba76,1
fae50e14ce5be910906a100e999568c4,1
936b2d21d9a1e068f783718e050abab3,1
13f91b8f03ae53d28f48379f121f36b7,1
9537e3e35f2b14678ca3ae99c5b99e42,2
7fab6ce845ad0300666133647da2e06d,2
d780f5243b814ef615b72c041a98d995,1
c80c9e5a1836bbe292a7eb282689706a,1
c6b62cdde7f4a592b8351ca0e00d9bbf,1
b87d079b9fab42b001233693b7a4de51,1
1b0fa9ea6b16452a20c970f605372b3f,1
2c798b57dff3a8bfcdb1df26507b33fe,1
3c538b73280987ac8845c4e626490149,1
7c31a233a3a66009b5b324df4084c170,1
b176720676808ac4f954a932512e4608,1
b8e550d0d4cd6096151e9796849939ee,1
2615c6b141de2152c14c34c9c051123e,1
3cc514f3d10246a9e0b9bbcffbfca264,1
c4c45b62abb496292047f761d73a2227,1
d01e57e668a31d15bb8c051ef5a74ed9,3
f9c89fe331353178270552dab2fa6f7e,1
c03676ffbfb582dc631b0baf06da06f2,2
6169cf8589c996fdee4088c8c31ecdcf,1
59a40e324348eee04489cab10b3d46b5,2
19030293ce62e4a5fac959ecb1d859c8,1
e9a4ce928fe8e41f7b7cea286d6eaba1,1
71896d20eb239e39b2ba384ffa125bcf,1
0660e762d77e95e10ccbcc63787d0773,1
f3d36744b8e9053475892b95d9f42dd0,1
cdf11658583dbeeab03a583704f31f14,1
0aa869443bfccd063c1d9eeb53ea90c7,1
caf9dcb7e6c4091919d424533a7c77b9,1
73dd6ce2b2ca0df5c66e57df3828e56a,1
4cca907e08441c706a6ca17f93d8add3,1
e67b642053c3fe84768484b5d242e9af,1
5b85e198d2a9b3f7f1afab3b81c865c1,1
7182331c2abd5f23ced11d219b66900d,4
35caa6a2a4e5f2798a44951a93922fcb,1
ab63c5788f23be12aa71e6277589fb8f,1
39fb1460b6cd99b74ed6fdd8d3f51342,1
719c0d707569a57227f4149d4916f0b8,1
508a1b09b114cbe366bd5a378b17cba1,1
8f6a6438eb1657ee4a3dd5592f189515,1
54ea2fb519b8cd70a83277cf0303e684,1
e5067f6856891c5b48612bf8310e1a5c,1
4a4148c1aa1c75418c4597a7011a414d,4
13ef99651b65f89363c9795db7851d45,1
fa20c3e7c62443ea9ede0cf2d5b9a746,2
3ee89e2b18ad610dc6db181591bc79cb,1
29fd4d16c94b2c8e522d331a54b1c48e,1
fc663a6b2ffa3270a0213eb3ad8ccaa4,3
d0a5a864498bdfbe43e1137eadd41f57,2
2128f2b955482a0d74b4ad297c5e4ea2,1
6d7796838a2ae505bead7286a8b3d6ac,2
e2e7c21ffef58994aabb69868c99e1e4,1
249d37dabd7ffbef15b514538cf4da1e,4
fbef0c0f98fc108ef2b10801cac8f8d0,1
2909a8020bf48ae138ed02a55c2f4114,1
33e78da0e2c05027eab3f13a56a4fdde,1
70a42e615f295035190355737af86751,1
75deb7e5a0717cfdc23a2f3078b58acc,2
e4378135f5b8b1c54a5f125a20c2b5f7,3
d5a16535b0a5d1c19f18318d44f1b4ea,1
e944167c6533dc03568f5cd439264fac,2
e3bc2a1f7148af945ffae5a523ccb31b,1
79284c2f8564539a2502dee825104a19,2
41754c62f56ba7d93d729e9ed69c809c,3
4dcf6956829e45d1d6c8d81e636fe741,2
14d05845135dd7806e055c483979ea59,1
4b29f8ee33958a0c2d9c35c7ff08bfb0,1
fc01b3ce337e77bf34e12eb4a980a55f,1
d9028d62bcb275564a41d2ed89fc17c9,1
d49fc2e5a0d1d07ab91abbf81631a8ce,1
e8bb1f00f18a3fded243fd83330392db,2
97c420ebf83368d798a8a75a35da6b8a,1
560ed54add70763a46d497767b01e620,2
22abaf3dbec7907eb7611f6a94721323,2
3352060130be67cc5399cf1de95b67a8,1
fb3a615a4422b7a2c908078d6dfa3c0a,1
a9147ca8cc2cb55b90139aa501f93fd4,1
90bc6e514c1e517acc7524793f98f96b,4
51e7c78c146e2dc394a569649e4ab44b,1
6910dda6de9f9046337dca7332f78bc6,1
f51d4827fce0594260d41ab670ef8594,1
94f2a624c8047385bd1a7d18460bd229,1
5e4ca28938f6d43e14e35e21321201d6,1
3fc9596d5f96c1261ceb6db5f4796e75,1
715fdceebe470979f3162fa3481c0614,1
b92e95ff23980169bda60c47f682f834,1
09d919862218a496243296e841314d5e,1
3bbf75040f93f1645e1966e689b1ef7f,2
ced50bbd48df0de77c24d833fa7b49a7,1
c153458ad38b543ab006f9f1fc1c500a,3
3b51e9fdf225b3e8235a7744f0d64b7c,1
b6cd3fc5193ad4b78eefe690ad5e9c2f,1
e767c8159aec664ba321a67ee660c601,1
c12da847a1720d0a44b5080fc0c6dd3b,1
d4bba209107d16104d25212b8735f8b7,1
4e857aa90eaabffbf2b83bc23f573205,2
6e3a57f12df39e86201137a9f2a47c7d,1
0afd34e872a0a404e634a925ad7748d9,1
7db1f8d4245c64c2e99f5625c8c8c95e,1
b132ef1f49597bfaad9b4093af11edb6,2
ffb5d93fc505bc3583ca4cfb1744b1b1,2
4d90b93774a360b34c5ff0de32e83857,1
e9828f9bed439ef135c1cbf8deac46e5,1
e7fd330b087c952a3c24a505fbd7f489,1
4a38138748038a7ccc9fd6d618252840,1
470593b49d79102cea3e8604f5551685,3
9fa49161bcae82d9e69cc17f9e373a9a,1
9510836a270c15246afb4281a151c3ff,1
851ac7704fc2db43a5d2fad8bf993c98,1
8a09f008e0386b485e48fada83fa6e35,1
406ea71b6a53c834174fb3d697275332,1
bee257b6a42666794901937bceb6c791,1
520f82f1c16a4b4ad065f51c25c2343c,2
393e8954b79178fc98de7980c5ee7677,1
d934bda231bc52985aa3ff5320b0d544,1
93a0491395e950d64743e83cd9e554e2,1
9b90e6db50bf0d532b3bb31b5ee4cb33,2
7a39b1bf9c08503dd1fdd8071cb12c21,2
f2ea06ffcf13ad7334d7aa37a5191fbe,1
cb20367516b8dd9a9e1323c5cfa3cc1d,1
b1ebc7be58ad45b3caa373102774234c,1
6a2daa4a09ef84492defc3ebd8457236,1
d7b8b2738a31b1d42dbf7e2015feeb6b,2
1b6e1bfed4d3bf40cc5b50e61f3fde94,1
651db6613fe81f9edc856c754c25dd36,1
15321e823a6ca135e8e4aba70bb5b269,2
f7c11d07f9adcd5047a39c693dece05a,2
576bdb3e9ce0925c174af84cbfc9e5b0,1
e65aa5927fa59e8cbe4af54955d7c1fb,3
c33d4c7ae149ce0ffd28ebb2eb292786,2
80372b8d396bc42dddfa2a2c2e78a665,1
5897712b8366973634fe0d8638978d23,1
ee0114fde837591835769cbd326bd97d,1
4bfc51dc7d2d1e297a2f49913c904a0a,1
188c0f90ca7870a9e6c362b19dc11f31,2
750f62e39012893a4e083636ef97ed4e,1
4b3639ea28398bf617bd52a95d899a77,2
a8ca132c8cd4f38ea76179d4ea6d6bd6,1
db2110343356b38ac31459a2e9b8b97a,1
354e1aaa7338919fabb6d9fdbcfc721e,1
34587b2cc5a9d23140eaf0cd7ad7771d,2
1e4c2f7bd1463cba5ac675c5316edcdc,1
b0f72060df7c94e71cb9682b71ce071a,1
1536445b897d68115ff237aca47eaf5c,1
85fbe43c27aec7d2c607b44ddc9e8e2f,2
53c40a22bdb0be6a9512cfcfd110f1e0,1
ba53936c6cfcf8cfea388f253c68629c,1
5717472a78a04b92f6af2cd53b7c5b06,1
8bb2854dcd51bee2749f5013b2edd16a,2
3e4c3cb4d5a7d2a4b1068df1cb32ecf0,3
c3541d8d1aeb8225b314817129479f00,1
d89fbbc53cd70089ceb4de132abf5e73,1
2cf7438dbd2861fa0b4bfdcc199859ce,1
0e605fe27093bce3b88b0fb6babfc988,2
c3b0143e67ecdc1aa947b645486eb98f,1
801d647aa19188a42c60c6e75e5d4d19,2
f224f5ff6145a9058bdbac56c73f197b,1
f7521a585a418827b1e77c02d0459911,2
ca20387b9ec3a84ced54497b707d4efa,1
f3f9544846e111a6a24fc3a6dfaf32ee,1
8a8c2c90072f1f73cfe520ac1ab36478,1
0e6594eeffd917e92dc315bedcb5a5a3,2
d873a1336b248ab984699a21f23ea6f8,1
385dbcfcdb300b91359a40abea33fbca,1
5f02a12a4af3f008cad732933273709f,2
02c9f7485b4ab4ff3b110cb2a1f1ea38,1
d55ef5877b61a67dfcdaac8946e73172,1
3b5a364f59845bd1cc1dfd2d08cc3b14,1
377b1b3c78e86375433a377d278a6db8,1
d380879f5e04d4177adf10e5253cc413,2
788431c97247cd901aa1e50fc8831ed1,1
c6c6b30cf40b55e4f1285ae4b87fc570,1
9b8aefab82322dcab62fec6695ee5678,2
e20db4cfd078115c008c0841a32a3ea5,1
7f06e272d5a5f8c40d010c333b668870,1
bd574aeb5e0d63645f7222beaeaff15d,3
465106a5560c9442ddadb6444f75aed5,1
5784b642fc9b834c957fd9ce0a8fd481,2
04d160171f67d39f2874d3bd8fa13602,1
71f677d703b2777a338b9b4b061dd570,1
6cdad3879111b93cb8eb66bcdb4935df,1
bd5b55e638db6db3357565f00fbb62ca,3
f13b8dc0c15fed854eae92017a82e20b,1
daf69aa39c3da7a4d57d4c38e157d79d,1
d5f23765f8826adb92791df33ab9b27c,1
09feebaacd943eb523e70d62b8dcd9a8,2
f3cba990e4ff09188e16c88e8eb561ff,1
6825dd4cc79a7e8013ede508f5dddbe7,1
738724d47d64db88609358d603b2e858,2
4b7c3db25f3719a34ba660a2417d3c70,1
00e0b18f6c3d3b902e4e8a6fbce741e4,2
90eb352a42c68e839ffc74af50c446c6,1
4a1bb6f0e97fe13c290b322c7a61db47,1
3a7dd30d4fa46ff700f16b62a9ba877c,1
d11910554273fb3139dd62746373cc79,1
f8ddce7880a1823dcaa2f265f713ee12,2
331747fc7182227d962e05012ccc9a6a,1
17f8fe619a620cf1fc520a7898f894dd,5
8838e66300194bd909fe68dde8a52821,2
44549983f2e1ea61b87b1b20b687b6cf,2
804bacb69128644ddd18116b41b2afd1,1
b72c50412509af86b7607f1019640d35,1
78e1755c46eefe5735b9518cbe2fb3af,1
423a7c61fec65661bb506603e00fb896,2
5016dd793e4e58e4c6c44114e9294b18,1
15a00163cd9583a0613329d22b2184c7,1
2b2b9e79177226d832ac1d5eaa479e85,1
5a3a8a58cd49d4fb71d93aebe2516c03,1
c747457345f6ddb05cbf79f6ab30a6e0,1
cab046f125aa89b6d667d96e3e2c9df0,1
4de0993dc7dda9b19ea73027fc460fdb,1
5b33c8b3ccab4a8e9d81356e214d6078,3
bc124b275f1de555c27f3859126c1f59,1
85f1b5d2551a9e540f1cd26d5ccb6b6f,1
2edc41bca22ad21d61c8e55a9a656bda,2
f645e3839d0c21d046afa3f987d8b22b,2
2f5721506f897c382a47058e0af2357c,1
8c7cf92662468589126ac39414db2544,1
069919367e32cc500d75398d603a0a69,2
44e958284354f24e4df51741c05a910d,1
f4628ed47abf3146d2cb1444365cc4f8,2
4ac37097e4cbb7349f8bdc8bffb428e0,1
bbf97889d21a014e2a7c907de1dff168,1
7e023e4c3d5fc12a715404f2a4c44ff5,4
87da787a18722d4927855482e2e6de98,1
4e9b82bf2c01646f4b8b12e8c2d841a4,3
bf65fdcd1a071454bf0fd85686c23837,1
f855a2b52e16703926c1b4ac75a32574,1
0a53464593cc7042618e7a5a31c56336,1
4c1f90cb9c929c75588fc863f1798168,1
c82eb9077de91fea4dd0d36ff42597c2,1
467619b526c1bae39ed6de6b13ed8584,3
a0740bca8b67e5c82cfc5d6a9c04e4bf,1
f32785233635d9c336405e9db5b90b47,1
93a6f1440ce1e06206f50df3b71de497,3
5d47ac9ce1436cabe9b0c13dd2c425e6,3
c9c02eafdace4290c7cff7a15855ea29,1
39bc0a53cf210984d7903f1531f7b004,1
bc8611338716fdd52882afb6bbb182e8,2
6ded2f96ceb3db7b8240c86eb69eb076,1
3d4bc1c20c6b2aeaf558770edaacb784,2
4610dc7c60c53c05eba12a9496d4d4f5,1
f7b74637825ee1fbff0c335d0017aa47,1
d4ad1f717e7f10dcbc955c38ed6b5346,1
221378647ebcf31dbfa55af8f2e0420b,1
35cac1b8f49a3953e572910e20988bac,2
033340c7a799d83837bac3484d956e2c,1
d843baddea39d2aae7e960a373c2de46,1
6b20d7a24f4bc59e7f41c99549b07dfb,2
f7f5c035573b78a058cf2b294e3e6044,1
8cb84b681bddf1186473f64520f8ca3e,1
8439b4871bb33c7ff653fe79ee6e9273,1
0d5dd726f71a972548a7e9b3eb132de3,1
3b62be9b6c039c8d290445943a3fdbd4,1
ed150cd0c4d193f0aa084f3435bd384e,1
5664d6a94ffe5505479fdea5b5b74fc7,2
184f196408a965943e0e2057edec5783,1
c3f3fd9ff958fa0d49e558445e276664,1
258c46096397e0ab85b36a9b4f1c65dd,1
1828180821ebc94b567cf3a15eeecbcb,1
84e2cb56dedafb8f5d26abc505fa732c,1
5e6a2ef9af4ef062769431c85c875271,1
fee1621f10c55f918b8031571bb88521,2
1f1dbb02ac621fd9bee011ca7680a242,1
0899c93a78fed5619e9184b5652c4f99,1
1a36b9e4205ea361cf2b88fb30cadc92,1
e879adee60ea2cb22804a383eb7cef3c,1
05cf789c657acaf7e0811738b731d158,1
d54760697aa6492598d66fa9d5f14cd5,1
f080a57e542ee955439c0c31f70b9f31,1
499048a07f3324598a9d46f4a15087f5,1
2d2f387fc78e6e9e0d281b52ddec008e,1
4cc5b63d521d461fdd2d7518ee6a8fe5,2
6d5dfe8e8080957ca21d8cc07f9e5a5e,2
6bccd3bc3db34beccaa534c21184dc1c,1
5fd9d2046f93b09c0710cf618bc62db8,1
fef6b42819db4fea2f02363a6b3dc2e5,3
4263e148d5292b32d23c2d4c5d237c5d,1
a66b9690945aa744b2c641fb3ee3a9af,1
983bea6a20a10b3c880f737f73fd97ba,1
f7d2e160ba17e702a7a433410c9372eb,1
3019a9d5e6fe724a4e499c2e7f182d8e,1
4155bdc304c6512bd64acec6f49d1238,1
89135991eb923c7153e9cf79f82cc78a,1
1024e9bd62147016cf137e635ed488b0,1
eb1dfdf1eb6abffa7520fa5944f50bd3,1
fcc9bab3e24ea08d704271c6b2355fc5,1
834a2d35fa9bc98af6e4af7c98ab692c,1
2841091d78113ed88bd9282af918df31,1
b682bcf88a7721cecc8cf92687abf8fe,1
d3e331380970604cfc047c6e2138cdbc,1
4f1fd26bef588d6d9f97eaaf4d812324,1
6155959bf6f7f802ae950150a9c66dfc,2
f7932c07bf4083ed282dc9ff0e29a02d,1
e9439c38f5069577a4bc00d2e24a5f64,2
