entname,is_brap
839c0f0aee1c5261d462013f7110c579,1
2e61c9c114d9b1546d7207d76f61ac13,1
eb911e77b83004919e996f93821b0600,1
dd1ed5f6e50e90b0258636d28ba28d40,1
efab30d63ad0ab9c02f0521219519628,1
e6ae065efbf0b9d33399516f14953783,1
13cf0e8607b8cacb866ef250495c1f7c,1
b63599f0fa39386ac250cea5f4c8c18e,1
23474ba23d66b658af7b500cb9792307,1
bc9020fe2a8225ca9c0c25206a84a059,1
4d7e371807f5ace0ffc24a4a59b140e9,1
578c19cfa88d91acf3284f4fd44e5b11,1
bb790bce3123c457405d9aebec1f25de,1
1de24ef59841725a9745dea30c39d8d9,1
e3a985badd734b981a730bce3b795bd3,2
92eaedda00a46ead144bf4cc233e35d8,1
33e895a7f154a7870427935031988468,1
680a970cb7adfe35e0606dc05f6df4e4,1
944445ac9bb9ad8c1feaa248450820f7,1
3571ee8e980880dde1dbcd6cb7cb9c29,1
1e0140395c73baef95ff58e10aada240,2
7e9340a711397baf545b628dc295e34e,1
4e2d22c95bd31fa0c79aa471bcee0f8d,1
6ea119061a018acd8f77d0d245a6c973,1
1d20a82a7a5dd0fdb4f8b808d911359f,1
9a5efb9c41ac8b2cc2c9b4dbec0e680d,1
a58555587af2ad2a94b296d5f93126b0,1
5a30e65a0f8b27f3a1f61cae268ca43f,1
58be358984e20ccccd2f6e0c8cdb73c9,1
e2dd9494782144417bf06c7ac5d2c04c,1
dfb670d2f5a41a0086dfd11390f5ddfe,1
cc57b33375ab86641806dad878ecc511,1
b3d9ff3a78ff577705c247ca8e142a59,1
b6eaf6cbaeb93d0535de4e0df30068bb,1
24eab27990ccfd827906cfc49d684515,1
bf7137bcf82878bd3a96a784177fb0ac,1
2f68da7a38e72d6e2519c81baf1c655b,1
d94038036a2674792817d299664a887d,1
9840183e5f726161ea28fc4ff1314962,1
5e0c92b763d381ad19e165a6d85ab047,1
8a6f34fc06e3d1d4bda0b914c69d1e4d,1
8fdbacd1c83094315cb2edf7039f31cc,1
7befbfe152c6c2c3351cc322de11b2df,1
435629c5f56a2b0415c525b2dc64d0ce,1
927113d73d16c9eae86309c741f1ec6f,1
1cccddc13df6371ed4df397c4c9efaf8,1
1c7191c85c55963366655d801febcac8,1
61a9efafb28fc0a4af13146a59b42644,2
b1face299b7c877e135a61366ffae7dc,1
57a2c1b9c2536e98139d14f743e9d098,1
23d3d1318595bef53a5c4d0e4fd90a5d,1
cd37f94ff6827c919ca73b88df8941dc,1
566cfa32aabb251115de779b99f037ec,1
7d8bf4ca237594dc1d2a5afab72ca825,1
11c9aa44b4d72e4529f2e16b701e39a4,1
023a3ade0586ea023246d517b39a0fd7,1
38070da273eb8c0c6291fb52ec2d0a73,1
2ba3c2c7dcc24f6de84fdf03c9547138,3
41e8c7c539b42a8ff4d0abad112a2eff,1
57cecd0726597ea9a5d7440f198a658b,1
ff2a8c40060f79900fcbda34d1c3b2bf,1
02443fab13303320ee2d6b5561b123ae,1
10b5e8df031ac861f11721a3e6af44d9,2
73706f3b5004b04881b68955dcf88d48,1
9a5fe7f7f1552d569b5159c6eca8bc25,1
84344b238c5ee6cda2f58a19530ddcf0,2
e5d9bd632566f4c8d46bf6265482906f,1
1f9f98d0460032edca58ea90616495ee,5
24de32cd7a588b00d3311575f9ba5b1a,1
6349c39a959f4dc1529b995cc60d861c,1
9808f6fa9ab4bbdcb5b65e8fa87d9607,1
62d44bc4c8a45e23624a221cf1b21942,1
90e6eee539b743ee2b3d4646854a10f1,1
7ce4ece7eea9c6cff605deee87b2127c,1
b6d90f2dbf3d9c14e59b2989dc998f66,2
11f545d3b1abccd26227ca2f7c7c6a31,1
e2681322134388425a17a4fa099cb6a6,1
84c22073fdb1733237f2a4568acc66d5,1
ee68488fd880515398e9f621dc0b11ce,1
bd0a58f0f1bdb1ad96c68208e1319bbb,1
9dfa2fbcc0c79bd666658eebc789a3a0,1
cede7f63559123b9e4dd266821bd32eb,1
d3a6aacbfa2c7f3eb8e4492f02f3e558,1
181b8dbabfc5ef3323feb1c86debb466,1
78bc6962800ea72774a77b5c2b8bb38b,1
63345f57cd6d660972ee6f27a9aa1864,1
3b34b73ee587dd34b6d4a17fa4eaa7ab,1
243cf61558c56b00c306252e8b0df750,1
2bfe71f418d9a07403081a4bd426c86a,1
363dda598e533f93ab7a0c5d0314a6aa,1
b0c0290eb446c5dbcbee0560b0f52c6d,1
d33c0bc5833e734957fb43d044f676ad,1
a74fc687b764cd11660eaaca3170914b,1
964120cf725a8da3c8f09ec53b0ba60b,1
46948540a485c206c13d63595977d9c6,1
818e58e7ae48e26857663cef681c4275,1
81273e3bdb2691e559495769df02e7cd,1
05bf553a5c72baddebecd9248658a6d9,1
9a51ac6629d87360f51b2af6170b8f3e,1
446b5fa6d4222d666b5b99c4a7108807,1
1285957e7c400cdf27c02d9ebf059fa0,1
1c2e19e1d07594ab64fcebe8d7ff87c0,1
22fce5a1be7704ad59dac58b5d681c79,1
ad48be6d116753cb71d51f2412022dbc,1
c22129c9130dab36ac3d3a050aaf0160,1
89e228d649b55b6a61c47c6c93d06e63,1
c083f2f1890d79ce2abe52f52296f326,1
5f745df11bea44f7edd8796f0147882b,1
7efc02da2ac7ffeebd63b3b9f7a9883e,1
d38a5c5f039e4ff26f4309548b7c231e,1
614ab728263a963b0d9e43d3f5090881,1
2b9fe0ad7693b45c954f43533f4258ea,2
45296fabbbb8f117d1354b7708618b2d,1
6f6e1581c0fa7afa390c08ae9bfcb69b,1
f889db1d5227c057e2237e019a6f60ee,1
74088c365998d19cf0711460dfb341ca,1
19072582769b00cde97e51aa1793ce5c,1
9268924666280d9c8fb21fa4a504c031,1
4b0e503c78f734fb9d2613c9e2f7467b,2
a69b83d87b4ffc9428b9c2e1b7c5cc7d,1
2be43cd68a3d56472efcde2382574e65,1
2bdc6fa8a83d57ac925a606fe77bc35f,1
47fe24490a7a78641aea1f333143ed30,2
e3e33849eb94ac6a2e96499c07e5dc8b,1
b70ca0c09b52c55ceb1b80b9bddbc669,1
ecbeae0b8ea48ab7c4bc13f1796770f9,1
b29501ca0a57465182d95d7d0ac7214a,1
a7b11ff008faae3aba182cc7ba43cc3e,1
3614d7fd15b37a891df9125a7442a53c,2
c074cc95cd82e25854958761124c7a61,1
eeeed9f4406f6e7faa3c9c85ad7a6efd,1
35c95d99a8c570df63292fc08567d69b,1
051c68e67f36046e12a588a4542a6d01,1
f16d7e4ee032762fdf177c4fa4850b6e,1
2f41d30c2e2b6987237ee214fde27fd8,1
bec131b09eb92f049d15cc5963226c01,1
7726894dd976371df51b48c5a5ed2ff6,1
e474988782e440b5eb1c973ccd3fb8c3,1
65a2fb0e4b855722b0336fc9e1bec536,1
f1d589e59771f8ea38a9d0edc30c2d5e,2
766fa4eb96bcd5179291cb1f00cd1abd,1
d9d459a459ad4556e6cc18d45a07b936,1
66ba3929084c8b867305b5121b371b22,1
76e689972c4636955962e173aea7fcf1,1
7fc400d5c66bfb9f31ee11a0faa323af,1
a9711fe8b946b23e035939609d36cabd,1
dcede9323d70ca0a2c267a4e0601d55b,1
ee531a22a3900b1e314f13cba9eef943,1
980aa017ad23e1fbe1c13a5403e9ffda,1
d623300e14beb100cebebd93f40aa14d,1
639f1363b77f61ea6ae5c64798bfd69e,1
032088567d30d4c67e8832fe939c91c3,1
82b0496320ee97c23f738f6f54404f7e,1
50809634418f65834383ca66ae76511b,1
7aea05cb4f202f043deb0e2c16461ec5,1
1da8b9ac0884192bd13d90daab892262,1
6afe02445982f1796326f7ca73221d9c,1
0e8f16163f976a8c90c245747bf81613,1
16d718264bc5d040f51fc42bd72ffb77,1
fdc52b98953e5a52a9f956ab308e5c39,1
fb3ad8d8b16c7d61a60845979aea78f2,1
8ebdfccafe0a5d8b3a6590d9f0047bf7,1
45ea52e13df20cdc2f8d8870b1bc27aa,2
dfd288f0745725bf0573c6ffa981fbe4,1
00fe5ff0f52f92a6be73d8d69501764a,1
1e30cf31d46db1316a2d0c42a7fe3420,1
3368a11ad46c12baa9fbda1f0ab7ca60,1
6665d9e9d24553cc4e80b1aa86ecdd16,1
1f0898913c48ccf5cd7416b4ab5afd0b,1
1ca4f59d920ce15841dfca1a7a611a8e,1
a5fe2960d24fbdb15b7cb8bda2168e62,10
b73b6c3f6e6a7a28e55e1d87272f05e4,2
8eff643803d686733e352c25c6657e6b,1
816e751f2005834b3b351c22cb3ca72b,1
d0d0c9501ff7386672cc2569f0f6edd6,1
1fad420539cc2a289a68ac3b7ddaeb3f,1
117cf8be0975172a9355eb58317c35ef,1
f80fb0bfbb656b800ea47a84a7b3d209,1
c2f9bb32ca0592abc6018db2a0012512,1
23fd6cdb6fc748ea6e51646f84360f88,1
c9ef79802e8f9149a992349c78550f31,1
d7c4c2e2d71cd5ee6d02b8e1f7863cfd,1
0f74930ba96ecab0923e218410751cfd,1
5304ea855572d71e4e05634233a0eeaa,1
7a91b36acf1be124e83e69e54d31bcb9,5
0d76d9e04920b230d396dd4d996bb336,1
3bfb091b9b2990652c28545c6d82feca,1
1d7d765715b07ab6e67b889b2e29f6ae,1
796ae50f1bf20adb53a1a1d09d86eb6b,1
284295aad0fed84b3a2733911a88355c,1
4152e2aaf0d8f635f65bc6258a6f3661,1
2cffb4162b3dffb531b33ec94027d5c0,1
a5240171eeb94900c3ccb89721229378,1
2a48979f2410351c41559f9cadb3b960,1
c86e7c89ff150bc3590cba4003e70bd9,1
89a67aeec904ee79f7a08f4541a1e2a5,2
93e3496e2d7b4835d75d5fc8f2d51fe2,2
f85334b4944fd16650ad479753398c80,1
b26e872450483f0115ed467d7f391302,1
8957e08873a5953903f7d3f67825325c,1
ea379982beacbba9f768b41bb2f61416,1
4f483cf69ea3471c4f1fc3dc29faa5bf,1
bae7e42b93e0f1bb3120d5734f2db4d2,1
9dc186a6befeec7afe6990d407b238f9,1
7d15c04667737bf67a4c60f157ac9ce1,1
0b70963a8298fe606038425839e79b59,1
6927669db8771fcc639edffca7432748,1
adc7b77f4139118100d60329aaff8c67,1
07b6659504abfd5a6aa2df6f6a8b56c9,1
2b06012af4295641e46044648e18bb9a,1
d2067406b11d9c92e93a3edf9fcab23a,1
47bb977089b890d49aa3df8a827f688d,1
add37e41f7bf89c216f055ded79410b1,1
daac7b2f4d8dfaf5c0a80497f69ade3c,1
0f4176937f4e431bfb2635ddf7ac2d9b,1
a79b14b149b54d412b55fddd0616cb63,1
56967785d495cdb83666c3139bb4028f,1
a0830aa694576d878af6f047e7d019da,1
715fbb544543404033fd80c3a717193c,1
1b67270815bafd65c89d1cf3ae569974,1
bf8b571f46a43ccec84970ef3cb9a2b2,1
b5cd66506692b0e8f02f3bfb5a33f26e,1
f150bdfd219b279b983a3862051b2835,1
c36f2c0cd87c1ee56d7bcea073715d92,1
8ec250cc05e48244c9f5e00ba743d425,2
1a19da1b846c2708aa42749cc34d0192,2
f361de673baa4220a22f9a923fc1b69c,1
117f2111b7e89a2c5c18e2acdce2da01,1
805f4047be5606bba8924b8293131032,1
de487ad877f28e68dece2b0ef992d22c,1
87f7650ec23dc5be3b4b522210671489,1
212b97bf683d03eea765dd5dc3083508,2
85c3e81a34c2ed1f606794f56157eb30,1
443aab98fae581b9eb5227eaab82dd0a,1
9f2b3a87af73b744c08e28a63de3d98f,1
7105169d12c2511420e2cc76864ec67e,1
88c979bc8ba35ff7dda70e6ddc0c9e32,1
7a45cdeb30d784f2c07a92431386267c,1
920f1b54a11335c4dd7d7fd4a4460cfa,1
9a9fe89d6239c418a5269e7f6559ef99,1
9283a7aeb5ef8f52e19f73d1a64efc69,1
009b3f2dbf037cc20325da7d93f34950,3
bca408a915a9dc3e36d5ab000046d6b7,2
4a276fedac545cf6e73477ae6aa3ac21,1
1d0fcddda61505504199f05a0db0a688,1
af02e5f8cee255bcfb71389c9dc10eea,1
87c0ecc59930698a1d5dfc10ab8da637,1
99eb9047e29b9cecbbac0b4a920ca442,1
34234862a8a5a3fddcfa6c13068d7017,1
428b36bb2e363303b6aaeeae2731423c,1
f353fb92692bd89a96a6688717007ffc,1
35cc454babf715cd31fbff2961eaad9b,1
d805f817abe6b2479875e7fdfe3eb1e1,2
3b693db20b49641e13e93eb96446f9c9,1
c9ff3a5f74fa222833b173c195e5b516,1
a6c93cc5fe278ffb013320f216262353,1
f6fa99a7a0bd5d3ed860f9295e0c57aa,1
439dc7fd74b3a3dee41ccbad10cdbbf0,1
01c488f2287142f2233881ba329d1458,1
781e00c3dd6234070666024ac83c6110,1
fc2697d235f6246d765156f9ab96cfd3,2
a3a0a0897dd9238664bd9632974f1210,2
cbbf3e955dd86e9452aba1892b227833,1
3809cfc987ceefdb56f4e930b35f905c,1
c9c244777cf4ac149c2f22b8eea461bb,1
27c9ae8492618aa22440bec042d94fa8,1
1013fd15204a82a0640663a91a0179e9,1
f24512a44c22d8e94f9e17f82b1ab5a6,2
508a1b09b114cbe366bd5a378b17cba1,1
bdeaa09014049473eb52d621f3ed3cfe,1
3aa1ef739c422f86d111fd1c4a78e4bf,1
5b5364412736bf10f8bd809f4eab0cd1,1
92f03c5a808d13b6c4888597943ade69,1
af34836fc4644aa9edabcc48203321eb,1
84598964b278b177ac44e10e231e0283,1
6251bc46c68e59b68fe9de417b467cb2,2
aa251a402506d31196b7203a06f5751e,1
fbea9e8b811c7b91771cf069a8d72d13,1
75121e3a9c11af668e7602b76f208818,1
4d9f0ad0c123396a85ce325b644b5012,1
22794c5d26b5e41778619e83bbbab30a,1
eb9fbd8506b3b9afd965e2c71c542aad,1
21bede1f76410e49a015b9a9a715fd34,1
4c50a33e5c951a9360d971296e871133,1
9f465edbaeeeb53b780e8cdc44dc84f3,2
0a76ff969cf21b639d42215f0f4d0193,1
c6ed3919e19fc407f8660024b2da82b3,1
89985e29422c3ddc98038825fabc4966,2
d3314089466873e5933291ce70b43147,1
b2c454c51e6b797947230a45a912fbad,2
0ddebd96b51c9a2a9a53e4e5ab7bf0c4,1
6b9461c6db2c9f66d945363097af4b5d,1
77a1fba179fc9c90b11b2087bd2863bd,1
0d3e1e071560a2d09758b70bf4bc5210,1
041254aaf67cedf8a2f7e05e9407e6c4,1
0f292a64bd7ffad53aad89f2a64816e9,1
090146e0eee4c0ac1702dcaffa4e5de1,2
35c1c5ca3443cf6332d014115841aaf8,1
e3c66d3c4e1596d878e0129b6db4a355,1
05060c759bddf24e6971a86f719a8d0a,3
fa8d134c8946a36f82cd8a2b57cda8f6,1
429027f30fabfdb8c0edcb410459d87c,1
e29858ae6e2e93b40f57bc8f92f511f4,1
da1d44c07e31c0e6879cd7565770a4f1,1
46e6c6a182d4315ffe344240b4a9a31c,2
bd6692da9e46a24674868893af1e6c6c,1
63ec760a565fde2899b551fa32a86b60,3
d9589c7fa72badb00ae1d3f655dfe78a,2
2f54afd83eb314d16733262da57e0c36,1
97718a282eea1b842440f8a32d291bc8,1
634909892767ad24e0d378703f45282b,1
850697efd2f8b7463cadc55f7ba51a53,1
fc69e5c9d01a0cf84276384f6a4c26f1,1
613a3c11ae229b59c16de19c2588671e,1
eb31c67f5efcf999ec93d99829916a9c,1
0eda902906302bd2e0d984ca83e52623,1
6f3ec95008dc483444d96efc7b10460c,1
9dfef3d19907bcaa9fe564149318be08,1
11f6b0be04dadd2a6b9aa5efe37f1f22,1
883359302bdbe378861396047b2d6afd,1
b36293a9c8d8c6bb4ccb9e1563c0be9b,5
0f1b52207d5ef5b5ae6228539616992c,1
f9590ae4f2548bda364e290781d72752,1
bf9485b296b8a6d601a35975cd969a1d,1
15214db3543d39e0f8b59372936e30b0,1
749b066735ced51568cbadd058be1b3f,2
e7d6d92c0ebb953ccc5b943b57bb3730,1
951d270cbef659f33bc8db49df495cb1,1
2f85be7de668a8b612b8c6b496aab361,1
32c43aa02753b4f63a4189081788ac59,1
72efbca6dd8e32fbf73ffddf9d548ee2,1
34559d0da875d0b9138a8ec48cbfa57e,1
029e01c7f8a3f86533114e9ea192e03e,1
993b398891ea0c0d2a6f1ac2a3b75f16,1
2362d3e2f42c5f3e8c4a4f8d45938c59,1
8f487ee9e42bdd35cc7ddb5b9087888a,1
7e8a81f586c5a0afe646f4acb6484a09,1
6ef4623e8fba15415634fa02f7395562,1
5cd6023d4b75ba7a5cf252dd61711a03,1
f4c77bb1696a2ec108b2606b755b3516,1
b12a3da034d4433d0f4600c1054579e7,1
b6688e6b22e0c8b6f88c18bc3a468233,1
72d40ba049cdd43f768ef388606d0e86,1
bee6632f77417d0b097470cd01b835df,1
9cf4540c319bb368ead5af424a6a5684,1
e9241b413df2a5cfb47e8282aa8bc827,1
5af19e83d62d1570aaf681bffa633c74,1
af3838cf10285e4d6603397dbfe4a005,1
5c4eb5f3f9b543f9147bbe84648f42a2,1
a473cc9bb0b256e48c332c1afe6cc922,1
ccd8ed31660b3ec20a1a487404257dc1,1
af665bbcc12cd830d3396264c5d91d3e,1
780afa87ff4ef995abd01063be90f0aa,1
93f3846580f9d3fc22c13ba211cd0c2d,1
10b31803a64ddf72a6c6b389999396d8,1
7f48aca8da0ae228fa366fa2e8653326,1
07de55b4fdf2ecaff6a446cc8353570b,1
fdab7328fcf089ef7f0d98307fa706e4,1
7ab6d29ea5dc5ff1b7af569b3a447dea,1
861ceca2d4357d6282a649400bd02523,1
99fd29a519f62fe7ca9a78e71e0e6a42,1
6f26e9fc67494b0488b70877d14e23f2,1
93a6f1440ce1e06206f50df3b71de497,2
c1e8ceea8def1ce8639ba87e624ba9dc,2
de3556778fd779c966a309012741d6b6,1
5280fa0ad8f7a54c7b579f74c7a6e23c,1
43b26e077132cd7dd85031c80afaa08d,11
655c3f58e6614edf1a43aa8294994879,1
84141aa53569e161ae3a88ae8689228f,1
83e0c2001fae3c17d5c4ee4ff055f6d2,1
3ebdbd1b0a89d290fe8b8e42c4757698,2
abc70b8f11a2042cfc8357795b06195d,1
e27024fe66cc123d45232e32a0f35f8a,1
bf0896c9a607964cb6399e778f75bb0f,1
1bbbccf914bcf1f94f9aff979c3cbd29,1
52e381df7b63f438f2ed3c985afe7b8a,1
3a020839667c60ad6e718b6a5634ce8b,2
5caa176a2c38e52cca7dea7ff04325b2,1
89ce9ed9af0982c62bbc3a68368b79b3,2
ff53315ed609906c1d62db57ae14496b,1
57b5210ace9456d492872331ec0925b5,1
754580d1fb8f400873360a969d6da699,1
8b3478cf1c6a1e6a482882bd5299979c,1
686c2786f10e7410314a60f9f2e2c402,1
26f31362e93bed66d4ff00ecf6870c11,1
47eee461ad56eb90ecabccc147b74a7e,1
95d8286f12ef37da62cf6fc3b4fc8499,1
65ab7f3335b0663bbc0da85b1e927ff7,1
a5e673135c9bae5d9033030ff84f5143,1
a08381738ad8dcfc12e550a546077559,2
e2a5dde0aaeae605788f19344aefd16b,1
644ca3aab1f6b7d272174406ee905206,2
4ffe556fda8774729c4b4189523662de,1
87187bd70ec5e0922a47adbef88205b2,1
fc603e2289c879dee323762dc6d9f3d2,1
c0f920e6dbef9f7af245b58e5986bd95,1
d5c385528f34deb4421edfb155106d91,1
e0da13a91d9de5a057db4a6fb5c93856,1
d9ca5302d1d51ae21792b59d84e0c809,1
41742ea6007c297cfd6f72a8ff1d51e9,1
9ffc6a487c3a2474aa80bcb82e3aefb0,1
4c1c3c345fadd8f44039c26efba0e0d3,1
5745da399454187a19b6eff5fb4d59d0,1
bb728149479fa9dce7823367a14102b9,1
dc302396fd0afeb8cd0f19fc1dfb9b9b,1
06e0e9f56ffbe659e7c14d2f82a937ea,1
7529e4b5b5c0e34f72d8ecbd8b474cb3,1
d1a7acb9981d14b1d64341e9f61d4057,1
85d34181f116d2a2d0c5e7daec37fe46,2
8a1b18aa710afdb5ab46e3a69ff0cc3f,2
07fff610349259e84feb5a58106df335,1
0a3a3b17a3f3b2cebeb27abf57aca497,2
58008d5454d6991cea49f44a0c7db4bb,1
52eee86fe54ad3e8c1bf74c1c4aee346,1
500369af4e19206f356417950e78c221,3
ac5b1cbea2753782df7a983d27740b1b,1
dad40c6969930ed6a6fdea2b49f6823a,1
082ad47a89ad5d2a8528a0a87e0c5bf4,1
259b5ddc7a7f4c3dff8814376670f106,1
1bf0eb2c27399c52eafeed47508213e5,1
34fc90f428f0b0c7cc93c7431f47ff7c,1
c6441a7f57c44cceeaaf56086336309e,1
6a5f81b7211639daa3708a6b24836fcb,1
004f31d48ffc3bfac6ca283be74ecfcb,1
00c9da03cc40c7da37047698c34fb2f2,2
e50e489ad2f47612d6d36486b4c4b04e,1
c1d324d5f05c3e2feafe564736721bb2,1
1ceeefd33653590de682e2af164e19c6,1
5f3a6fea1098520a7d13f8d9d40ddea3,1
8cdcaccf93423913df3f4b21684b0a48,2
519fdb17e67d9d64e12fa26fbf5dc776,2
c219e31404b0d2be47055e2740cae17b,1
9dd26b7de3b62a3ade245f8cffbbb707,1
3d7dfc343f7b372afb5131669a2df151,1
87023ba6ba626fe1937cb2b51c6c754b,1
1ad4052e2f1b3608eb91482f33da955c,1
61d431f350b412e84d8540e4c1c1abe0,1
6583575c7c22e4734ad90e7f1373e714,1
ee17b78a5f66e74834d3302661f5c255,1
d3b24472a9daa43a25ac05521fddee54,1
71f00135c3b280f9709eb0dd24b025b7,1
369b17ef8025620e5bf4bd9d208e841e,1
0d89f1af2227598d615c705eb87531f2,1
e468201d25339cf6da46a55cf52d6f08,2
aa6f2b14005bbacfe43de99017acd032,1
19e21f47e6289afa23eb4e055e0d6fc6,1
e3a8320b73a20a7852a0efc02c4528c9,1
777559d454344992ed968ff14ba79581,1
2656bb61144ef05df01f3d2b7e39a462,2
a6ab41d4af8e3383a8828cbfac776a7f,1
5edf2989de372786058734e4a55c8855,1
b9eab011423fb2d94f8e0342d60806cf,1
7459184fd612986419a8e9ec0d159f48,1
9d1372b742fe0aead305e8ac8032da1a,1
da2dc6d69bb212d0848535953bf4c0fc,1
48657a1373fdd1a48b2e8ba3bee3c96e,4
977df5050add8d8fc23bdebb6b7c59c1,1
09feebaacd943eb523e70d62b8dcd9a8,2
95aefae53a060eeac46557a1066baec0,2
e409ec6b281b0d8930e6034cc2c6bb74,1
cfbf7baf7eec18e557f18df3745a25d7,1
a9499070b993c1480446ef0af4e61ab7,1
b08aec8039b87280ab0c83b35444ca50,1
27f10e8c647f5580d5080e69acdda998,1
26f7e39290c2f23b088ed5cdb98952ce,1
5cb53e1015537d2d500cadd2259a4f7e,1
c305075e10cb28564fc79310c234c4fc,1
eb3013e27d150c140996ecc365c93537,1
a992fb63e7212ca175aca265a105545e,1
4314c8d0244cefc1b3d4b9fb4be9a2ee,2
8e1de0098ab7a5847389fe31e4c2e334,1
68aa2d337aa840e7f0fcb739db39d073,1
816e451ab9dffe5292b1bb10e0043202,2
61f460f5f4d55a3e94b409f15e066658,1
f0afc9c10ee8a43c0732e9c5db61f447,1
f8c13591676d532faa3c94e2457102a2,1
17c791d22112350f09cbb7c0c8baa1cb,1
6d988b7222023c855882af070ef3e9f5,1
35c59b589e506cc1a1af2e75a7ef4f97,1
cf53c5b9a18b76de0941de2c11a7462b,1
80372b8d396bc42dddfa2a2c2e78a665,1
406c8d858352f74ba4b25d4beda967a9,1
c2ff83d82920daaf55be95e7bda50a3f,1
65b2b8ef5d1278a466d4218b4619fc2b,1
4c2be6980f2849a80b3fa494c04b33f2,1
c0c6b951174804a2bfb0dfb6eb3a6107,1
1477461b12dd2d1a1bffef01a852f53d,1
9d6f73edbefc1487792e20094819e46d,1
740f2e9cfcf40a94ea5964daf8b243ad,1
1815d3cfb392b95ac2da4fd273b6569b,2
5c2fc5a8cfc274a507393073273ef218,1
01293f569b1982f582acd24f4ad8c494,1
ece3968498599a937906f87db02cd49f,2
93f293c82d403e860fd14bd68705b967,1
4726787329169884b3c25a088544b4fd,1
217628a7e408fa41e0ae9ea3be44d3da,1
a779c5f5c861178af92de0ca88c8086f,1
e4dfb87a20003c0807b4551c65bfb08b,1
297a7aadf9a1a9cad812f461623db033,1
