entname,credit_grade
1abb28d646352d51ab0b2ca5addd4740,N
0857a9738c2482d5dfbcc89b9366630e,N
7a5dab2f1884377522a63074d5589e25,N
07a318152366057b2d52efaa0d34a722,N
37349a9ef8799f80ad434f7ee0c1f8dd,N
6ef3d274e9476ba71d2ea1bc17fa1e74,N
bfbd13305cee6e0991cbfefa909922bc,N
214f111f27c060d71b11ad07546d7426,N
2fb8676b2b9fc7a82180f7e6363f0a12,N
323fedab2947b786e0a5f642373ff83c,N
3f43abb88553d0ab146ed8786a300ff4,N
25fd3523c25fa4e3e358c8f00c3c0b4e,N
927a9ada98b50f9edc1224482739a3e1,N
63962680adfae38fc61e04653d72d024,N
b0485d306d0d0fe62664e08604500a47,N
8fe13862145a3bc9b3398d712c1e0e16,N
29b53842a0e795a79301da62a87c91b6,N
6fa2ba7ec9b90e173e8b0f90de66aad6,N
c034a77b1315ba8f3a5c41bb6c839051,N
a51c2e371cb0707674a3fa3702f6f991,N
fe33043566b472c57eab03bd9544f6d4,N
b864ef1e57b53dfbaca26467587acf10,N
cde627612f8d24eea5f1b6cb6ab349f7,N
a80419e4e90ee1c8919db0f9f89e3bd7,N
21df4bee8180f0738c44f2ff61a5368c,N
26760d4924026ef7e7509cac54592f07,N
67b3571bd6b6601d68d937356010b1fc,N
204228c51e569dccfced3e921a7f3d43,N
9984fdd6544b6a84b80eb57b3faaf97b,N
d76fe60bec54f514921a2917d8ca8863,N
f13ae90b886b0de4e50a7062340c2a91,N
db82455ea2d893c83abb3b02703062d3,N
24aaef06182ffa051960d632537344fe,N+
633bd518863faea4e19ddd83059e3d44,N
33ddc5bda5a951bfdbcc282e6798a4e3,N
0dbb72539f93a984095e6a1d196a81c6,N
ce60888eb9754a97d00a2e2f0a99dda3,N
2aa23559d2cf084522e9568453ff3bfa,N
593ebf93951e050c33febd14b278b8a3,N
0f3c0185a3e6380326a2b77b1f5eb775,N
15826bd6b879e3d4cf6e146e7147a9b7,N
fc1521e1f6f5b7e2631d56f8d27f193f,N
cb20a96f011e63f4fa3fb650b6b46239,N
907bdc1387575c782b5667504918aa6b,N
7a95bf017c4fb46d14a910920eea6709,N
ad05350ed5e7575976720e40978967e9,N
ef31e3bf9a6900a61d85e1cf9eb81894,N
dca725f313553163292679004efce908,N
4245de2c53a4e6f2ee706302b5761cbd,N
4b1f61234dc43807439b8e87b0f2b3a0,N
9259e7bd155d9e3ae8d08fc5844f7676,N
c8a6692be5bcf695cf2eba941c0f321c,N
89d22782e8ae1d1cf254fb667590f979,N
53be481aaa16bdf74dab4caf0204cbd4,N
9b2d4ece7cea03f531326989520b74fe,N
0068efcf36c1ff40d00570f28cdaa907,N
3cdec4af380b2eb7757b5f555bc06a20,N
2527fa7c6515c8a71b955b06a0da89a6,N
8ab3e87b008144559a2e8fd54680d108,N
3c0ade70db376c3e602e3ca7e1a2edf0,N
f0e53d349fce74fbbdb2ac3bdcc4c37b,N
83dfd35d33f0ef3c613f97d2b3a497b8,N
2adb8d1babaeee1df126c6c3481056c6,N
debcd9fa5067ab04d9d6631422aa4b88,N
f12290fec496bd78343f6f2ba939c280,N
092d68afb003c96e99be9ecee42de77a,N
6b3f8a2ee47133267c7f537bd2072f1d,N
3c7d7f84d4e43c82bdff85256c3eeddd,N
4a8fea99e21e2df5fd5629bc070b9307,A-
bb96fb89e9ea7a316f96ad7953785db7,N
672f28e74507d427810e4dfb7767b61a,N
97f9b0e36ae946ce0792320e00382156,N
708c32179df898968fbb23d96d6bd300,N
5e5a8855e6eec756c8eed830cc3a153c,N
74d16ecac683b620ed262daba87e535c,N
96e73449131ff01d084dc9d0be03e9b3,N
e136c1defa5faf276650630668f0405f,A-
68e88a8dbf553345bb0fa6d35ee6e2e6,N
eeeb21af34b21d7007c4b72b57efa357,N
1dff3801cc0fedf9ae685ffb2431e6e6,N
02cf91113954a9ca33cd75c9f644e4b0,N
4751210ebf1be80a51242cb2470b4b87,N
618dc4ee76d95f5709060b213e993994,N
f40f48da312562e9f0e3dc73d19a663e,N
0edcb9b7e0fe18e8c5890fb7561f17d8,N
9b1c259055f08ad4c008e2611a7c4f37,N
5c8d852aeceac35729d4273cdc427539,N
ca73a7aa6256bad1540690e637754f00,N
15f871c3bd27b7021c7d2349dd493801,N
62851408cb4a6e10141a35b8a03d1435,N
a9310122839361ccede5706bb176e1bb,N
ae539e740daa92ad48804db7928fbb00,N
5ef2edb7382287b82a39b85151a17a7c,N
df59d096a65dc27507395077bc2ff676,N
4f2e3c735d5de2efbecb098099b882c1,A-
c99ccf7aaf4423655925c6ed554a8e04,N
835350405989f5c14ca59dc5ebbce723,N
80a595ee164fe0e3479e08f988f275dd,N
cd4604afe75f11c623385137a75524b0,N
f14c8892efa039f36781b3595588db31,N
e63341ac6cca62ae480dee9f6ab8ff83,N
b031da7ef4cf455f57f8eca878e25440,N
2ae9f582bf48ca1662c47b1b742bf31f,N
f16a616704a3b5a4669d98068dfdd1a9,N
195f2ace35568667ed09aaf5aa7f4852,N
8099c15e39fc47ebb7f01a2ceed15c97,N
47920ff50b0bd5691150453a9f9dd09c,N
1871386cdb778d2f8e2803a19892cc31,N
bbe157a425f2209f8e2423c57cc68c9e,N
fa616d2cc74be0710a6801f7623fe930,N
4f1e9de4dde773688a5b61534be9db7d,N
7f54ceb8cfcbcf5a4b5e07af9dc264a5,N
96afc7490052e907ba61fd25b2ab2ca5,N
8a61d2abcb5b315c791535e582ef152e,N
1b6b00b52d35ba9366b6b1fa16d12fd5,N
6a7f23fa2e3fe4817db27f1f5b8051e1,N
c6ecc0191a20b60988fd4a2d620a9f74,N
30d678c6554a2c082292e7382fa0dde2,N
725fe9fb4e7cd584b3c366473399a48e,N
5084e6af17e2d7a18a83dc80dc4126b5,N
5d6666e823a129a87cf5202ea868d0fb,N
45b51893c905e6f161ab78e529c32ab9,N
0d6edfc994765dec8ae8ff7a5f463d3c,N
5d125bf0cd426e0b33acc4d7b74a9671,N
c4d534743134e6bac1b09cf9f3516042,A-
47c1f49773ff852e9a906dc19c263758,N
1a5f2742d023252ab462e9375c3262e1,N
14fb5d233521964a038d1615e40843db,N
401896cb05595941dc274699e529ca32,N
80ec171606230dbfb02df4e2c3fe7e65,N
c1065642ea8afe22d2653437bf3c2f5c,N
e2062d2d4110b41c32b356cdcfd69424,N
13323880dc05e32d73143be1d454f33e,N
746e09f230c03fd6a49277863c0e9122,N
453282f800b7ca6523cf89fd93bdd193,N
a4ba61b7f4afa24166dda605c0b58bee,N
fa8d19485ac91f38a076cf12b8c8c56d,N
b919375558b93bfd5a6791806a07253e,N
cce59e33bc96f60348951b710a52cf0d,N
d41c7bbfedf6da41b8eca6139a85ebaf,A-
047f4c5cc3993ec0d31257952be6843c,N
4f44fa029aa300007392c96ca41e1967,N
c139fd7b9ae25c843ea7364eb79e9359,A-
9f060ae83fca6fb015dbee7f4d565c3c,N
5b1d98f40e1ece5c28a51f5d2ce339c2,N
98412aa024e28e82b2464ecbad9945c0,N
f2069684c8233e3b086264c5943caee8,N
db05d3b6f7e8f6ca3ac99421dce3f6ea,N
6d70f138aea4cb1e5bb21b7823a1b86b,N
385854c3ed69eb343fa5c04ea01b8f54,N
a1a72c17171a7e57250eb59c8ac0bf7e,N
1a56c8e746b8d2541f75d50db993e71f,N
b1646597a8ddcf0993a6b0498beeceae,N
0144eae9d9ae72b5e57dc03e7ae67936,N
a2641be255bb65bcd3270f75b9360611,N
2bca1d5e8fa7e9a7b206f46a99607a21,N
b1937bbaa4e58ad534c9a948ab568767,N
aca57a29ce879b7dd43aba248f956640,N
699b6e068f384597562fd72c99f92e39,N
bffdb1931a6ff125dced72786605426e,N
fb328894ab19dbd5c05c92a2de366f44,N
4994aba59b81a35aaad159cbbdf7f324,N
8508b436353e1645c56510f52432adc2,N
3ecfe985ec37d8a4a498f710f3b6620e,N
cfb4e9bb85a4f88dd27614afa846678b,N
7c9228e582b3763a9df12977af4005ef,N
b973a75bd7adce7ad3ada0c0b0acb754,N
a26d36c47614e724d86306fdd93141d5,N
8a06a7862a836fed851d3e7f86a51d9f,N
8f08f88bcb3814c967337d39bfcf29a6,N
0a0408a83f56692ca7b99d0fa1c8f4ba,N
cf8556845f53e872f2b8321efae830a2,N
bdf06d4d9da5ef30a1d3c8ece2b22052,N
ecde9163eca8f715070e6494f001704e,N
31d33e886b94fed20876332c8a17e994,N
20cb55992569097fc34491500d525bb5,N
748489dd609755a2e5614e0fa7c2fd4b,N
e727f62705dd30ca144ff4b9954e821d,N
81f983dee8e031a52d8a047f7343cb47,N
cb72bd795508a084cb998229b3b6404f,N
7b0a319c35e407b4303ed11ce5d234bc,N
849050728cdbb600af3b2775e99a22c4,N
387701fcddf75df566831a4177d51cba,N
0acb6feb5c3c51dee9b1e5e135f935c8,N
0e1eb5dec2581b06aab95a6cb274e928,N
a2400f973c607d39915f7f17938e5a54,N
dff5c80ed70341a71b205aee0c959810,N
9c66c8eb2d1d0586d62d04f91e0d0875,N
182039dd40ca4119c39eacd2d65c51fd,N
92157060ba105f5d863f6f745ad68482,N
7e0039b987c1958df060ec5a73ac92e8,N
1127db7f33f0937c87d56fc207bb69e7,N
270aa4a3e583ad6aa47ed0d5af6f3b8e,N
645ea3a969591f33f2d5687f1ab878ed,N
f2975187e545e45f7b03af1a497c271a,N
fe779180bd04df403c79ca36c51da46d,N
a9bc7419f7691285a86a98f846dd601a,N
1cf7a014b33cfbd5c05d6d97c48a1744,N
89bee5f88cbe1248e268516b8ee3e811,N
6c18b13069b06f408191b7e20561fd06,N
16b42c765b8b5801506a75d2f617efa9,N
950710e142a116ea5cd3f71be2db882d,N
a16c7cf8a822c39b8dcf4f00ce6ca6a3,N
1050468993ceeeb629cfb12db7a1ef31,N
98cba905c837497969362de4b0d3f885,N
3e045dcf55beb4a822edeb7427cecad3,N
89cc43ba2cf024cd5427426dcea57dc4,N
ad9445f984366464b131c05121661280,N
dfa90dfc0191ba8e9da9c2a2a4daccf2,N
0723e23295899533037e020d713d3b0d,N
9eebc506ba8cc0e896d45078b2b5eea3,N
10af7c881a87dcb7e6159f4912b61c1e,N
3fef994a97b13e586342624ef181bb53,N
a0593f06a6f6087563d7c0600d468f43,N
1b07029408113280ea21d862c3560c06,N
a3ad842b943a5cb7dda115f4ae022012,N
985ec82653d583aa81b4a39d1b45b371,N
940c8f3ddf2db1ef8f8b686b5ca6590b,N
cedca8d53d36c549245d5c5da3d23625,N
f4a590805fdebcaf5e057ead95f55bee,N
40bc5b007abfe757916d64cd62524af4,N
d34314499899018aef554941aa4d174d,N
0561e89ebb7f9d6263aa5f7c6f17609a,N
695d814b09f4349d83682bbaca098700,N
bf69bbf71bceac310aee2d484e159ee4,N
6a3010586b21bbbe7bc8b607ea72b187,N
90cadb17f9a1d193278b6968d3aa6731,N
f2478747c2aefeab370ddf12b3428c06,N
79dc8eac97b38131c13178ecb451214a,N
8094d67022048ba8870d1c59f7976b56,N
771fb5bbc68f5f902f815a10daa9192c,N
da9dce44fff71ed5a1a3d62992cb1f0a,A
0b3b6d586081681186cfadfb936d41b9,A
6f1898eef543b74cfeef608be0fea731,N
6fbc6a605ab02816e19da47869cc9a9b,N
0c5ee9311c61656c26856ba5136d11d1,N
05aa7c18e193d7183012b9277e02654d,N
a18b48eb9de0321372f954f83cf38a75,A-
cda299e07411c869e4d68f58901ad5ea,N
58acc44700cbdcc35984af1a3635edfc,N
a071d83323c1c624f12fa68ee82a41e2,N
d628227ba51cf42fe054a3edc54eb7be,N
8f2ef93a55b1c8ecf4af5591aae009c2,N
da184c5b0a8a32d7f195fd60a0bf5582,N
4502d78fcbcd74860a972e69f2fca5b2,N
558a976d45082e37e6fbdeef85a4843e,N
4bc9fdc65fa4376d35b2d0b2b979b244,N
e8bb0b099d971635eaccbb7f96a70c45,N
cb3fd2ce65699d1dfdb0b9ffc9370288,N
9216efdecb1067047d555cfb7642186f,N
13300b9990fa16a7ccddb5150f0fe46c,N
4b160b546a9a92edf4a96abcc7f4273e,N
96303788adef573413d7961fc87dba99,N
5372bb5460be9bd9d1723c0cbe4b0a06,N
389287d2bf8e6c7453d033d11ef512b2,N
caad64f1589ab751d206f91c9c96af01,N
8d7470d52dd6adc167830ba2bd87bd77,N
c95084250a12bb36078aa7ed346ab639,N
8567a39c55f608af96de134b9763ba56,N
9e7ed9d938d262121610082297d1a8d7,N
21e3b446bf0ff52e435b3cfc78b4bfac,N
47af3bd01b0433a47bc21f7c08b8214b,N
4c0956e1794d4d548a41d31864a85a64,N
9050e5199e6310edf79d34203f5a9cc0,N
1bd4f5801916053b523cacbb543b4c6c,N
a18fa1d3a337f266b84ff0b8ef0aa0fe,N
39f9122c9608fb06f00a96c48c229c6b,N
d68ae7e6e82801bd573053dc25349de5,N
5d34e5c5252da65abac4c8e17c70f63e,N
d6c532b00b64f8b00aed05df0c0b04f7,N
9e1c798d8a0b533a61dc72b3ef095df9,N
1c5cf1516e8652611513979abede3dde,N
9a8cc636d76535ce876fd069f7c70516,N
350a5d27ca561fa776b6dbe2cc5f305f,N
840a13d187d489ddac3b75ef4012fc15,N
6c206e5b872cedbff6fb8390c5166879,N
7574923ae5e7eb2a97415331e3568177,N
27ffeb13a9836e819fd81dc0d4a35afe,N
12787eb57df3817c537cb609588a3704,N
6570347c57c687d94e9380821547c212,N
2363a3f3d514c7e08d43fd96f13a5a96,N
29dfa6fed7e17eaac42127d56aef54f9,N
c2090ddaa63cfb05aa7f6d1badd4853e,N
5ff03874ba62445f9a37e2469505ea07,N
bb7274d58a3f8435f77bcbcba8b09202,N
98e75d1e7b4d0f4f9e145bcc7b367458,N
723dbfeb267baf0b8726f05a90f360dc,N
9e3531de27326e8a4b8a444e9d09b240,N
ea13ce9a0daaaada231d79ac9bb42f80,N
ba6bb23a637b4cbd768d8498c6a4f649,N
326c9d8b29126210bc10c550d307fbe2,N
95c8c0d712a45a5788a7b7fa9c733e4b,N
d1695488c4f22133ae0f3b39b1c7f557,N
10267430c2d55723efeca6fb388e233e,N
6ffc079f0dae279ee22f735c4e615533,N
57d5c51e8748f57d2e91ea546aebb303,N
ff5b679c9ffcc4fc3d319c0449c72ac5,N
f7cc98ab0d6cd9e506a86d8585ff2397,N
47db8cacf6984e48dec0313cfdd5144f,N
6486cf1e7622dc617f691b11e7670758,N
795d4705c327213f48a4a9b57ead1773,N
fb87bb8bd52c2ea81c43ec0a4eeb473c,N
3e577c16f18f1607cff59d4e380ef94f,N
d9391cfb9cc4e363673ed89efbaf4c80,N
d377019a49422cb51035145ea055e5d6,N
f084ec1fb63ea7e196f89fb5e1e7a47f,N
e227720ddfbf9833a62ec1f73a938a44,N
a64cce66230e9ba9c620e2576065f65d,N
acc44e5b5cab39d1387d1c8b94b1d321,N
68b8efefaa4f9658875c48cdb814717d,N
921db09a6a2d6d9bceb612a6bb3b6b9f,N
db8a2dcc9ce95ec806ff8cb490dd6384,N
664f8b4a6cf8a3f8f349e5fe314f6347,N
acc74a892060bd63d32263ce08746c7a,N
4594166330f30068780ffb962f1b26e1,N
5afccfd9a7b400fd26a37c6d43a8f306,N
a4455f2a47be9b9f315b29df5e54087a,N
470be18ab91a8b64651617f9c211077c,N
a47f2843a1075f232594aa377d19ff0b,N
7e6dadf3525ebb8193dbce5811be9465,N
4e56c7febc6d6bfe63f8aa547f1d1de8,N
10f7edbad03276d4aee7af9650ea4058,N
8effa3e4ff2dcebda5a7368a0a4012b9,N
34678240d0ab2e4be951ed0cedde0a66,N
1446a4ea1c62f4fa4d8cfed7695568b6,N
819f8c7fc3a05050cf90942d74042d5e,N
6259d33f296b18243d3a008229caf956,N
b6615a06d80628f6613d851bc7e2af9d,N
15f361185b1e2c164a2537c6888f25a5,N
f50e4b6142a5cd9e4e5215ab3692cb9b,N
4a3c111c156bd0119e2aeeadbf33e1ef,N
ac69d9b6702d5144ac4dc7de183a83f1,N
638f5caac250aaa97eec3fb8d514d26f,N
277b6a9f61e5bc93feea1f4f6236ad23,N
2bce1ff612c8f5c85bb3e19dbf2e605b,N
1ec71540841fa15882e401656477719f,N
34be1a2be6ede768ae671139394e07f9,N
4046452a24a78399669c1410dca73a2a,N
623f7ecce8ad3f7786e5da5d463cef92,N
e96edffe60ef978d1f585a34264906a6,N
cdf39161d232fee246305a4d3deda015,N
d8294b6d211852a0e1966ed4772e06c8,N
3fb9605bf99e3f537f4b43925e6b2c3c,N
b943442507f1d2c3081d689b26446785,N
70a8b764b56ea31fe41d3b55a42ee588,N
0fc64948900bc2238d484a4534f94ec6,N
d1d9e1ecf8db4629f61aafe23640a2d8,N
ff3b80ca18dc869d63284d647ed31d40,N
350c20da1fe7fac791f9f10e070225d0,N
24f6db549ff8b2ee7b638b88161c01ed,N
b8815641d2980171f4098c97d20a1744,N
baef5a83ed1126faf9845c024a526761,N
3582dea0d584137752ea7c9673fdd970,N
e6324c82d33ee69a202cfde71fa76e3e,N
065a44d893889f7bc6134bdfc3a3f288,N
38b3f46f7fde34094408bcedf02a4479,N
1d58f022dd3da9a0c81708bce5377a64,N
0537c2599545345724c0f5f18e7cc0e8,N
e3c916a1d5db862c9f5a82e115416b46,N
67bec1c9ca844b0129206654a67807b9,N
978a51ac7147b5c807e0711b02ccb3a7,N
559a062cb0fb46a9520eca599dc2074f,N
6958b5d5ac4d489a7ed79ecd3b4ed892,N
7ca5e435626877aacafa7a0d30030b19,N
624ad96d8978fd3a8d6fa4458abeee76,N
6aaa63aa3753a3ea3b1449b928b5e97c,N
003b0acb3240a8002bf38edadfaa5c10,N
96c182610880fe9d375beb0162724ea3,N
1f4d08773dea6e864d86744c58c506a8,N
7eb5fdc7b9c4ef45b9f11c5b38e455b5,N
5318d0b33c091b759128f242ef61ea58,N
d53c711bec039ef36865dfbf07a880fb,N
305ac816af23fb668c5f3a16597f9534,N
92049902395437498f765b88c90e38ee,N
1c164f78ad127a25ea5189a0bd36f4c7,N
ee9ef979c75dbed546da7ca67db1b99a,N
88cc3247168bdf3c033a4775cd759863,N
99ac340106f20247e43c36bffee6b327,N
46b530aafe73686d5746bbab419b8144,N
1c524b6403006c4e0dbb0611d5ab736b,N
de2f40d06e68919ccb60af7fd85bf7a2,N
df5f320fe51cfc9a6fb3687b50614bab,N
2612b588459fee8fccbb60ca9a4eb6fd,N
3ead7f4eb067223de2739635e54362f7,N
4146de8279bfb7e436a29a32b9395766,N
99d13b405ad3ba8f52d874ba593b8d6a,N
34e0ff22445cb85433f5aae6d830492b,N
dd85f7de719711db4031aa0e2cbef118,N
521ae8010ce15710f500a5db4150524e,N
352e0e460ad8d61d853fd7caef6b7a0e,N
f377394d80c7ee3cfcb98a259e7544e1,N
1065f521f7373aa10d4342bf3c2c3a72,N
51af259efdc1c8227ace09b49cb7bb7c,N
b23295c5672f0bd5360ef76922936eec,N
108172953f362b6738c5b6900e1b7640,N
7b8e2054223bd4d9d8a9ef0d3591eb57,N
b16286f1391d6f189d751f973fd6bb4b,N
cf1dda54e05847f0ac715c2d8ddeede7,N
9e6be15828b41acd7c2ee5502e729d68,N
d9deb613b92af5e7122516123484234b,N
d8334a552e54e51af3218dd0ba7f0e4c,N
51ccb4d5e398f066ffb89f45a6555cba,N
f0d9bad65489bb99d4e9fc83c204ca14,N
60bec218b88581209f256051197b90b8,N
f5558870047a1ccc4cc4c4f62507dfc9,N
61d04ceadb7791c170379b4f624a75af,N
ffdc1c95c9653cd3029d6da66120b034,N
8b360400eb3ec838934c7fb023ec98e4,N
eb1eee55e76c38919df5926eb209a40a,N
92a31b8503328d4b56e906df602b2e2f,N
f0144620688238be7942e35a0ae539e9,N
c1a2b344e14d428cef074b0b8f4f0706,N
dd2c7ac3b2a4e7e098bd9b78640a8829,N
231e25a8dd5b17201727b1d9e5d22b4f,N
8f96eb927feb706df71fd083bb2c0710,N
3cfed852961426b58c5ddd59609c554e,N
d1fc007215a9478570975d8f1d41ad07,N
fd1dfbb1bf05858762f68c38db2ca99b,N
39489143e269cc311e159f2c4dd02eb8,N
ca1a606786d4e364ae945a57ed21023a,N
4dcb79451f2a74e747415f8cdd01f03d,N
a3b6fc4eeefe1d112bda67cd5190d88d,N
75109b4d6a97f7e680dd760704e12773,N
ddefd803b06c52b7c00fa241059b2f2d,N
3219ffb200981cc4d3ac5be765ab287a,N
ce702c89adfe6c10f75d1b5939c3ac0e,N
5aa7e5ea229b3163bd332748cbf4f047,N
e8dd746a44dbb44de51ac6c01bdf0370,N
879afd1c4a60be7af9cb52b7d9aa47fd,N
a4137bda4ee626badee4826de0219f92,N
338e8364078e9bcd0e58fca1931dfb82,N
f904f4ff6298917076f069a3ba586a6b,N
f81b4b8a840911c3e283a45caf668bb2,N
b0a1fa9fe6cfb79a9bdad600ca863211,N
7fe428ce71c0532c1208a6cfcfe3e46a,N
0e99f8c3c0f9d60e4e9451d7718e1e6e,N
423372097a20fdefe4a6a96b4e543041,N
6fe58b7942af193500049e31f556732f,N
d015fab31293defd5b12eedde4c74b05,N
d5df60930063fa2a0ca617d4aee46e4e,N
8f2c67c55eefec97b9d84bde2b00453f,N
21b72da9daf2b46c3825d574b448844e,N
27f25795967849d044a14ac61f3a8c7d,N
9e013c51c03f2d7b92ef22dfb265b38c,N
275809eafcfc2a3d079be99204c80b2e,N
24d9c98789c2a5f36fad5194e37b96ad,N
0db1a27f409b6036495e825e98bc44c7,N
8a58df5aa997248aa7a3f05cb2a1c314,N
a1b8ff82636c441c59b17e54aca594a7,N
aa054900e733e1f5408c69b57514d856,N
780c7171b27a72b3f6c16416b49d9c95,N
b5ce9a8af02293f2c08e9e3311ce7878,N
623432c2d56b02279d3e6d4f46a3a62e,N
d8757814f6a2eadb7e9b27b275b28429,N
4871353056d91c1131bb27e85cf1eedb,N
01de71b2b88aa732981a77c0bf54f817,N
46aa927a58665c1b091fecf076b0e8ab,N
3a5b4c1d162404aea58e4346c4ee53a2,N
311265fa6010a20593b4328608824474,N
cfe31c07b29758084088961869d1d13c,N
29709375abb9aff34c80260010bad9c9,N
4941a567a2c3b780d31a242301bad0bb,N
e57c1a1af72768fe99ca40d4395911d6,N
b5ed7d36bc171c672c72c85a040a0221,N
c5da93b08a358ea26bef029347650ac3,N
d2a73aecba86993e40a6969091415bdc,N
93cf41ab3aec0a81b253bd8357e26527,N
017a35f70662ac84ea8063c05fa7fefb,N
867ad7c4f2fa60e035ca76aa6f621d1a,N
74aa624befc3577e5ac399d4af4505fe,N
67bd08af397c1f8403792bde50586ce3,A-
9eef32476ec73eafa21d11fe8a0e9594,N
4c3825afc82515a61fbb5ca80689e554,N
65fb1b9914730e7703874a1d29990324,N
711e32413215d1f15bb8a08ae1684bfd,N
41a5de4918e2ca0719f441381f5c7ddb,N
d9842d4e2636512256dd0a4ef0125e94,N
262ae5ab77747ca4f394dd16a4395b17,N
6276fa9e908b6d11ab1c525306a4a241,N
fb51c0e8353588c9683a9ed8a3bc98c9,N
81ae8d69723365290c3805fb138878ee,N
482145003c02be3455419c4bdc0abce4,N
32d06e1ee78f6acf709804dc1d81e4d6,N
8cfa58c9ab4b0e4f5dec41e1747726cf,N
c1633e83f4f5c86c0e6f737510a8cbed,A
0b713ccc3274b3aa6f2454bd52d6a19f,N
c21b9e0c7b99fca3ad3feda132e68bd6,N
6685e7f8ad40eeffeb133bcb0acd3c33,N
7fd9badb7f76b2b337d366a46c825b1d,N
34a6d64a2d821d0bbd5b37f94230b795,N
eea78d4422304bdbe7541eec968b133b,N
f7a7574a90e6480035b54fc765525b9a,N
a15d635ef517fea332bf7c1f7026b9c9,N
148188f2b8949ec897c208549a42a422,N
cea56042a222697cd10db244c2f0a17d,N
0f54dc639b9dda9bb14ff9a38d24d39b,N
e43cc259ee9bdde4303c260892ce6cb6,N
d00e4691d83feade2f5002d811700834,N
2dda50301962f64a1e3782502a6fd38a,N
d1ad175b3d4229800041374d1550ae72,A-
89fba7801fc4d7c9f51d8761e9e43a88,N
f0271e18b0c9d3067044b79b555ea87e,N
cd3ba8337ade941ed332404ee4173743,N
66b9f6a3c3ef6799bb1c3a89c42df752,N
f67c672ec0dad949c74736091967b3c8,N
971a00c07fea91a863ba8adcb1ee05e4,N
b8ce455c91b94b3d99bf0eefa412ee29,N
d72b5c61b14308054f9efd458c9fd8db,N
c988413404f60f3f964b11e3d3e7ab5a,N
da4ac4583e1edea1ffaba7da9fa4bed4,N
2188f1bc2771b1562595bb41d7484f23,N
cece292a0ba8d339a25cf3ea052b82aa,N
16f9312078c49150ef866b80f485c51d,N
1a3aa93f498cc8587ba9637267819bcb,N
fb90dd09bc262fdb70f22796fd3c589f,N
f274fb395a2df9e30e098a6694405fe7,N
c341c61cffa6f5b8fe7c9a9628a292bc,N
