entname,is_bra
ef1e6fdeed79d747e3f025398fbb67e4,1
f5fd177f70c2ecaba91ed28b81c5332d,1
3923429ce4183008e6365db402a7d7df,1
da8c01bcc73d3b92d6d61eadd8b15eba,1
5e86de1bd6a1d66173b3776b01affd67,1
c67a3fe626a4a05485a5602ffbda37f6,2
b1c91db81853d041f854286639d2d107,1
f59ca4d4f09efad1b18d5d0d6730b814,1
e8d6c008e09c32263cd0abca6fbea74f,1
5664eb7e7768286ce1b8f4e2b366355a,1
ea9868ac1203db7e2370a3c990b03701,1
80b60010d53c94c46487f3d31ae51698,1
ae084120271f47d6dbbfecffa6e3170f,1
66eed25f6beae8074a47f00e6cefa180,1
22c016cf3220be2c3b0c50ed3281bfd3,1
7e55e2d8c72730540682a11e28ed3955,1
90f977114ba3d7273e35b52018b33d00,2
15b0077153b2b59c1ab5bf72785ffb4f,1
dc451eac72bf0eaefc558aee797a7e9d,1
c819ec83cdd177290f8c012c391b5d66,1
3881d4c90db9cc530962a5f4e0f620c8,1
38e4984fe418bed9faa409d13c61218a,1
24a85e9c5414b47ab3620134b12fe39d,1
38ac4bf6d1633864c0a0ab1590feafb2,1
6a7dfdc691037a623753075f1a482fd6,3
211be13e563ab5e6423c0447592cde56,2
6cb156e428c00f793296bb33b131e965,2
70ee514aa1ae5d9cb91ac1294ea27f01,1
ec9e7b4e4d17800437abbe4a1b947c3d,1
f75b2acffda05df67cffd616e38222ec,1
989488d1bb9537e74003fd394e6296e2,1
068d7277bb1d41c9755bdcc7717c85d3,1
2088f07aab9b5dde4e0e32835efdeeb7,1
6ac5e4c7dd497c691e122b03ed905e8a,3
34f94ff46cbfe11d2e5e8d5cfb25f591,1
7f722a6a78a20589372ba9af2655534a,2
80479b72959be7da11cfb02807b0b298,1
ae9d3974952c9bc99418f27590b8723e,2
4261ce61d9f4c33e80753d40acac0c9c,3
02f9121a77b6422c5e6a728e201726fb,1
6cf26e6fb466b11250cc5a5b49d52721,1
af67da96ab3691fdbb9caf27225a095c,3
f673315a0d40ba41ca0b1bb2b0501088,1
8974cfcac1e2d6005cd33d6654e1bed8,1
0ba377013297bdba3ccd28ac10d9268f,1
0a654e6de2ae0fdf79f34bff987c4b48,1
4db11f03bbd6b36b01ed12458e9665db,2
924a24172120ca5f3c4061d7cfa3f0c2,2
b8440ddb10be10904751deaf7dbcfba0,1
59d9e3d673e21de1a565a69e6d375afc,1
91799c1f181a64a5aab712a50d01196e,1
0ee9cb0014948eb6a000611ca5ea402b,1
de432fce5143898707c53ee85179acf2,2
d882822c29803de87ba292095b5dd1f1,1
ef19db3f1e31271a86f98d046ec034de,2
5f80a5052add553b366bfd7e1d4ef488,1
1158e0ff5b0e00a65c078c32e170ed52,2
c5ebcfdfdb01b9565a3ae25e7f730541,1
400fa9f150af1d9c7afcf932d8435412,1
fccfa70123d1dbc5d048190c1fa96970,2
13595e9c0e7aff30498a28d5333e65db,1
490cca9a9c8279590f6c18057111cf1e,2
c7a6e8868c3524b991de64a125b9f9ef,2
78f78e61750b0e62f93d6b6a8251feb9,1
002c2b8e30f61802e46e25ae1fa6dddc,1
8ee8afccb27fdf2af4de4ec0a3dbb4ad,1
b6ad796137840d1fd96c32d9de0aaf18,1
c218580f2354eecc8aa182fd2dc422fe,1
022500f238d196c464cc28aef312d7d0,1
53b2adb998e0f4fbb2cc11e8401ebd66,1
a697794a1e8dc959840178f88b1b31ec,2
cee7a18f4221fe3b176f3e5ebdbfa534,1
9c4ae5079cad6cc293995d9e6ab75c30,1
d676fe7496a457735599c0a8c80cc202,1
36fa33d3720f112a73cfbd10bc491b65,1
e43df889d248560a7989daef5fc52329,1
461d0afd98078e209feceaa5c66fd513,1
56fa3806ea340133cdc3d6060ddabbfc,1
1eff8ecc4ab1612e487e55ab1d7d23f0,1
9ca7bc30727365d185bad8f490c76da0,1
479fe92432847bd627876524d944c5eb,1
f76f9df147dc7957e66a1ca3b5db0db6,1
d9d8f1ddb9f29fa3b37a749f163b99ca,1
edfa060f68d7b18ee5108f16e50bd5aa,1
4e65f95f3c3de145421304e53804171d,1
523ecece677df44d2e2ea44d5b4e4360,1
94f77b7d74f0f1284fc2ecd6b736b73b,1
7316eb2d0d842ad9d33310105ead9c52,1
ff539b1a6a61b0ff85c985565bad08d7,2
a051b4f337da7bdeb0e280d2c12d0174,1
85942841f56f5c5cf6591f440108ed61,1
7ebf3e2a59e497244ae1b8c043b5f9e1,1
6be350de51fbabb218e336e70c794482,1
7e0039b987c1958df060ec5a73ac92e8,1
398c27245e03609bb853b0d390ef69ad,1
85a41296e08ade24bd6dbe0bc7daab97,1
3c31963f585935b3fd59e0629bb60fe9,1
c0c7cb2c7a7bdfa131bc2f36590afba6,1
68c7228a82a1882e9b976491d3717dfa,3
5f5cb8dd1072c2755de666136018adee,1
47b6bea12b9e0e54f24ab861cc6e72a4,1
162a0e9a532a808d9f6e96896a816b27,1
869e987476b7b7905ae000e8b1093b2f,1
49072d36024ad6fdd1d8bb2f07e7b105,1
7572f703df1aaaef31022c05d0f815c7,1
20d1e7637a51299f78a97fe2e7c635a0,1
218b5a8d391fc21730d63319c2bffb29,1
0baa783dad8617517c9f93a701b95080,1
d7eddd99b0fe2894a16ece72f5cd5edd,1
644e60b432b1e93592f2dd19e231af10,3
45576d592dc637c548f608d959f67761,1
97bcfa59ddeea60fa3dd1e517d0d05eb,1
d21c53f73b3c42d35fc896534d9534d7,1
e88a7f5fab5430ae1b2d04eb2df3cf61,1
da881e6286935c55d4bb1ec2c8c8b85f,2
91b680c2dc815d770446c4c8dab8bd8a,1
e91dd1479b718113a73335c2a49c5901,2
0937585c8ee2d35782d8493c02d331b1,1
50e5de4166ea13e5f38f0422a3485016,1
3ef679a464a06f99f8c9ab8cbbb0917d,1
6556df5b53fccc126108c01efb208a41,1
d48181126a1453a31b0a422d36b27bf5,1
631db98d6e2fd5323b6ceffd63df1453,2
75c897179d001579cee92145fe026bf4,1
ac89b0b84a47e74a6f5ce7049837d310,1
ab02d997bf65436cfa05cfb9b43d036a,1
7079b2232543b5330cdda70fd612579c,4
ebed76add8cd3439e52852159d1e33c3,1
c20e12912f718ae2b8bc11bd3559c1fd,2
3cbb829ead42bd79197d62d6223959c5,1
e2f6ea14ae42058a6abd3009dc722755,1
c3bbb562042fb5b78e643fd3cdd3bc50,1
ffa2a928383552c5d1a1fc4b4d40ec9d,2
6f564bd67c6d0a44e2fe395e5c88bcad,1
d1ce72a1dd7e49afc31eedacfded1b0b,2
0b6433ab1ad52485b5a9396782e5fc32,1
09e5ef772efbe39f6115795a40508beb,2
bec43cb38b455c3d2611e8262d1e4789,2
d0c3b86c1698f0a01fa7c331f60850bd,2
1f7c96c32cb803164d35cce42940194b,1
25d4d3219e4f667de03b93a6f6b09627,2
d7756233ed2a7359c820e035fdf74588,3
6450e02889b6d078d9a9e937e7b91086,1
906ff19545d0163a9b0789586103b0fd,1
dc6a85d618a051e069a8a7ab805a7b3e,1
44950a05c73e83631a000b0000e305c7,1
7ddf4082a28ab4a09f55395d64b77fe6,1
37cd147d9846a4447318076fb83cfee5,1
12ef6910e03db8bbc4824b7ad35fd810,1
5a7b15c9b862d8948b587ee412d18204,1
aa30d2c0d583740857e1fc3a22a7c703,1
8dcd2b66b5b25702f5cbfb9fec9ab529,1
3150ea0cae7ff0b2112277fcd3df055a,2
bd9b35424c6082e959f07716f15f3baf,1
f790bd340fd73b5ea744c2814bc96112,1
e296ab0dc4c5cb3c2540d2b6410d993d,1
87658a7eb1739e2b0e6e0ec545e7b6cf,2
a6e1d89f41bc8311f7c6108b8e61497e,1
2b5f1ec2b1dca60f203784bd7e8e1b5c,2
d71485f780fa81fdf0ab44467dfeddd8,1
0eadea17c5b754f4acb063f35916f341,1
75fbeb129450fd853a2538bde073fcf8,1
d1678657eba657549a16b5228cd4c6d0,1
a7a617f2bbc30927618fe844d26aad6b,1
bf8c532f899bb5fac9dd0b46a868e61e,1
1b88790e8a7de38364fd7fb717a74348,3
8c5f51ec17ef209f48d46d3137d36aa8,1
1a423c59935b773ae7b6018c4eabdb79,1
0b2c3a8c575d9288201ba2bcbe73e926,1
2de3220c429c71a9fe6fb4ed3b48e9e1,1
227813c5988f79741e3bc5cfb6ee11cf,1
62ca9111698b1db0cc0179cb0941a1a3,1
102765b3b99c39d2486a8743a3d34e2a,1
c138760823d3dd1226995136726dc1a8,1
c935d1308a9ab8a62bac5bc45c8030be,1
5c12a15762c68b4b4bb9b5600a07ed6e,3
c17b378f3cf624a4794931750eca7dcd,2
0c2ae9e2e789d07a1fc600ad3960ee99,1
546497244af8f2c97402677aaf91f4a1,1
7a8898f5e515b1b94cd84ff0ab011317,1
73ec9cc0e01c9f1025cb96d26cb24679,1
21557bb1083af7f1443daa02e401ef46,1
a70b5ef76215d8972736bd585bf7c074,1
74bd55a8d057d8ee37d6e2eda797b473,1
40ff5845a3ae1b07355d401aaead6370,1
59de908779e83b08bdaf6a07723ff245,1
15b49b8e4d571f80e09887fa6840a08b,2
7f00cd44dc7b910af2d6887f27f2accc,2
b9f0feda60087e4dd66bfe1e999d7688,1
fa0f06f99eec1ba8b3f37ef6d2bb65a6,1
ab1f75801285034dacc1481695f5b187,1
c0f7851bc2a7fe99b2d5b9e30b3c9e92,1
baac90e5373b4eb2242b9bf3cdd3ce6c,1
0787f958508b55ebced8ccd16787dca7,1
78f43f531f68c3b85b5c07580fcced10,1
372256071617dfb258e419b2c45be3e5,1
6fbcd0e4943b6140a4d8224902f53a64,2
1714211e4c59dc2ceb077d4614cf3632,3
289013164d38fbabf6fcc056ffdeef29,2
13d3bea196fb323c1c6202daf7ea8b1d,2
b5bfec2644b534f004de822f84379c41,1
4295f58f6496f1d190704a6d56e3713d,1
5d4a1a4b80960f1fda098b99c25879ce,1
9034176f9e9b43533e4f18c32e2d8772,1
246a6fea83c870a7c569f7b3a45ac766,1
4892ece645f6dd368bebd38da2de8086,1
3c83e1d38ce8074c43dea944f8413494,1
0304ac31e51e570d298393bff86fcb73,1
f4d17621137ab1fbf59b9c71b50e1e64,1
f86cafec784c6da14d710af315897181,1
ed4dfd061e7f0390390a2e339f7c2ecf,1
1f463e128eb14d59e9af30e22dec664c,1
2fe565fefe90d0926c144eb1ba2b2295,1
0814ac531b817c8471a46295fe0ee86d,1
dd902833b89e5feaec3f6f803797c274,2
b4a781c6a7b5c841a718081ef474dce0,1
9752e9f6532760582916757db2f1b58b,1
5e807f8b8a3cb9b23d76239c7d288ea7,1
d8fbf89f6a4dd6122dfde6addf3593e8,1
0ec84bb01e0eb5f18a44e417e1e899d7,2
307c652aed9638885b2c5a5517e8295b,1
db8d6a3162f759cce2986fe35a2d0011,1
d63efaa5b56935b475493ee430660292,1
4e7a131bebac351e124752f7ecdff48e,1
e8f07e624a79b9b80eb243b91fc34b58,1
faba5c2e6b0cdcdc084823c3ccbf9dd0,1
0f05beeba6c5f63160d3404c45527d66,1
5d410f44561b2a88d2a11c24171d4d8b,1
fddc3e5a97d10ab44783a2ece761b3d5,1
2c8ea395c5dd659cc08f911c8208298c,1
397590df4283166253150f3cd19d422f,1
5b005990b193f0cb25f6d3864091d273,2
84edfd2a6ac83a3aa06ef95b20961b1b,1
d06cfbf71f630436a0266dfa4845d405,1
96b480bdb31b55b8bdc169dc08a63fca,4
045c57e087fcf077c27846cf55c25cba,1
7e824c862270f0a48052fb5ad3f34e5b,2
1da2009c2ffc9caa7f2b674bde94d620,1
4f555ddb8585f1752acbe1cc3d9b5a9d,2
621cc4df7b5d42418f92472f855971e7,1
5b371d64c2e2dc86dc27308c7bcd050e,2
bb5d3743a5740265d73082aa4f56294c,1
955aa7d9dce312a7b01aeb616f224afc,2
ab6b3f94808620e6812a9dd94f25279c,2
629e60c232ba7d4ae1cf88c02c2d6fae,1
386c32cede4ae6ee37f02cc0213b1af9,1
b5409bb13543e2d673110e6c74068834,1
f09cfd8ea2f3ab8659a8173007fca036,1
1f0b0b84e610bd2a8e8a6b4e0c78a9be,1
80ff88da3b72f1027724d6b7e93b7277,1
45367314e2c0ed9b38dd8b045e58b6ba,1
3c7071a8612f43f2d3842894f92cce23,1
842e2cf65c16673a1b2c5d3c695b7a81,1
fc9a3fdee494b453f011fbcd220833d4,1
ce067a792d74673b6111931d01df7ad4,2
f655f0d89a5a5bf0885f49c6157cd8a6,1
a230dbf351b013e4823353c7626809eb,1
ce8ec45d6b4e9aa51b894aba64f4b507,1
584b206c18fc1d7dd04777c3fcea2cc4,1
38b5c019a5c342fe7187991d2f5e0484,1
96d425cc15c4363027cdeeb7cc10078a,1
ac44c6c55e6a039b91aea7635208a023,1
8e1bcae183a3e651ee82c3452c8d5993,1
3d6aa4bf38469fc684984318efad7891,1
13794a493b08e250e97b29bcf7054b6d,3
c8223280305d8122fee228aca3d198ed,1
bffa5facc1db5e7168dd7bdd37c51090,3
5f624bbf1d3fc1cc056984b40a944897,1
27b1199d5b39c2d3ddbefbdcbb78d2d4,3
7725792a09ab398cf515210324bd5d2c,1
eec976702cee80358709879bb1bc26ac,1
ae387e60296b0cb74f5ed38208be51b2,2
079c2cbab8717e787b28853daa9c6753,1
2ff4ecad3fb004d665987ab7184dbe2f,3
2e44032f5e889e524be86ec9f2ec6044,2
54fa80d77faad6ea4a2975756e31a156,1
cb34f382de3a811f93fd7b2c973b27ad,1
856547c8bcdb9e69a464f4ec1082305d,1
91faf7f9e8ea98d48513e003bb1d80c3,1
2fedbde70483cf301bb1a32677118c03,2
88f3f5d70bb0cb8ed9b1090760c51962,1
0b9f2f4a691241655caa80b913307a33,1
e8357e982675a6a68e75c45be4feb06b,1
a4d0326732342a56eea7bbc8fad72240,1
0ce88f8ac01e873bfd531aa9a604d5fa,2
71dfd4c21668871d6f75802aac51127f,1
900651ce9837746e90bbe2e4a6e9fc60,1
e2958f2df9b928197774fad1ad4a5372,2
5fd0bf9cf3ce8da79e1d68993c5a4930,1
9487b976a23c2c08af3c6accdae0cc3d,1
812dab5a3ba8692ab90cd026359f06fb,2
0650207785c965c01836ae6c469762b7,2
a166a03942261ee0d1c8caaca3dc1a0a,1
a156acc2acddf7697616a97f93a74c92,1
eb756dccd16034a04249ae271f34676f,1
b347d0b7fd2c9a00153d6d9f3fccf55d,2
61dcdf3999964c62c664f66f83397575,1
9861e093a2585338fe335215cca21f35,1
78674952ce845a9592828b8cc3728713,1
7acb9d5c26537a6bdf501b76233b5363,1
87b5661fe7a49922534d44925cf927ac,1
079c2f43d464def8f60bad9f21870f88,2
3f833d0d06995d42e974cf604b6e0839,1
a4ef6c6f2d510a0904b35e3a276bf20a,2
60fade8bc574c99e423e60e5e20f2b5c,1
4095c95678366ee766faf7ab45aa8206,1
3586d1a5cd5e56200600875c728a683c,1
cbdd65500bffab75d3fabfe3bd9d43db,1
4057c1dabcc450ce801bcfc70d025c19,1
4cacf8da518225e63b325af31084e989,1
36256f550cb4d31aa5b733340e7c5005,1
7a8de5b2267e098af7cb9f24e216d046,2
9d5bdb54f5adc7fd9e3ba9b72ff3769f,1
c4c1a448dfc91bd16fb1a5bd42a475df,2
850e2eb5c6afb7b8a27e13fb06d6a459,1
d0cf2bd2e2f1e9b4f172e7108402dd7f,2
479105b5970b908b06087c78dc341cd4,1
59c68452f8bf2352f4f83172bcacfaf6,1
1a85bfdc9573984a21f894d3dcd700b5,1
5a088ed50c0884f43fd4b4c48720f3d8,1
338e0292d7c0b62337563c44a49bf5b5,2
508eb3525aed615a3424c5f2b1be258a,1
89b53233c997cabf1576099ef0941d09,1
0dbab3ef0ce7f813039b958ca8ce7bc1,1
66ad9345602136764c6b5a4413c11bd3,1
b8f1fd18435a633a1d7d7e1082760aae,3
33b126dc01f551d1e581baad05498dae,1
dda89cc578ec42d7107b9158db22fcab,1
59b6a254ce33db30c6339c5a16e198b1,2
abfea64831aa67792d6e782717d4fa41,2
77518c0a125bedf5c20ae6e70cf0ca10,2
702d6d29e708829b8591e0cff438865a,3
62bcb10c96d0c36dffe8071afceb39e0,1
4acf6f94b38b3c86e632551c563b0594,1
52092420c8af8f9da3e93c50f2ae83f9,3
bf8d395b3f42ce8e71ac8b91876e96c4,3
e3ea21adfe13efef87f3f54fa7747320,1
ad5ef8949e29a5525d64d11d4dff5bb9,1
0c6e559fbcc851f3a1026565a042ed86,1
91ffc0fe922303250cd5c8aed1eda984,1
6506f047e035ecfc042182945c01de53,2
ed7bd3334c8879f1d621f6db6897ad9b,1
a7a5a57e037634edce9cdc89e7a0ef3c,1
bee0978558e96a24ce72107e5be5f926,1
d97bcaad8d470ba72efcffc6bbf3d48a,1
47651cf65c1a0e06f8e9b4c2fcec5e24,1
9fcb2f8c77520c63ae58aac1de4574d5,1
4d4e9de60afe630b1e9d501b319d6fe4,1
e72425585935f91522c6907bb0316d1d,1
ea4c5152838efe987c7d4b79d4ca4255,1
4bb33418e3ff070b78e79826355f16a2,1
288075080c29529e4a438edc753ffdd2,1
3d49d60ea66795a11328385cca35caf0,1
9060115746a43575a0ec9cef2037f815,1
d5d23739913d31619c23f6dab4765619,2
5397e015208e6a6c5993d50cfd752d80,1
63acce43b2aa21bd1735d6217bb8a8d4,1
7d8fc50484247e3fd63e4973b64fe1bc,1
fcc8a03be5619f967c47af3a02060a8a,2
e02e405466521c127ad16b400861c886,1
6f75a085721771e5aed5d5beee900a22,2
41e7ecff1d0aa9e830a522953c0aef44,2
c121490d13fe0ef82f01f2592f228ef6,1
7f6adf4a6b7fd82abf8877a3d31e75ca,1
a6254c458933a5118f5cefd9ddab4a79,1
c1e8c5ab2843f452b62b2b77cd98453d,3
67067afad035e15ca6840c7dd9582e00,2
b35d36dbc30249dfd229a2cc81b4944b,1
62557531a4048459e8d9178fd7e5c54e,1
b7138cf79c15dbdc79c8bef02fec60df,1
7dffabd2430b6b50241eec54bfc0a528,1
b535a95596ae18359d0b0d438b73efb9,1
6303cc24308a648f82d244080af00154,1
4434cad64bf6597058f33150e4b9cd48,1
0f72448ed03487f7a2398d019f2145a0,1
c5acda072318e2efb6094b6c346054e1,1
1d6ff3ef2cfc3665fd543422e1e4815f,2
86f11e3dfddf94363be02a04815c48f4,2
18c6d49626bf94e8be32b53b98a7ccf9,1
ac127f9c83a0406d6931a4c2d644d88d,1
132ad1aa1143efe5ec7498d773037999,1
72d170876ae87f474bfc410307189341,1
83173bad853d7ea9e99d39ca3df10116,1
f67771a7c6335e6cb4607b6c9f3bf7e2,1
1f10cb0ce123959d81ed84390b7f8437,1
1bc029fad4175c96df0afdc0df702ac5,1
40a511c4c027f77f79d1d9dd8cc06337,1
e16c75daacac604509a904aa62c7ab04,1
f9e87233215f0ceb6be80a3ef57e6449,1
ef6b40f9ddd18eab194bc9e1c3a1fe3a,1
bafbb6e875a2a5e6cbf2ab364e3d3118,1
00650414fa4ed658af87fb48a8f5e536,1
e8a894061c52d685bd56393eac784256,1
a2a71849652d0e961d2559b78e789360,1
bfb7aa4a13c9d05a0f0e7657b840e532,1
934d69cfbf0f1da248ddbbda5911ee7b,1
78505e304e454422190ee85c4fa19029,1
ff8a3312c43ab68f9e6c37702d2e3f67,1
d91a67057ed8126a17a71fd32565ba8e,1
4229eef8d7d9e50b086e7da47220909e,1
6b929deb9040b9885eb612f91f99fff7,1
4087ad90331c236f652a04ea85a69424,1
78fad30fb08d785829fc89beb3e82360,1
0b6d1b549ca50b60862d1a6de0b61913,1
ea67352c66309a00b2edd7fe5a6f8d5b,1
b5bfcb5ba9ab5ba1cf5022ee41d8d1a1,1
617d3cf44fb6f910c1812ac81cbaa7bb,1
1b97037462527a8258fedd264b1e399f,1
62d891e01d705e4b780ce39f260f6c86,1
60a564570e5064aba0a97180b5cd4002,2
34d1862376f623bd339ff7dad6dad0a1,1
3ecedba6c9ca15f17d823b5a728dd386,1
f7e8125a951e6b6098bb246533e0c5c4,1
7a4b61df6692d60ec67806dfe30ada35,1
95fd0f8d20f9f6f63c155c6004c6d46e,2
13b0ada5ff94b6935e6e9c35decbd7d7,1
d364ee8980b1f9d806206a8d2a46f578,1
114aa103c1ef8ae075474d069f3f4cbd,1
2a8234180ebed7e719ef261efdc1bdb0,1
c9bcddc8ba70215ad0afe37995993ac0,1
36c702f54940be7e7e9536192e68d5b9,1
49893cb410ffabcb921d9397f9d58d83,1
bc64d9254d75580f2361ac74f703618c,1
98d95b0d4b38c088107bc5df9f6b46d9,2
938979052b53a89b0d1ddf665b9474b3,1
26f4d1a8442333c0c233f905992ea210,2
2bca2e918b05e132901c573aad9fd2cf,1
f07aeb185e0dc6596b65884bc95f650b,1
1a93c1f7169548bfd6186fdec9e601ab,2
db4977e3777a12e60d1ac58174dd497b,2
c196fc3ce288e14ffd4154e469b78e12,1
96616a9033c7cf66452a9039bde9f9cf,1
64ace864fa0b416ac03cea0f85d6191c,1
e1db80cc99fe8480d4cc22666ab2ffb1,1
1e2d64c2a625a156a06d59723c66c8a7,4
c198eb3a13c616a6972266152fee7518,1
792bea3c040f56f681e1f691c4eb611f,1
96a22cc73046d1ff6c5b41337906aac8,1
eb6ed9f355b323636de80d653dbfa443,1
c7fc8689b1192fc894e8e0fe4cfa73d3,1
2b4f38141b6040bffb038f06e1dc9b6c,1
de43ee7794960e7e987e72457b7e2f8c,1
bbd1a97c999ddf5c3f9f1f22871c2b62,2
e5b70ee339932f5405ed13e85e2840c7,1
badfa84a0aa2d4d865b9e04bcf637601,3
ef3cc82731c99751f2c331d3fb0ef5a4,2
40dc3f10c8aa265cb2626f388da9d5e4,1
f7479e211b62567444af61a7c51572b0,1
e9e7ab0d5f69b022dc58b38fe8ab7b7d,1
178d5e21ceed752db3bba2503775aa8a,1
a009f6966b0cc83a88712d6cc2b3aae7,1
ab6116b1845be513cc1290cf966bb243,1
d1ec3c010d015899b866d9235dcdc8d7,2
ffc1b51ce568507dc90b122c12f5b8a4,1
706483554cba7b98f45aeb5d51125b99,2
2999aef87454dca7dd0e0e12a4b61c76,1
8d839a8056ba0b8e6220cf4c6e43bb3a,1
de0b64cee968d01b1de9bd454004212f,1
32eaadd691c33afd6c5b65bda1ad3168,1
b33c50f40ffad5a3ce853dff45ea20c1,1
4ac5ef5f3f758d681973291ff5ac7939,2
2feeb2d7dbb51ff67ee2f27e64245eaa,2
bbbf62386aaf935abc912dddfad6fd12,1
db3158d1eb135ca99afb53c9b9934c30,1
5c6f05eec78a75ca3dcb1102a0305187,2
d807fcda79852a8e61f4bfa396454f8d,1
08ddd1c62bb7c995a98f94dd4d62df21,1
099dc94a98fa22af53e943c53d2f7a60,1
72de90b224291fec788e6bd27d47fc71,1
8ce35cfbe0648ae44b721c1d67682d2c,1
63d0fb38b6e46e1764efa7c93fca2cb1,1
b80c7d6d83dec0c77a1d3f070d3e8c2b,1
ae2bd36d0e7bf01948aac4427fe327fe,1
6d56a95b76bb56210b784a49cfe121f5,1
de2da881511f1545226d72e9b6d1b9b3,1
ba914d42a10e59e6db3876b9545db30f,1
457798206f6d41fe283a968f2e20afff,1
16877f1a7a82301b5ae67cc07fc1bb80,1
cd6fe8ee7c4632c557f5037be0be2141,1
7f47653fbc86b34d7b5cd8f778ec0e83,1
3ec9180cba10827cd5810dd557682a22,1
90c4828b704e36df0d8a9bfbbd96f7b4,1
b0a0c80653b3fc3a6d648ffc15f0acc8,1
f502195b7274f5f3a6fd28b7dd4d900e,1
c40a5652867c100c78e2525bf0be5f58,1
11c4d4d87a78dfbe7645bb5ec7f4b1f8,1
682135bd16330ba213e0fc5e5728a275,1
bff60a3ff1676a7a8887f999717f9bda,1
f013cdf11110da25c3ecc1bfe6a7fb79,2
7404fcda60e2da0eea77f8e1defdab23,1
abf56af2fa140e890049d0d7db90da26,1
34a16daf137967ec342c6c90609a846a,1
87f15f975e7834e1a9dde2e973120284,1
dcb47d3835fc744686a6bf18cbb2b4c8,1
c424214d9eeb36195d28ae9397f53c2b,1
d83c58267b68c26abd5d3ab601039f21,1
2ae7586bbee830e32cd4ff25a8f54ecd,1
3b9d03224ee8e3927fd988fbadbc5cbd,1
d486e4c6f78ac823aecb09d0e91023b1,1
f0e28885f8661b59c158a5e99ba3bfaa,1
c62394806e3138984e507c1c85e45cad,1
cfc4c2b4f6c53f537b1a28ce0abcca63,1
265ee0f3cfff73f6a8b43ec9b20d4537,1
e651af827798d4c95b93f21f3951c7fc,1
c18f6cca9163dcc17e84cc2be118ff62,1
29a160ccd198412f334d77d9e79fb833,1
32606e213d2f65562a0de517524aa3a4,1
fbcee48f963ad31532c9a118464d467e,3
8334ecb7de4df3afd7001a6a73385481,1
