entname,is_except
e8d6c008e09c32263cd0abca6fbea74f,1
7179b9176e338c670d0c1471a6ebe1f8,3
a9111a729cd39d5c87926b77f00444d7,1
e34a0881322f32e0292e519497fac39a,1
6a7dfdc691037a623753075f1a482fd6,4
e58f5977fbd04d8139de29fafacead91,2
05858f7a9e0320d6e6ad74511750b020,2
e2590d2fcd670ab8ec41411b9ceb4883,2
7e0555f39a0181a48d61c4e076b8f760,1
25d4d3219e4f667de03b93a6f6b09627,1
de00e33a40a65b24da2a19cc9c5a646e,2
d21c53f73b3c42d35fc896534d9534d7,2
b0a3eb1deac3bc0be9369294d8ce2a0e,1
90335f9012599338a67ec8e3ec82b888,3
ce36dcff6956a5e5189e2466c83874f1,2
d311ada957f4c4d80401af781ba2dab9,2
5f74f606b857bb3645c4ad5c4cbd8644,1
676a3567dccb23afcd8ee001e4bc4dd4,1
b629cf9a7bbd272b7ed319bfafced7e7,1
afe575d20d9109dad59500a8677e5139,2
5b84e21b4326b70298ac1426021160db,4
6cb156e428c00f793296bb33b131e965,2
473ec1f416ff4eb60ce893702030be1c,2
f13cad6ae92818eb880db585aa66e59a,1
631db98d6e2fd5323b6ceffd63df1453,2
d39833bd2dd3a742a58b24647867cc4b,1
6ff03adc397f47b06c8ac8133f4843b2,3
5c452b8dbc0d958f8b3a7f6798cce97d,4
bb553aafed6efb734a4414e7fd85948c,1
302024c20e4573a10694c683c33d3eba,1
ae9d3974952c9bc99418f27590b8723e,2
e88a7f5fab5430ae1b2d04eb2df3cf61,1
5e76d23cfd51f8179ec1e10fa8260246,1
6d95def27ca69f97df39aa637c3322e2,2
3f7e82c584ae58a8d09773616a77651b,1
52922b6beb04108a45dcdbe85f953a62,1
ffca6c6384503c23aaff1c5a354a271e,2
d09f3ef064e8ea5194e4841833b42db8,2
6af55f18f3e6b638e51a7ecb44fe103d,1
4261ce61d9f4c33e80753d40acac0c9c,3
ebbe5fb7076355c16bf911e207c2644f,1
779654672e292ba6805b455a126b8d9d,1
bc8a95e0c8427018a7cb4e9df2ac2320,1
ba8b18d14ab7d6baced46f3b700a5b84,1
b6b95c0908e73ce04d169748bef5ce42,1
1a2610ecd771bfaad5b566ec19e7c837,2
60b097387091c9b71e3d614343460462,1
2ac28cb07456f975d3ae8dfb67008bff,1
1158e0ff5b0e00a65c078c32e170ed52,1
fc1fbc96eb80f1ddb533f1c43dda7737,2
c5ebcfdfdb01b9565a3ae25e7f730541,2
d333ea10255144678db11dd657cf63d2,3
ac89b0b84a47e74a6f5ce7049837d310,2
8afa763db4ec3be8fe2bce7babd15d10,2
71b85a90291735dab2dee89fa823a43f,1
92e6a7a06b541c3ab197c61ffc761ec6,3
e9280efff24fd72d2ce756d1510d3d3d,1
6690c3deb9c15775a2eca6ad30339193,1
ae124f970bb69a9b2e6a584591e3bf3e,4
164953a1a432a4c43f7b53a668c84cf9,1
a08887023554f06f1a4a76b21de74a54,3
4338b37954d7480cee908411bd1b3579,1
563cf27a757c2f76998ce54da64733a9,3
1cd3f9a84ff49ba3273a7ded63f3544f,2
1d0ea9dee41f226e232818a4ef813b5e,1
8a21867e6138e2f1014e01991b128b5d,2
05314eed91f5f07c192416797133149f,1
46d99eb815027ade4da79df88e4a9b92,1
a2dae6dfce5c4772c2c98d869b30403b,2
79f17b30f4d02f8c937245baecf31140,1
c644508421e980a81a51167ed09d4aa1,1
1be1e76dd669fad3bbe80da0d72ac932,2
cddb4486a5967c53a2d8fb23c13ed5fe,2
c1d3fe80d509b855fdd77e7e661777ca,2
7f32bbd05fad380735ca35b6ceb87368,1
00676199fd2ccb4e02d3f7127f80a016,1
1bc60696811f3ee1063d612c2dc492c9,2
b768be40a9205f440d1e995721aba86c,2
af3d04fd181130dd7e111d8eb20d0caa,1
8eecc8d425690b86a8beb6dc34cb6d54,5
3cb6a876800287fb57f2c05b1526a244,1
63546662b9c66322bdf290d92a4c893c,1
bd9cba2c42b3b631985befdf5427c233,2
5226c6a3b7f2467600347b7013db1b38,4
03e91d170318ee347a68b137ec20c939,3
f611c80c985b2976fa3318ac068fb7cc,2
11b6fc74cfc222c49a9f62e50b04d00b,1
3dc5348432e717a488fbecb3bdfd90d7,2
a2c3d5df677141651f894845ba36d84f,1
47166a4041ebae29f958d86fc94c9326,2
17d09b7f59d9c69b4986c8aa83a0cb0e,4
711f8b5cb011528c82427b53f75ac424,1
a6e1d89f41bc8311f7c6108b8e61497e,2
86cb397218cf79d7e87a02bbae46df95,2
2b5f1ec2b1dca60f203784bd7e8e1b5c,2
d6ebb686f1dee8daf1d815194858fde3,2
39c92803d463e981f169de2f95178e8b,1
0f2a6e9bd889ea2cdabcc329d9f2ba49,1
932408d827970e0e318870d18836826f,1
1d75df65a6ac6bda6060de8aa2db7a35,2
d9f626b2f7c262eadeaf850c01aa5e63,3
22f60d730224140565a9e8665f087bc9,2
dbb45a4fc828778c3063cef17751de12,2
2f0182eae58e04e6381859be9f13f367,2
dfb5347b3c0b56ee75f7f30624440d2b,2
4c4cbc12ff8b2fc203c3293debaeb497,2
2e61f66ceba958b252920573c922f9e2,1
b933aba8c95816ecb1d9a08cd74459e5,2
2fb1f2ab70fa0d8204c3daa3a94e98ea,2
fd21d64c2a07a5d5475cfeb186e531e2,2
62c353e8c2585d174cb908e8e6a57727,1
c459a73b34898015a68b282d6b0ce992,2
1fa9bf8d6a7ff3303d6beeb6ac458056,1
1b1985c7ba0e652b2dc2f09fbc1f52e5,2
ce141b79e3490940ea90f24ec647fc74,2
6c9e5b5c1ab0f192e8a8f7c23ca8cfe7,1
b377ae9b7d08a8e2ca45b1ec8b2a8015,2
829fb26851d20c8cfebd6413cedcf342,2
dfe9ca69f24fd0188b545898a05f7d9b,2
368a5e7afefcb86018d59bcda168ae69,2
82a94eb365b2031f4094c9dd0cac76ce,2
07d71caf05470be7007acf5b851dcfb0,5
8514de90dd4f5719b268d9b339283799,2
3c10f8ba068945c709958a12256fd1e1,3
953d4a43e9c5aa329166bff821d7f76f,2
40c9c78129e9a589abd0e487781321a5,1
041429184531ac8efe0773a72fb483ea,1
e0e5d766943306e4d08935a3779bca83,1
d117a64abf14366d63c0a94374a4168c,1
a4ff4f4dee3df92813fbb40d9b61cefd,2
e219138bf910eadf942f430c8b007d47,1
82d35151c6890aa188d8f62cc4413dfd,2
611b3b2dd30098aa3216334c6a13b1b5,2
8229e363860dee68c222b07deb9b86f1,3
f140082496c981c4f052e33eb5f2c687,2
ce7c0cbe96161136df3e6878f726fc9d,5
b20f4b210c9a7540ca3406f90e60d8a5,2
c4a5432f922aab22e3f5bc56d21bb592,2
5a33771f0f272390b287f45ad079c1a8,2
60ced05f6b9069d1ff5b37b8e7b8331a,3
096341ee456761127c4674fec28f4897,1
5d1e5a03e16ce5c52b674af24fa6b386,1
a328dbbcd109329f7ccc401c5e1e774c,2
566851756812dca370884222eaa6eb2a,2
8ea03f17d6e35cc7d159c7d8cc8e8c1c,1
d4e4d391529d33021c82c549f435eb28,1
a26489af406ad29f74620107af6723a9,1
729652c80df1c5bacaf1fea4e8e25e1e,1
29ceee0a414cdeb3577355a86cacbab6,2
20919c938008ca8be68b065254ddb555,3
19f69a1d975bbde39842e01e77d16bb4,2
c6df0c845d24736ae52ba2c0c3233a82,4
e27debd4cf3f938f96d25b44dc02ead3,3
c6b543e0676515d686797103652a1e9f,1
dbe5e7a1217a4bad29959cf57d20a48d,1
a530bac270da5187f78195670cfebd98,1
edee9afc294d40cfba76a0fbec477b2f,3
2d9cf8585b8e33c2c91b2f1a9e3b901f,2
c45a15d27a97dd62b3605928c65ddf83,1
05e940f0703a9d22029d5c1b95d20200,1
850bb5a75a3433055412d1bf11be8c78,1
a8d8e386134da6b042eaac944da3f79f,2
ab8067379bdba15f810fdde35c48638e,1
599d7ccc9cce3eab2e18caddccf99898,2
85abada4060345366ef99d60a615f6e8,1
1ff936a83a6e76be22ced6dbca5fe8e0,1
fae6d8003d9cbe135804493b8dc76c12,1
f288ce242c11fbd37022180ddc29318b,3
5413d3296258a63f34b43fd434227f2b,2
2b1c3d62d9733ade5cf63242baa9a914,1
583f13d97b6079488456c3b618317c92,1
6140ee287babcccd3cd5153b7f10fedc,2
c3634c5d187fd3f4089a916dc0885f96,2
81ad36dbbc6e027ba966af945d8cd948,4
0b52897a7fcca9de0039ea4a941c11fa,1
2c8c5bc3797f408b490bb38ab87daf09,1
56199a89388fc970f6790468ccb2770d,1
bab29d09465e982edf10576f8d097089,2
39612467c3c5690a044f65cd52917ec9,3
36c3cfd7ec15447cdc1049410ee7b428,2
290bc16e5539900929fd62a3f39fac91,2
ee097b9c6e47719dd377248df3edac61,1
15b622d31d43897be2b9120eeba68044,3
617e33e2f158783a055a19db340f753d,2
fed552479d26a30a078e4d37ef280771,1
5e98174ac462fb8e5002be8da2c4b4ee,1
b42fdba2726c0a883d0758a416359edd,3
9b4c0ffb359745c309c2631145977d50,2
60e8d395f1a0f56bba9819ef8a0846a1,2
3d0703eedbb623c5ae4356497c3e6f9e,2
121ab1f808970d1102965e4ec8d24bda,2
0d24cf360a1c7bd6a951fb5bf45f29d0,2
2251f63701aafac99f24af7f5626a282,2
d4e1bea8becd442b16435dec1b551323,2
1b1f8a3e06d7106468234d5ab605ccff,1
94c5e889e84700094bb4000e3745c773,3
7a4d8e9d839400c05e539f970555d649,1
75fbeb129450fd853a2538bde073fcf8,1
e9cc44f30d3ddeb5bcf8f6573a33ea1b,3
3f771e24b4a2592a95e8e0c525929e94,1
444898214f3763fb877b9b5e10caf807,4
cf6f2a996a0c7d6b8b72cd965b998f0d,1
fb109bced0ca4736b8b422aad487ccd4,1
64ac2914aca0890bd7fc87b4e238835b,1
3e2b63db2a34727f0e784e2ab645f780,3
bc22855d13aceec173dc98dd110636c2,1
e820d110a715b3495631f24b11d09d4d,2
7e87818be284f6aa2b31c736df4224c9,3
1657dd70fecbfe5345bfe83cb8e57e23,1
a4ab84d1d60db09bb8ae789eca083ac6,3
a8f801d9777862bdcc6820aeb9c8dddc,1
ffff96c5e3ec7115c5912d052b60ada4,1
92193ce8ccd5aadd234bd7ee2e62f42d,3
8864a96e33e6840974f4b81b79e8fcef,1
af67da96ab3691fdbb9caf27225a095c,3
accc912917bb848d31309f9cf8ce0b51,1
d9ab664cd111da28ab74bb19cc836463,2
1ebe1dade89605898e50c35897227e88,2
3c31963f585935b3fd59e0629bb60fe9,2
c53fa24c764a4a20583f09ca9ed86422,1
081ab3e328dfcc2f8ede19e926b34997,4
e66cbf2389fc792e7a1288cc9a7215c6,2
e6a03664a0fc3b8755e9abeb6b396ce5,2
9aa466943dfbfde20eb22d5450e1c04b,2
26a1154f2e389262cc21482f9a1d586e,2
68dd2f337a6f83196c89cde035eb3f6f,1
27b2f094fc3b54000f7d1cf901c59b5f,3
3711b39cbf081bac65e875e8a4167172,2
f6dca5ec453cfac692f513eaf13040f2,2
1c7c1ae7cbebd88a23b29993693b637d,2
14078d3151d693e395ed8d94d87805d4,1
5dfd9f14e066dd74c40c3ee72fcc9f03,2
f4f498e1e52e85923c9fa5a0975ccc22,1
93583c96f02730c8095691eae1bdc406,3
197fdaa83c866f0562b6284e38711d92,4
e305a4b9b5a442219f80c68dc2c72b8f,2
059ab74506600f2843d25362d4375e00,1
2cd85bae89b325279b6b5c2fd31a9941,1
8974cfcac1e2d6005cd33d6654e1bed8,2
d65851459568c4a9b6fac88193322ab5,3
3c6a394272d647791735837b4883560e,1
81b626ae5b772acfc8afd7e607b205cb,1
f90f0b55e59cd8536b016d99ad6f8f93,1
6410e7289d1797c4302d4c469223898d,4
0d68c6000b5b1dd2d18050fde61c23a2,2
bff88df053a9a2ca5df37ea86f1200e0,3
154ef8df910f42d5eea05780a54d9a93,2
8093be06e65a359e8e3f3bb6bc9fa8b3,1
dfd1574e1955b6bf2e99f9030b52cd76,1
bd51a2fa8fb89420d01d847b961d5b80,3
462976a6b35d3de5d96e509d6ff1e79d,2
3598526191e42babd8527f9ebe27ad40,2
3b147253bcd017a2f426948b176b45b1,2
43861bf832dc63e7a0747d0518ebc478,2
a7078d6a6589b2f800643f381276d375,2
bea5c697d052a1cfbcf491d3abd4f318,2
1b57166a94d90cb4220ef40487da4873,3
989488d1bb9537e74003fd394e6296e2,1
079f54dfac3c614ffe6d83505c82cec5,1
bb3d9dea32c43b30a4185cadd86b8a0f,2
fbf5a65d7223cc7bbb4a8d73c768036b,1
aa2816d2dde46c64ea8c8e2952fdca0b,2
22badb891a1621d7b3ffc3c14266ea92,1
3d52f344c89e2fb10304172935ec766d,1
068d7277bb1d41c9755bdcc7717c85d3,1
002c82250e9c1ca774c4729c05c8f1cd,1
056b819bf55aa19b8a2f7354e795d36c,1
dd317d7397489d0b49396d1d6850fd2b,2
a9eea42b0641a347f7bda2da8858252e,2
3df65d8bb22333af7813b6151b76bf0e,1
e81b846c6ee1292f02a69b516df4c2e0,1
1098fb2fdf20992d1c5c71563f9d0101,1
8b9b6b8ac6504360bacc846f6437f62b,2
490cca9a9c8279590f6c18057111cf1e,2
41e3d623d648abd9ae9d9c091b158330,1
226d0152dba0db0828480ec7685e0b24,1
c2b646a8fb26971c66cabb6d64ce39f6,3
26e6a5d0c877d5d054e6c0241b01a66d,1
bcc73908304db6dc82769d7023f8f92d,3
07df7dd90d43799d9b3830b79d01f043,3
dfc9fb0aeface4e721eea886a030f4c8,2
9be8208a7770e6965bbcf703ac892530,2
06f4f9f119d5db9a735cd690d87b0d5d,1
2e20d6812c277f34f40b11281218dc69,2
b53074e6252781d894d16ae43a3014e9,2
49835791243967d7d3b27be2b4b583a1,2
6cf26e6fb466b11250cc5a5b49d52721,1
eaae17ca0a8c9312d5dc9b982456b6c5,2
758022c1a012a524ead76486305e9a0e,1
4cb4b1381c1edb1eb2c023567bfd81d7,2
0ba377013297bdba3ccd28ac10d9268f,3
64e19d85e21c2513c71cf3b45038f6b5,1
0a654e6de2ae0fdf79f34bff987c4b48,1
4d072a959c6f0c034304e86968b0985b,1
1c006a5e91d06c4f8ebca9176da4b679,1
6e51fac7d40aed69c26e45e75351ccbd,1
ceb1750fe4e2246291030220fe03d489,2
150537a9566addb7fe54eb6cb4883ba2,3
64a4dfc515cfdc00e4d80e83d1f1709f,3
96cf36346a26fa93d118358860cc236a,2
18ecf634d959d2a91b9f20dc54acea26,1
64a4949be0996c76b2747d724ae514cd,2
6fab22f68dce5dfbf32d993217cb790a,3
93d71c2b2b8b586ab7bd9aaa8b731c0d,1
502959baf74c61c4997666a67598e0fb,1
b6811dc0fde74e7036798a36bf1f02a6,2
c01a6f2ea96f406d9579b23e7dffed9a,1
e14402165ddc40e50c9b3cd132c61f8a,2
0cdb2e5944564106634c55e2e929f406,1
21db112c37a3fbb029e6c43bd7a07336,1
d2a4b99dd3c56aa82911239db8c7a7aa,1
945f0b9d6eeb59e8ecb3ecbba384c800,2
0a684240142a2143f7f11362830c743a,2
0a3989c4827702f5144a1cdcb37abde7,1
f956185015619cec9f648e678694f585,1
22b061022b106c7e222978d0ce5ae807,2
30482982c9f71b44f29f2708ab9f2186,2
14e88b9e21034f49dbb2d0184d7718cd,2
e5b51296da21e420528405461e4f1a85,1
85a41296e08ade24bd6dbe0bc7daab97,2
07f06e264d5ffe9bcbe603e6c9bb0acf,2
56997b22e13671709ab9ea6ff7277c45,4
ec63eb135a7adc8c7235a6cd1620ccf5,2
f119738543338b34a325e0ef507d086b,2
d199245a862530b8ef47e4167fc1003a,2
26b6e841b34fed470c9837d9d0c62149,1
b4a5f075fa4529eaf2042abbcb4beb0d,3
af587e7b664cf7163fa409fa3d9bea39,2
b9230dfc0854e1c5bba6499ce33c784d,4
cc4b781613bfabb17953a2894243ccba,2
ddcea9f8b8253dc254f11bfaa5f23c64,1
ab7b17c9d7526cd7227e21240142fc6e,1
b19bb252e63302862a01b8d88fdfe7a6,2
400fa9f150af1d9c7afcf932d8435412,2
d8cc3785f33735235b92a4579ccdb8ca,2
21c3b16447b3353f96234fa837f0e1d6,1
ab3f88f5430581a4717735d04f86d1f1,2
28465c8f4f0e10d19438993e5d9e42e6,1
7dc17a17d672478423372e0aa4a37548,2
d92b8fa5908a766ef7227c879786b297,2
a8fbbacbb98b032ab2dae82650992cab,2
43da17f1cda3ddb994df5640739fe1cd,1
1cf26692644c2e18c07631b54ff092ac,2
e64b72eeeb5290825b0386450311c874,2
d0f93849daaf4ac54b5136778928e2b5,1
f71feb641dfad98136fa8cc6f685d5b6,2
421c286847ac2c9508bd00c216dff7e4,1
4eaa3eba0e0510b5400c9fd2bc6638ec,1
cacdee51e83e2da3e33ba9249b0099ae,1
6497bb4c2a254858269329931a21c830,2
718ef39de59e1b3a735f89a9f856eda9,2
75b5b0e414639a7ae91bef9b83bfe020,4
8e4cda3df7ff0cdd5a3baa4a45119bdc,1
4fd3e684aace14c645390a7d797ddd8b,1
6d75ee9fb9bdf843f01bcc00dfc91d8a,1
41c52740881c5537db30605100a49a4a,2
c34ef05e5b2eceffdc3fc39c9a11eff1,5
4539195bca1ac462df53627849b174f8,1
4a3b82d624f7e060cdced2c91692112a,2
2b40f8a51bbad8a780efdc37838281a8,2
bb1e2ed67e59f657655f8ff905adae66,3
8dfca432f2e59343786af3527ae707e6,1
99143b4bf77ef0c2fb834126f7d3f112,1
d68b3728ce848c94b9f0d72c155bcc67,1
31fbbee47e4a5c47cc149bcc9da71455,2
1ea5ed7f750b6bfd3ad00445e6f6cc6f,2
c3fee12f732f4d1041fee962077a3998,1
bd130081cd4b7dd7382569cbb7eafa3c,3
cc422865a6b42a651a57bb6c51037e10,1
b9f229cd5ff5c7959c257dce4b287b19,3
7cfe184a83e10addb7a1bb750f2e96c6,3
c68076317c9c8a96601b4d1bed219d3e,2
679741a2a2a55482af671102b48aaee8,1
c109f14e3dbc6e2bf87b5cdcb1c7e5c1,1
02b2f7891fcca62ca0238001aea725b5,1
80b5b70de8333b29a45e244985d2e135,1
f16b4bc96b8c8860205d6bc0325e7103,2
6a9a26ce6c656886de3b5fe241eeb255,2
f12268efba6fc8a59cfa532289e3797f,2
1d0c143c1467438e7d66d51f475a30af,1
7116a3f8a5e380df6f3348ffdc430714,2
bb4b7f6ef79dfaf36bae35dc126757ac,4
620ed7d88da97a8ff2b3b1286d5f586f,1
5a3241dc3241987b24dfd5c4bbadc9c4,1
e80fb41968bded500d23c26811cc9579,1
7241c6c7845001a63b988a026d562c9f,2
0755cfcb35d0c3abc837e0a8fd26f8dd,1
825dafa5172f0984db094c31f21d2c14,1
b8fd16daa4318c822f800b3a563590d6,3
a3c5321cfd51e16fb61c1231d068c994,3
ec9e7b4e4d17800437abbe4a1b947c3d,1
a1198a4451b69246bc88965baef9dcfb,1
0cb08f545d6b12437e1eb4838c77f484,1
48a5941947581a834ee2b85228707ad2,1
229aea856f45c573b0200566e23242a6,1
1a82ab964aebaf213f9076a63e5bccb1,3
b793f426deae3a02c546a9d80f9f925d,2
f75b2acffda05df67cffd616e38222ec,2
30808953130ad6694d675a87e06c79db,3
fdb3b86ba8ba8708e66c208cb46050ac,1
2533248b1af8cb5c243e7feea9c19d02,3
be578bc00ba4d51428a2859ce2741c22,2
681f6cd2b97625fde98627a39f6d8d60,1
eff168022406a8f83caa5266d394bb49,3
59100c02f8dc6e4fb02b5ef640a29565,1
38a2673f5538a9bf92a7f47122791b90,1
e7664f7df77073ee3374443818fbc9f3,2
be31990f95376521bc2fe2a146f87f73,2
300c244861574e63334ed99f70191ab8,1
622fc832da9acddeaa4b0d3b01241a5d,1
25a40087a9cc12b0b60e65418f9e7e08,2
a4d562d2b3bc4eddf10a021f3d8823b0,3
715aa6d9860c059584727b81a88304f4,1
782df0025e8b63104f9939ff4f9123ff,1
7adc1fb7d1a595857b20db88c86491a3,1
49a1547f765122227ce53c65bdf42279,4
43a0c5d9c0bcfed527ffa14058ee7148,2
21cf3bd3dbb733d9025bc8eb792fc340,2
d70e780b9ebfb9c892649a1bcb16fb0e,3
2574bd628f81f5ec89ed260304ba4800,3
51bccfbabdd80db44ce78350d5a6e708,2
09294bf6977fb907daa2f4d8d942aba7,2
d25ad2da8b2aad3d5890ade61a2e64c6,1
369cb0d14f57f4a1204db8cb7214583a,1
c389fc50a387fe9aed5da11bf38be2ca,2
de02a07ded1a81547fa51b681a474c8f,2
457cad7cdc87581566028040b44b3909,2
96abceb53bec64fb20a41a23ba401b2c,1
1bc4bccf3b73b0fc6387dd4a1f0b06a4,1
11c1e612f8a54592bf08435e295e6f84,1
99914be47cadfb8b9eef39c7ff446179,3
f4d820506e30c49167bc4a8457308d51,1
d05dc554f62b25721758365946002990,1
0bfcf1d36fca2466e0b3bdfbb21c1140,2
24043736a3dc0142403e9d9f993c64a4,2
139aff5d2c03701889a5e98b2dce4fa2,3
adf59731efce872960fa1d91de4f1635,2
ec4ba10eb03289b6680f1f777ea40b17,2
c1298a04aad5b79b03d666d749ed7eac,2
d0436f2591b0599d653cc0468282d3b6,1
ffe6cbf7f8a44ba3f0808299fc027cb3,2
b3ef253ea682c59ad6cca89b7d298cc1,3
89200e759c150942abd393017918a9dc,2
cd25d61ec9ad025177f301377c51f0f0,2
f01db42c0863f00a024197d95babcb96,4
26a6e66cfac8ebe1546516b5276d030d,1
bb0a5ab770476e283865c9056fde6c78,4
bed46016fbf6635028cc64b0c436108c,2
d4ea79b15729c5d0ed705d557aa91513,1
998ec705999539edb91543bb533b18b3,4
e5b42a931224663f54ad2bae575b3b2e,1
14713e576cdf995ae080c005dc882722,1
82aed8cc2a08e7ba773651067adb9360,1
920584fe3e59272d268f4f434a807830,2
f4b60a60142e013d63a66386fdc2dba4,1
d47496981e7862da3aeb05fd144a8dff,2
de0398d57e8fc42a74a02e003c3b0761,3
b0e8892698cf10bded06429be4c2d2f7,2
012638e0ebe4ce3daa1146d4f62be791,3
161b0a169b134494b69e6296bed32edb,1
e718463f50c907adc1832bd419608590,2
80b60010d53c94c46487f3d31ae51698,2
d6fc4d13428841d0d38cc0270045d844,1
bc44b7e21a1ca4c98758fe5b332905c5,2
bd9a5b32a91b2b79cc8f8f8b62f5922d,2
bfc5272e20543e7959720a90a378fd88,2
ea342a851c1f0cb3592b38481a4c7180,2
20c5077826b6daace2ba908c22d1b51d,2
85de61ca23243174f55276385b0819ba,3
6a7fc339fe369af445faa3775ce8ae89,2
a31ca54912ac2938a48b6883d421af62,5
7c1dcc2f8264798f64be9ee100b97420,1
ae084120271f47d6dbbfecffa6e3170f,2
e19b4f9357c7380a92aecd622a1f68df,5
70ee514aa1ae5d9cb91ac1294ea27f01,2
24b3775ef8c82bb1ebcd1c8407477b04,1
a179c13b1775701ee5628bba32871b3a,3
2740069c43f2ce12fb1c5d4f48ca17ae,3
565be65e936e99515b4efccdb5685eb1,1
2714a1d0489d4accf7508b6ae9949cb6,1
8d464a7dabad36d01cb8d9daf8e0bfc8,1
93b2e942778f9c65ba8fda50c58f8a39,1
95d712c934499beede53b9e77d876d77,2
a69e033841521668ce4f79ab2f77c825,1
178492eb998dc31ba9b9fc3889be189a,1
bdd750dd9c495cfbb735678ad824784e,3
75a889f1ccb2139317ecea7a12f8f0fd,1
e4b6e547c0fb8f3df48ca0d7ec0dba59,1
a7a617f2bbc30927618fe844d26aad6b,1
0f70fa58564dced52efafd48ffb91b7c,2
c5777a7dbe67f3cdf39a9dace06f0c0a,2
4fc7926a731ce409e806ffa8f43d511c,1
1e54bb7332d1f8cc77af259824d06325,2
05365699770211e83c16a06a14952ce0,2
1c101d107a8d1d8e295296e2a480f60d,1
49ecc91917b388bca5c841d0fe78df38,1
532f23db16889db3f9118a2c20f4edcd,4
bb7ea932fe536266bb17a4c798919c86,1
c9c6f3c265b862c737716243f43bfda4,2
59d9e3d673e21de1a565a69e6d375afc,2
f2c34bdc7954735d2e2a41390ed315e6,2
12609aba1c55a4df5bf339a083523237,1
48de2818cc0c41dcd252e3d227fe6078,2
b102a6dc5531cee3c8ff974c7d6e1d64,1
f481e600477765e641c1346baa7611d9,2
ee2f1c3fa89044f76ee226591eb98243,1
767dbd98c5741e6448fec1db203676be,2
5f2228ba0fc929f527f2d9b21e7d72a9,2
f02664d8367318fe6b6ea32938156d06,1
3f7d2be76cdb112f0f676198f080f047,2
b6b4facb0aea8c9df643dda24b498ddd,1
98444a8d9cfba6506cd2c9197466de1e,1
366f2797ebc243154d0991cf9d04ba64,1
f18e1bcddee64552f986d191bb306f5a,2
c92a9e2c6c2eeaac3e470c10231a898b,3
67233a348955cb1b9c80ab3ab00cffb5,2
50b45c31951cae679b23a37b47abc8e3,1
7180c1a64052aa67bdf2b30aa8190afc,2
fbb1f077718569874b7d069da08f2d1a,2
b0dbb17018c3b14041713490edef9f64,1
241774ac7b6e55af2a956d6a5b764a07,3
18b9d2d64862c0ed22caaf09c2e8ba6b,2
0b801adea34ae682800ae1be44e2c359,2
6125e25aa9fb56370cb0ff4ea54150fe,1
baa48d4364a45244196f058e8298e0ec,1
023a08a45291f1bd21a15e8c18233e27,1
93cc72bcadf64c46fa3dff1b7f22b84f,2
970cdb6180ee4fa3109b6531ac338710,3
e41aebe86b1b141cb8ca0765a947534a,3
71420e596a666fe896290a9d009a4a94,1
6fa9999afea9a0c251e0cb5b5f61cd08,1
1b88790e8a7de38364fd7fb717a74348,3
b5fe127452727bb366cb5f5c5ee3fdf4,2
e35979bf0313086a809b98da8189fdc9,1
fbd34d79d0f170e758c6f679d59bf581,3
2ca8f838be004f5c13af1235c5d0e598,3
f9730cf688d35fe985b2dc15160dc639,1
f4fe77caa5334cb69d115fdefd2f729d,1
11629964c60a31862b8725c1ee27a7bf,1
2cc00f9fa17c96c0246aea9ff05658cb,4
