entname,shopnum
a68ba959887d3817a5053212f7c628d9,1
f87022141dfb96a6d7deedb30e96de7c,1
c78f3de33cd9a50465704935e4935ef4,2
95d3783b0d1817d61bd64640a1f1b7a9,2
d6bbc11b812c82304a12aa216de245f2,2
ff6e2698050be89d0a1618ac381f6a6f,1
04136039c5d6f7bc31e96b3a8c720382,1
77e47fbea35ec74cf2494315510f71f6,1
d2d9bf5bc3cfc5923e8d5475cb7e799a,2
936b2d21d9a1e068f783718e050abab3,1
e3704416dff771bcb97f53345eb1d554,2
63845129f4ea0c9ad53127c6c6bf97e3,1
caf9dcb7e6c4091919d424533a7c77b9,1
80479b72959be7da11cfb02807b0b298,2
35cac1b8f49a3953e572910e20988bac,2
818eaf68b17f3da57005f8950d05d7ad,2
3a85ac49ba883c08c90fe693c0daf42a,1
e3a0bc113f4889d888119ad9da112758,2
0d8f24ba88cf3227806cf8b08bc5c118,1
d8d8876d417ebdf804c24c0fa0b90470,1
0d5dd726f71a972548a7e9b3eb132de3,1
576bdb3e9ce0925c174af84cbfc9e5b0,1
c0e3b0f873fb55923371f3de9e07d905,2
d175532568a394d7493fd8209e9b54bc,2
5c9526562a7ef6f22b76f3c9bbf26703,1
510912513e41c1d29357e8b813c60efe,1
0ba799808e1bc910caa3eb02520289cc,2
04222ddfd4b8b605eee31d05876e5248,1
3b0d43d507438775184d9d48a73de523,2
1b6e1bfed4d3bf40cc5b50e61f3fde94,1
5f317a0d96196a9a71a6061a934ae226,2
1a672ce315d9d0845dd6ddfb01d32f11,1
a2269070435a7f9cfd0d448462ccfbcd,2
35a0701c758640a71616ab254cfc689c,1
961c608907a830a0206d72c8e1054994,1
cfd85e03e154dab2b86911f77e7c82bc,2
dc061c0507ab243598a66cc658318f51,2
89999c5b42972b2d237fb88c6af21635,1
f2f1ef0512797cf14e25fd7afcd6a7b2,1
d7176d6dad3297331be888b9183d9cc8,1
53887dec09a4d00d8302ca42492a0d01,1
ef1decd56a741bd95e3dbb3a821a98ce,2
f8eaefed0e43fb1cf2b49ff944fea535,2
e84065f8379309d2ba31aaaf2979cc32,1
c66c9c50e7d92e7bd52f84374a3ebf38,2
7c4a6b8a42907b01879c04102569a15f,1
b75a9f7fae776cb933eb65dffec5b2d8,1
c14a97810afabf552bbeebe83932f7e3,3
fa73aa684273319d873bae7cfcadebfa,1
1a14d107f38b9e8c46f83793a89b2ab1,1
5e66f98815f0494b8ffc9f5e161e9047,1
84be69a6eb403b4e3da59ce53829dc2a,1
ece1b73edb04fddc66fee98050d27ca3,1
b8440ddb10be10904751deaf7dbcfba0,1
465942fb5d187ef6a8dda7867fe1b962,1
a5fafbe7515fb699469eda690496570c,1
ed7b585d391c4259adbc1899d787381e,2
66eed25f6beae8074a47f00e6cefa180,1
93a0491395e950d64743e83cd9e554e2,1
07a69ec1c9bf2e2962b4882ececd5b05,2
51bccfbabdd80db44ce78350d5a6e708,1
03c59400d1379a17d99941d904457a69,1
664e4bb83b7272ed3ca2c099936daade,1
0ed94c5ed1a7ad80cbd82c97fee840e8,2
07f55c7de76b19b1ceb6997c3c3c98a4,1
eb4a4d6c275ca209b390777c1287add0,1
0f6fe23695595c5aed06e098329c9af6,1
4f1fd26bef588d6d9f97eaaf4d812324,1
85fbe43c27aec7d2c607b44ddc9e8e2f,2
f01cb76848b97b45b128287ebb60e7e0,1
5f899301868a9b597b6fe8eb3fb26c78,1
57d4b3a39265e3db5ad871a0c04b4382,2
e879adee60ea2cb22804a383eb7cef3c,1
9e92886e14bad0e9f5e459c8937faac3,2
f59171f5209f4155bb32d67bb29f6061,1
a1e07309bcc5c5a9a833184299f7ed3d,3
e8ad1bbec4ef7b5fd4f8564749eee562,1
1060b740b3de3e8b0386eceb807cb8e0,1
4d7e371807f5ace0ffc24a4a59b140e9,1
f9db1108567c2a28972be992410b3ed5,1
fba7c46499486bdb2f6221c9f2bfb1fc,1
d33a26628e1cfd130c495b05ceddc4eb,1
cc4afa94808b4c36c990d44420024e16,1
8303a288de23538853c4c027e5f1432f,1
fc35df78fb930dbcfbf0833e3330d2aa,2
b1cae64f4abe1fb0634d28cac5067230,3
ae9e956e31a7860f2290d9987176ca38,1
ff861bbcb1da250641f8ca1b6ec88c07,1
277c1ef37bb5c98ea45f690c47c68c60,1
25309217bc5899dd760aac183adc11f6,1
8ee7d456f36a60fe04d63595b82c4332,1
1549d5f044e20c5c4d4f9f4fa13dba3d,1
0b72afc5d55ec9ce673458749eff3e0e,1
11c82f609400a05a17062b6a7f91674e,1
92d6f99d1b4361133a9e507963f061dc,1
951db0ad09afddd98c78873e0f437aa9,1
eb2e64cba28a2ca0b31a0122f973f2d2,1
59b2aac026523021d4672c7054686970,1
69d587a4292aa4fc8ff4ad8426ecbbe8,1
5ce00a8b9904b0bda94187ccf32b01c9,1
0e52c80d2cc06005d387b09c979c0a88,1
f3d36744b8e9053475892b95d9f42dd0,1
5589698f0e1d41c44470e685a0efb3da,1
6eb384a52da8d45ffa39c934a584e6ab,2
1959e7dc84e498b479c604627d4f7729,1
db4cad542902441ed3a19d48ca0f407f,1
09fa38ee9f48abafa7aeda2dcf1c3316,1
c98bf742d261c12fdbd778e476a9276c,1
5e04d418a5a3c0f418305c827345945f,1
023a08a45291f1bd21a15e8c18233e27,2
326bbbf06c235aa1babceaa76694cb5a,1
5049bf1425c6ae35b3e41c0cdbf55fd9,1
c54231f5e15b5d03181dd77ab86d65c4,2
eb3d828145d2c944af933c9cada61a57,1
91317ecb9b3b6bb99770079da2083f1f,1
2244d409fbf23630cc4e45f8a26eb22b,2
82df88fc6c9e8dd01ae924d1c9d9c028,2
0363941f691b0ada9075010069acd489,1
a1e3fc3d65171d07ec0574dfe465b9de,2
a8d6f68e66c94fe4ee65aad0a4e96838,1
81d899e819576d8ff03fe369b90ebf06,1
bdb64f0d37877fadd579a0f62c19ca08,1
6e526e4720b38f8fd770ef9d76aa53ef,1
838fadacc4cd2919fbb27c112dcd29f0,1
e8ce754e2e7ed338d523ee486a42d362,1
9670c602b50257f8352742103b8da440,1
9739821934ef626bf75f423a75970159,2
d7046670ef2b113bc308bf52993806f3,1
76b5eaf91833ee73fc82362ab167e11d,1
81d2bbc167f0daf534b947719f6d78ee,1
6283f8a1905dce2be3ea032d5f74f3cc,1
68f2eb06fe0d2b94bf162efd55deea6b,1
b94280c69d7c365b532ef51c48308515,1
35280162edbe0f24b7823ede0802271d,2
a866e5d66c14797f014fd34f5c69cd99,1
ea5691a2d60aab96db6cbe6cbf7235fd,1
ab63c5788f23be12aa71e6277589fb8f,1
63be1799cfe8760daeae178706a29ddd,1
922826bbafcb42491924690912bb8438,2
f65f487d01682af18cd85cad4a314155,1
c72622931b4dfb5dc3675f60ed4c7ffb,1
954c260ab965436869b6c058a85c70ec,1
2128f2b955482a0d74b4ad297c5e4ea2,1
27069aafaafc6fdebe4a896481cf3c33,1
724af492ff517f7da415b416ad4f1c2f,2
9fc162fb47210b14719fd9ab8a861379,1
5f624bbf1d3fc1cc056984b40a944897,2
f6c9d5261d58716420eab09f04e4d5ee,4
227ed88fcf446f92b43799e4786878b3,1
9e821108c69bf65b704c1e0119c8a811,1
be55c83edcb1eb3a0e987b24f54953d1,1
e32819b2d524e5646e94e78e6bd819c2,2
fcb3a0708d21392e9f8aa9b7ac0aa384,1
2f18994b2fd3973cbbf989588f644583,1
f7a224feaaea6006462cf04b7da2c477,1
820e6985b817f6f79c808a29ea03235f,1
6961eabf495de69d491c43d2be8dfc12,1
962f381f558e5f9185d76ba9eb58960d,1
ec8d3c3429a94b07ecf8e57161ad5a86,1
48aa0dca137480f4f379680c20d73d1e,1
7d108d61bfe40936aaa01f09ecd0b115,1
4f85a40c4b4c88f2498f9c269ac9a182,1
2c00c141ad25d9fe1d878e61d15ac9d6,1
ba25b0f71740e4eb7fc68cb54fc57112,1
7f49027d3ffe05f6aafe967cb6749849,1
ea197d2148a4c46405533915bf12c501,1
ea4dadd607cc71e6f50c6b204bf08316,2
5eb2bc395d2bf67e0ec1fc66db0e1c48,1
fe6102bf2f9fd73118613c0e7adc177c,3
158425972422ce0cd66e9a7b67b3d29f,1
66be6f3400f98e95fc34aafb9ae55637,1
d7a53be04656e8aca9751afa7c43e7cf,1
3352060130be67cc5399cf1de95b67a8,1
825ed21405eeefe1bf85d4f19892c9b4,1
e1a06e19ea66b58578fad417ae674f02,1
e3457d0c42a56f01e69b1ec7640bb939,2
621ec18f0a624e01aaa0dbaf5ce3a738,1
32c96e8a4ebb64497c87770e36d69c2b,1
84e2cb56dedafb8f5d26abc505fa732c,1
fc53e57e674ccd3ff438d23292308270,1
461a1ebcc426fbc55332e6001b754618,1
71c1c3555f8df9d1faf53c684c60fec5,2
ed20ec6e5d9798dc6231578e4a4574dc,2
6946690a8c96b77abc677e679ac939a0,1
d6d85f25e632619b3592075753f7993e,2
4d90b93774a360b34c5ff0de32e83857,1
eb18bd72c8a834e4ad6aab089aa2ab0b,2
cee7a18f4221fe3b176f3e5ebdbfa534,1
f402465280c0f51dfa5605df84692687,1
49a7ef12173abba441f68a56117e1b6f,3
b4b4bfb4f9c660d95de08d892a0677d7,1
ed696171b77e0609a44c19a6f205106f,1
0d8f310dd8ae50bd5ea349687856695e,1
33d3e10ba2568d934ac9cc2d034c7a55,1
508bcc1a8e23ed09a584cb54b731c576,2
a416caef2099716b949a2fa499b8d019,1
3602654353e2ec157fcd8cc06fbe689e,1
f7baa80b28b9b7477fad90fbaa8e151a,1
934227aa0b009be75ff7303d7eed65f9,1
d9e3f89d7ba1e6204560ac026cb25eed,1
d0b0b6c864e6947a7c1c42f7cbda88f4,1
f45c734dc4f5dd6221976b135c22728a,1
270d6b8201d7cf823e5f7ff381611af6,1
432aec30bf9b6a92707f69a783f35245,1
bcae52855f2f7f6741ffe31e517de797,1
0a3fdbc517c96e00086fa49690dd587a,1
b858bd4acccd2da02230820532d77235,1
c03d80357f044ce81b183bec4e72f1ff,1
12b338448a089a0bb1ca94e6b72414a0,1
087f69e93b1ceae2b207f0eb7193c32c,2
d89fbbc53cd70089ceb4de132abf5e73,1
2dace635c8ebeabae50014525adaf712,1
40e658e02822b46542ed15f86bffc2b8,1
41bd84224aba86bf16210b34b6e94544,1
a737d171bcb74bdd0d03a89d131df442,2
21c305d4dcdedbeb3669d34b7f6a9f70,1
877b7403034b64feea979069380e9675,1
0159d100568ef8191360f42372aee3b0,1
ebbf3c5aa96be2e4cbeacdf5f03c2889,1
f62bed1dab2dec37e8a41ec44de8b2d8,1
654145d114e77b8a314106df571c047e,1
e2eb7449a0b9c9d5f5aa4d364692a4a3,1
47216199033de5677500441bd163f224,1
7b919362f374647157baeb371335367f,1
c0049f7d27185730bb3950826c2e6a33,1
ae11a57a55fc409f7c24a55f8057e244,2
58c16a077ca21ccff344cd61ce75af51,1
f2846a90128a828eaced0780e4df94b0,1
f0f8b05e2ee173f18ede7fa2bad0f371,1
76f2d749ed06161c6d2dd2ea0058386b,1
6b16b226287af264356dd1d845c86b80,1
1a921846da620f1f30f283f6d00721b6,1
8e9defe67171661ff8a7589a97426f62,1
252808c68726f62f702ba2e10af8d729,2
d00f70d0559c8e7368dc20435e044c94,1
68eba8023705462dfd5762ce753b8f05,1
93b7e0189d304bea545277f77eab774a,1
7860afbe5eaec332620bad27af5a283a,1
dab092f9ade080c68aa6e89c3748585a,1
3019a9d5e6fe724a4e499c2e7f182d8e,1
45976a102a37394fcc1f3224dee2e212,1
6460758b725fd442b97322ec3224679d,1
82e111eb6e4321da5b64558562cca356,3
4d67116f0ac830efb4beb0fbebb91adf,1
890721d92096a6c6d01a9e89280bca50,1
1a8af11a83dc79604c8ae23040f9f495,1
0d1dcb8cc6c3dc2d0bfa530dc6fd93bb,1
675e89134c3e9ff8f1d914247b74bbe5,1
783df1f478d5221bc9e4719322968ef5,1
461b861d228c030d6a75bb7c3824fb00,1
3f2995282a13fd9fff92d18615c5af36,1
1c24a38a32ca7780a214418c1a7a5959,2
2aff39fe100c45ea488b535e716542d1,1
6228b5745fcf0c652eb9323830fa7130,1
6903143b979fdbb189d7337e004846e9,1
6b717b7b488b72550322ee114d30ffb0,2
d30a22d05c219429e76a2c0b23c416c5,1
4ef85a060dc51174fce8fea4eca12beb,1
f7521a585a418827b1e77c02d0459911,2
f51d4827fce0594260d41ab670ef8594,1
c21229cd4e81079455336254218e19bd,1
49d8eec08b4deb63b6092a7c780d15ab,2
12d16e7a0cb73b955f5c73db1a984d18,1
678c1cbb71850397549fb1ba9d6a09d0,1
fda774702edbd8b449785395cc6f2225,1
1ae2bebd2e8411fd437a2ee65f1d2190,1
978563340d0744e1d2a4dc034f0e1e3f,1
00b751dc3b694755c35e109fa69d5b61,1
900651ce9837746e90bbe2e4a6e9fc60,1
9d990ad8e89b7ffc4c51a5c66160f590,1
39c92803d463e981f169de2f95178e8b,1
4c17c6ee4a230e6d26db3e6392ca88b9,1
d784d0e75a65faca88df32f0705a5161,1
3a77de438dfb07ad67918edf43830fee,1
fb2937c48396f98cb52a0ab763e935eb,1
8162d1c3544ebae39459d995ae62dfea,1
e7fbe90da4b2a641da08695bc44105c4,1
6ff03adc397f47b06c8ac8133f4843b2,1
e5e5e55403cbcbc156db849897d92a26,1
bec43cb38b455c3d2611e8262d1e4789,1
f64fccc43fe0e22a8ce7bcb03052ce95,1
9239a3309f019ccc407cc3cc5c46143b,1
c094ae0c0469aa9bc089685361e5eb24,1
f8484d8e22ddae737143aa6b0629819b,1
8c173e3d35f5ff1442e5a848f8b691f2,2
dbba8952a9a90595d7ac6e1c5b5b9b19,1
2393814d7b119000c5bead0c6a2d28d6,1
62cba89d22302d2ecb2ddfd224e9480d,1
f0fc856f4f7e6366712690b8182ff1e0,1
c4c45b62abb496292047f761d73a2227,1
6db1206d55e7273f2f91c983e43de68c,1
5adf96475e6f5ce2cfa09d6377b8a2b7,1
92ee861da540bd4f4babd6b90089b0d5,1
06dfb399528ec9f4efc6ba263ca4acc9,1
3b991e9d1a028986c40340b2e315e53b,1
abd45d3493cd427ad5106ffc00282a8b,1
31ee90cfa10c74849d4c1a349a68f652,1
1f1dbb02ac621fd9bee011ca7680a242,1
8cb9e3cf3486c828127a47129c7bb0c5,1
bdb7fb31442aeeeb8a5258b255f6b7a1,1
0561ccf6fe94faf77449e85ef63e025e,1
afbde8bc54c62fa09097740403a34d10,1
bd9a75b74007f4c954db1fae6b90c4ec,1
15c8b8648badde5483b97023d9560fec,1
9b892672b2fa73c56ca03faac231a028,1
bc8611338716fdd52882afb6bbb182e8,2
2a5056e5ceda3508c7310c30ae7a7601,1
a69a75723bce70dd2125f0a6b22f88cf,3
578ab9b4b6b2a166263065615009b883,2
ee7deb24655709099e89c168452b44a6,1
d1c35281c2a33d395fd2a690be1ea1d1,2
06ed2ef044d5ac4a2123014c4b550073,3
e2249764adc84afe0bb4b4bd61b4e5b8,1
8697913d4eff73d65f6980e1cf830c84,1
ae143f0b9e57571f8560d7e988a66fc5,4
e6430cf2d42e4d0a90bb84a0f73eb611,1
90816a8b3859a78ddc88719325419421,3
8f6a6438eb1657ee4a3dd5592f189515,1
f900931a416111048d937e0b0e614071,2
b8fe2787089c5cd61df2eed53c9bb10b,3
470593b49d79102cea3e8604f5551685,3
b67db45703106953188797f4bc7eabb3,2
1e4eb3ee9b37147b68eb745ca4e49a44,2
aa9dbfd085cf4374ae269a2bf638ee65,3
afb19f5b325c539e23961346d9b9bd59,2
a8145a0089daf51e948d0bdac4142132,7
db6ad991b50d502156006f3448af91b1,1
7d9299b56438f3a19c22ef8628c93857,1
dde6ca3c74ba8426e023f8abaa207ecc,3
3fdf1b3be97dd8652027eec4c2f9e392,2
ab32b7d9f6720fae1586b91244fcfa56,1
c4c5ec16591bff3f512a5e1f004dfa12,1
086326fe89ba9273e3323df8f0c164d7,2
90bc6e514c1e517acc7524793f98f96b,4
d982c445d000d3c57844f9f2cf533a43,1
0214343cf357912946ca37435e605ffb,1
e69ad0ad4040b7af865a7857e8935b68,2
70dd02f3c0e0150b26a44a25eea06315,4
ad56a0898d06a4d2e29a5cb4d31d4338,2
79e69be1019fda67c02bf2b129875c08,1
218fb5205060f01c456ea4008923b698,1
82294419ff27c373973a7d0a472f61af,2
aabc1d762d59d909d072074422039fc4,2
4ab3e01dd66aff87841c6d78ce7b03ec,1
851570300c989f50d0bba2a1fd8f6d5f,1
d9008a90135612f4d76bf3bc2ecba2fb,4
417eb2a8de635dc5c919a74734316b54,1
a4f2500c6c1a1bb27e81fc8e96887748,1
db9135e50e48174a4d3684bce11908a0,1
91c34000dc6915516b8232cc2fedce22,1
913686648459fd1f08d7799f20892e57,2
1984d01ac2ea37753c76a02f3d554a27,2
39ec4669813db2137745ab7764fa062d,3
b9aa71f76df76f8c707e03a2b98c6502,2
e3bc2a1f7148af945ffae5a523ccb31b,1
5f2c05a70f45bc1889d3368724262235,2
f693868334018ddea387a4f54fbcf367,2
ba3cdf168d3e26c3b483c324437741e6,1
3ad798d128c34d40f962cd3f12b36054,1
789a5693e2417912193053cce938e015,1
08ec41cf96cd264e16fda11ded75d65b,1
8c987dddf97c5493c9f30c680fbb1da6,1
46808afc990f9e531c4af872fac6bdd0,1
90796e305728a95890fc7a339d789195,1
8fbe8fd72d9d7d050f8cc3fcef324379,2
6a7e3e475d69a5fca8879fbaf719f947,1
c823180a6cf968dea56721c6981fb7fe,2
e9864b3fc6e76e5cffa9b59eb304eb97,1
47847ddd09726e872ad528bd17bc0cf5,1
597ffd7abf9c3bf2864c2a6c9a290cad,1
2dae07fd524e9ce24ac745094aad0e05,5
2baf5d118ee7a87ed7b43fc0f8bd65d8,1
da74cd310f659e1361383439b45387d6,1
45d9ee8374412be7c590e56d445d5c00,1
599e1dfaca5764c8bf1686381e8a8614,1
12be9c3a54ca58c235c9ee3123f540b3,1
f645e3839d0c21d046afa3f987d8b22b,2
afcb28a9e837cdebceb0d518460cb991,1
94e052875290afb9e35d255a49155218,1
3cc514f3d10246a9e0b9bbcffbfca264,1
4bb02f471f3daed47f8c96f092d1aae0,1
dc68a186e0546fc5ab3c9c9d012fbc71,2
473c3fd410b9dd0a8b65a43a9fead16c,1
db5cfccbdd2d4d3d40a7cf6724d6c154,2
0cdbdae96a3c9a5194f0d08f8e5ad076,2
d6872d3a58678bb7e5624e71b14145e3,1
280542952cb4db63859f0b377457aaec,3
4d20e78872bce7e5be7e56084dfe085e,4
710009a8b2c7f30a5c4100d2619ec533,1
880432796f813ce970f228e21b8a17ae,2
1ac794c4318fb4bbc80c991ce57be1cf,1
4930695d4d730251fbd33e4f0409afcc,1
998780fecef6093b1cb9751227308e81,2
c20a4fb7ef877ea6a07b3e4fb7b56891,2
3d45eba10cd84c015c875ea79e559d48,2
1c4937e8bad0a835feb517b56d5138b0,1
fa8aa19bd498b4b24d9bd65405ba2024,2
74773aa9737e84b31c5a2b9a47822bb6,2
baa5a1579568582d32a926ec6af7cd11,2
9ab96fb78ccb6f539b392aef11cee937,1
20e6c67b8a8ff8309837ce2c1f2b9a43,2
839015d58ff0000683f1462d263aecf3,1
113697cbf269afa0793311e959647199,2
a16be8c467dd59350d256514b3732322,1
c799e82a87ee2fcb744a42114ae05e8e,1
956923a092d8c24d984d78af1d431a6f,2
db757b827becc48dce3d9ea08e6dfc33,2
8cd2582ddbc584fbcec461ee2076bf22,1
c66dfcad70da0099257f6cbff49a8064,1
5f9adc3a819b0e31fd06e3bb47e90334,1
b5d88a79536c3f53b58c91be6175ec18,1
3c538b73280987ac8845c4e626490149,1
f3f9c9c164e52236cb54c46759ba8d01,1
154f4ecae45688d3aa8fd225cf41d24f,1
6f5752a8c8a85fb286b6f35adc77e6f6,1
18c5fa7fab62d57a6f6d672e9d1a37d8,1
30da5b1b7da3f067c4a3e605842ca0df,1
bc25887e94cf9196834a1107997f2423,1
91d06ca563dc82b505546cb71c42962f,2
75d66bf08e548ffec263488b2b124c90,1
fec18c5004bd88c46c1a2f065ce1c272,1
d6bc1fd3f2953bd29d4f7714d57ea3b3,3
bdcf6c3750dd3b3f9be1b45aa81d87c2,1
6e676c22534420c58fe2f915c4088059,1
22318f5585d1afd053ae4f5bd4be81a0,2
d49fc2e5a0d1d07ab91abbf81631a8ce,1
84344b238c5ee6cda2f58a19530ddcf0,2
d083b024ff544747985c9ee8d33ea071,2
8c7cf92662468589126ac39414db2544,1
3242525ef7073be3a0ad5a0a8ee01979,1
bc10a3b87be300b8715264a6c5324e0f,2
133c5133162baeb947c47079521eb797,2
d7b8b2738a31b1d42dbf7e2015feeb6b,2
c6006baff74787d782c07ee3890219a1,1
42129851bc12f3df0b9e11f0ded657a1,1
af226473766afe1e9eaa10385715cf58,3
ea022439d32e9bb5411aead98a2ed5dd,1
