entname,idom_num
989488d1bb9537e74003fd394e6296e2,1
2b1dd3a5165bd863fdedb2d8cb261fb5,1
7568e8f455d525d96a8269fdffe70c30,1
beb92667dd904752d6d6e789d09bb77f,1
1e8aa851f7289614ae28b35cc763ef0c,2
de3d3d6df614e3fa39fefc5858b4acea,8
2445f31a54bb37734721b99728849212,3
cad73996e50b0eaa407b2089ee15a226,5
f37c2b7a984c53b774eb2755d3815bad,4
5f624bbf1d3fc1cc056984b40a944897,1
06b08126eb540559461bc7aba032e692,4
fd4fb7f50077fbe3d608a84be4ac2ad2,5
4f555ddb8585f1752acbe1cc3d9b5a9d,1
6628cfca87ea5afc84b36f59d55c3513,9
84be69a6eb403b4e3da59ce53829dc2a,3
fcaa8a39a60ced08964aca7967a34311,3
8556d74e85795eb4b8e04347567010ac,3
d2d9bf5bc3cfc5923e8d5475cb7e799a,5
f969db5a34cd3cb9f403021715250dec,5
e3a62557f01d04f29d04170bd1a883bf,2
c5fa3ff632d4534a94213d1612079ad7,2
354a60c297a964d4e340cfb78246a179,1
27c4d9a3d9a104af0932251da4c96884,1
7176ce772ab5296ca019749b4e15b157,1
49eb3e0b4334deb254aac8de976cc22d,1
1a2ccb18a8dce5d96c090e4abf71ad25,3
8c4ede5d4cf8b78645421c5fc2a3b572,2
74e1513bc6b2081c807bd7f6568ecc35,5
3d747a87c2a86eed84a43b350cb51ea8,1
9b48a84c107b65e01f645c98cbad5ba7,1
4160828fa827cf41ae1977075b420b7e,2
ecfa790c29bc4c97f54869989b4ae8a9,2
0c3ec494a2b63cf02a039f20f455d329,5
6c3b2297cb3dfb172d239bed45cc2c42,2
add21d3cbecaf45b1e3a2fd93c8834c3,1
1d53cce3b7543e06ff6c4b7b750ec3bb,3
809f6363a1f17a1f7dc3cebf2539b229,3
8ab7cd17d61b7acdf9c2bcfb4c71277a,1
3623bcb7eb8cbc1fd840a8e03b54762d,2
4f1ed432c13d470c14fca3eb956b64d1,1
958fe064dbc53bf808fbdf8617ec47b2,3
8f089a1d6268bbf02f1bb7170cbe817c,2
5ffc9eed3e1d3d07235a74d5b6a71f4f,1
7faa36a70f1ce43056b3f154c44815cf,1
b298994f2eec2064333ff884b9e5e494,2
4db11f03bbd6b36b01ed12458e9665db,2
84edfd2a6ac83a3aa06ef95b20961b1b,5
fea28a745abb947b2e5f1f4f547f1f65,1
2a87e6a8aa79841274b56d936af914ed,2
6f6c86c4f85bdd78593f2111b0008663,1
b2251119c7a0ad69941e7e3fe415962b,3
d1678657eba657549a16b5228cd4c6d0,1
0a42683c6e7e8281f8ccc914b78b011e,1
2746f6f5f850403601615488f935b992,1
cb7129f84944a10ca39807452cee3819,1
326a8f528f545150ac77760ad972f345,2
33dfebfca84391f8e9a7390fe4d1eeab,1
07f55c7de76b19b1ceb6997c3c3c98a4,5
99937dacd8813429d886f19e0583a51a,1
0a3d00510064135bc0f563c4c79f28ae,2
58dcacb0d0f48359c12ecf5b051cea2d,1
2088f07aab9b5dde4e0e32835efdeeb7,2
5b60c99ee6420070aa0c96a8ac50ade0,3
0363941f691b0ada9075010069acd489,1
79d79aef55a39bc9ebaa0702e7c009ca,1
3c149c3862fa43d090a92d654c600a24,1
0e19a962a54c005eddbd86506396bf16,1
ce67230813205c3653597251649e672a,1
c7a6e8868c3524b991de64a125b9f9ef,1
ca69f48eb236e2b432a7410d6e164af0,1
e7de16ca890465541ff007ba484d29a0,1
f405d6322e2cdb471e2d87eb64edd428,1
8e37571a913778901ee5c6e8849d833b,1
b3224cb2d1f8185512de46e954fe86ab,1
4a821aab5bc61d35ff3e9cf992cedbf4,2
833348005458b167dfa62ade1742aed4,5
dc451eac72bf0eaefc558aee797a7e9d,1
b63599f0fa39386ac250cea5f4c8c18e,3
7d80ba1af91f87016a1cc40e4bbfcd66,1
079c2cbab8717e787b28853daa9c6753,1
01586f67624e5676f5418ec4b302ec0c,1
cc57b33375ab86641806dad878ecc511,4
d3b10eeef35740ee3b6c4cefbf46b7be,1
5b9ccf9d0ee76f128e1b96f07900199f,1
6e526e4720b38f8fd770ef9d76aa53ef,3
2193a924910b17e84d85bb1d2425b9ab,1
319de0eb38b24a86b559bfee36e57723,1
39309dcb95ae702d697698f6c2cae63c,1
b3c104de22601e55e42cf2410282aa57,1
5633b957b4bb518e073653d0e034d8b0,1
81d2bbc167f0daf534b947719f6d78ee,5
4b50946521d3795ec0f92c17fa608ae2,1
8dd80b5afe3dd58f6bee2a23d4e0ffc3,2
c959433a0fdbe3b7c5ab028c805173a0,3
1e4dd5b9c33beaa9b56aef1f11ab5a6b,1
fcce2cf0ec9b76a27d754446b6ddb498,5
1666f923da365a212fe93d5032373fc6,1
810ea37c93c20f9035b50a3266262b4a,1
088f192c50125943986f28205eae94d9,1
ba44d60e0fb63ba18b5787ffeeab7581,2
936b2d21d9a1e068f783718e050abab3,1
e9185c3fca156a4e2a0f183339f65eff,1
da018dda0cb0a456502ccbcd77951839,5
1864011bcbe22669454879d853a06254,1
5a838475234c924d2e679b96b9cb78da,1
ef0fbedb56e247beaa9150ab120382e1,1
7d52b1239b1e16fe58d19ec7a615eef1,3
6460780b937416fe8eb49eb4285a6b52,1
1cd2b00a78973375fc8877e6fd55341f,2
9fbf93bf176eba26d52a2b83378fd17f,3
80b5b70de8333b29a45e244985d2e135,1
2850b86af2613eff1297f5f10b58a34c,2
ce62400b28f5f097070e6afede68d321,1
078b5b3d130f15d984a522efa49c8356,1
91317ecb9b3b6bb99770079da2083f1f,1
8bb4e2ef3f504580f36e8a4c95f42bff,1
e946521fc711dd2f7b5deee859e10ef8,2
e3ea21adfe13efef87f3f54fa7747320,1
daf077377138c41eee2f0d0d45ca86d2,3
fb2937c48396f98cb52a0ab763e935eb,1
39a302fac866fbf46fb79d1024845fc1,1
62557531a4048459e8d9178fd7e5c54e,4
d784d0e75a65faca88df32f0705a5161,1
f23220eb40ea647b4a1f4de174a5dc80,1
5049bf1425c6ae35b3e41c0cdbf55fd9,1
ddcea9f8b8253dc254f11bfaa5f23c64,1
8efb194fad9e93b11fa5be2bd25c2028,2
323bd2f4c333f29c68fd8dd1b6ddffa0,1
e80b2e05cf6076015d4f1215ed9a1385,1
77554d08e8f21b54d3ac80c66c80a2f2,1
4286bb4f899982ff539604409b7d7527,2
2422828be8e096ef85ce19447760a116,4
b98d8abc6ff20cda1957278af11fc5b1,1
c33d4c7ae149ce0ffd28ebb2eb292786,2
25ea70817c17ae10178eab2137948798,1
eaf026bd478a45732c4c171cc5deac77,2
4e227e0e5ba3f9f5a74368972711d22d,1
45b3e8eb253d4d22aaff515a8e60d3a5,1
944445ac9bb9ad8c1feaa248450820f7,2
058e33bc7c193202dea894b66c030fca,1
c07b66427a08dc79cbbe21aabb39dce5,1
8a5f6f40863eade9f5bde2b8e4517885,1
d62a4770f4ed95f1ad5556eeac3b9ed8,1
2d044330786dd55132b88c90044082b4,1
c420534818f6c88a576fa35dd265575f,1
752878a90a1fc864ba9ca57c23d9dd68,1
cf080147174dce2d13c2cb08aab43de3,1
d9c7d4615591a784a25f11e3b2db5739,1
f0f8b05e2ee173f18ede7fa2bad0f371,2
8c9eeb8d1eb49d93f5e56f24f78360c5,1
9509c68742e3251eaa39355a931d87a3,1
c515ffae84ec6542b8971f5f86ecd91e,1
71c1c3555f8df9d1faf53c684c60fec5,2
8dfa846dfa1b24b9fdd768dc12f1faac,1
633e39e32ffbfe2927233c25a987b59d,1
55a4a6303a46cf0495387c6032ca1b98,1
379cf980a1786c5bf053276e85fc688a,1
92afd848e8ea472657171dca0060e8f3,1
7860afbe5eaec332620bad27af5a283a,1
16cd1aa03689d3b949ad1e3846d187ee,2
72f4546323e05ba2cc89883a12963271,1
19cddf4717130b053561509f99652b2f,1
f8484d8e22ddae737143aa6b0629819b,2
dc078e20f0a892797ca21b2aebeeeb68,1
8d370fea35c0e14d0c62a198a2a125e7,1
cf8bbbf14c5c9f63e1f0200bbad993be,1
1f9cdd2109d6a4dc645d2beb8a004638,1
2574bd628f81f5ec89ed260304ba4800,2
f3a6c4183d0935d34a55f7bb50c1a60c,1
76069b134f23aafdb3ca196e31b2d997,1
0ca22f8e976c1e846e5da969fd868ad6,1
46fb38c1d4388200f288945d8b54c4e3,3
c0e837f6380585622f2bfffaba876a6d,3
dd74a7db54a7e645fd13ac64261af49b,1
4f1fd26bef588d6d9f97eaaf4d812324,1
b68d915c665030a4475bef067e2e322c,2
273b6203d3324946b922fac67e13ebdc,1
1dff5e62f4e88dbec2dedfdc8ae2e174,2
a3ba5916a3fe32eae47af71eb1d83309,1
5dcb486c3b0205e55199d8c33c77b2d8,1
e17ecb705a6e40a73da27b7c8f7e227c,2
63be1799cfe8760daeae178706a29ddd,2
80479b72959be7da11cfb02807b0b298,3
999b75fd8f688de4b9d9c2c14b298b81,3
057230383f8fbdf358578379baa966c2,1
d86f399c20c597ee3b9666927e05d92d,3
6bd4353074e616bbb60410a3cebbe0c4,4
f17abaa4a2b46c47f970dae463632a73,1
926278a728be1419bd4c9ab512967e88,1
9ecdee63d397cf12c78710ec95c56c74,1
a41afb4033167b34a06388a35c6fdb93,2
143f84a3663c12d860c0e75e4fcb9b84,1
ba914d42a10e59e6db3876b9545db30f,1
cce7d2a32d21034814b7ba0d9444df22,4
042c28228524b6a18009ca9e3fbb6f89,3
e5cc00145f075db791fe1aa57e89d879,1
51c2ba42353da17c11958fa7d7daf95f,3
fd9f26bdc22192354f6ac01336ded8ff,1
ea6da6164d29f3795604e240027a7858,1
6ce39c025f2fcb03335e4ad9efe7f6f2,4
a175058b3704af61d7593792b0fd0d65,1
d97153d532449ef47ba8cfc5ecad842a,1
8c173e3d35f5ff1442e5a848f8b691f2,1
73f6404b3b6de55a6e38316e97969e8b,1
0ecc1ae4710e868ea03ce88a83420085,2
90d2843ff74355a170f0b7ab127fa01f,1
2dcbf5ab19443721869d5298d5d79ebd,1
0caedf5b20c762d3a23b63aadb9de740,1
28abe1ab5a965edd7b9f86790201671b,1
73d01a1f787021c3a2a8be925a45527b,4
a9486e2bfbf52a2dd63a8f2083ba928b,2
ef1decd56a741bd95e3dbb3a821a98ce,2
dcc5af741843d5b0ad2ac3dfbfa6f5d3,1
856547c8bcdb9e69a464f4ec1082305d,1
4ef526272553c521d184c5ae75046e5e,2
dc20f344ec3d1abd06c42fab7508bcb4,1
ed696171b77e0609a44c19a6f205106f,2
386ab3d93fbdb48d4067b1fb38f9e39a,3
c1985f604ae9578d1f3637e6e163f152,2
6961eabf495de69d491c43d2be8dfc12,1
34d25f878a779e2ed0dacb2f9a08942a,4
a3976f1e256ce410ec385849b6b16367,3
33e55f751ee8d43f30b8664c2189237a,1
ed7b585d391c4259adbc1899d787381e,1
77804334a18481445ac00dbdfec5c8a7,1
b6a870911c1dd4ffe1d92acb1c735bb2,3
b8f1fd18435a633a1d7d7e1082760aae,2
da99d8586fdee7c4e555a8cacd7d3487,2
944f599d2de70ed3f2f8c862ce52cd26,5
d75056bcec1681febfb075387616dce5,1
86a4da421211b83c703055833d158e04,1
5cf45c0ea25ea441428a907d928de09c,1
acd8b6b143d0610e046e866e7dbf0e14,4
dba02058eb8d145591f3b6b0a8b38d8f,3
12d5f040fd295b8717438c107b41161a,4
32637dee2fbabac12e57db3e45edb3cd,3
aaa4f8d50b77a450f1d39365dc49bf1d,3
bd825a977dae272839a9506f405529c6,1
3b0d43d507438775184d9d48a73de523,1
dacdf9715846149215f2f49e686ca4c2,1
418aead60b204edef84c7ebd442bba94,2
acac8b022d0e4827c0a4f359c19d6917,1
0b277661bc40191c64010918980b6b9d,3
e8ff33787beea215369ca61b56d76067,1
2fd9db16a02482abdaa81ac1520f21aa,1
2fd7687ff9ebade4bf14bc0e1f6b98aa,1
69dfbc2541fee00bc25afb5e8c14d293,1
6041bf42e41f0a09cd0ff4a78adfc4cc,1
da2497670c131c675b17034578a09448,2
c8223280305d8122fee228aca3d198ed,3
97b4b0ae38589592ae2c177d024924bd,1
bee470e17862bcd3bbc3ff06891066a5,1
6349675eeb684433f795bb8505458618,1
e8357e982675a6a68e75c45be4feb06b,3
8fc26a619c5de1d764ff0ef5e67060a5,1
d45c60ef17290237642d3dedfc5dd229,1
1f3edab17f84c4d51c4257399b9e5ad5,1
1d0aa089ac1a7b96518eaf619ab9d66b,1
1c0b62437fab875138624b2ec3ff625b,1
848676f18083ecdbc93ce54729d5d810,1
3c38dc821291f8a7771b4bd47e7b4130,2
5a27791b1bd2c2a17d359cc967ce923c,1
21805f76223e0114054a53129a58fd93,1
fc53e57e674ccd3ff438d23292308270,1
675e89134c3e9ff8f1d914247b74bbe5,1
48ec9fb22aa3bd7b256c0d0c4477cd05,1
617d3cf44fb6f910c1812ac81cbaa7bb,1
5f679bdaacde728baafe7d16fc5c9faf,2
49128112fe381efe9b98de1782e481cb,1
1deefa27560081121a534163d3ee55f1,4
d679f21b1fd1db551f89c9b99db53aab,1
7872dd77190e401342d9ef0dd2ace41c,1
a8219efbef699304b25d16e59622614e,1
de00fff8d3efa5c69f57f9998eebdf58,2
c244cb00231c69b1b68bcd94e93cd1bc,1
4b45015ad85ba8bfd73785a1cfcffa01,5
04136039c5d6f7bc31e96b3a8c720382,1
05bca086879afc0dbbe8bc9e8000ed4a,1
fbe0aaf845c5ad4c6282cb46574d7f3f,3
9fb27b2f409437a00035da75999e1d40,1
ad0638f2c209430a2983a24abf039cbd,2
ba25b0f71740e4eb7fc68cb54fc57112,3
aeec6ecf90b5b4e78f4343b39827183c,4
8c76eda241d19f1f0e2643526390f3d1,1
73765647829dde52844dd7a15be097cb,1
4c1ccf03b37f0be1574df46c065b5c4c,1
b3c0b670265ad4a6b6dc2164031c4f29,1
6ad842dec6d6d8963a118cc5991505d2,1
d882822c29803de87ba292095b5dd1f1,1
65c0fa98ccd517ec084f893e66ad6812,2
eac56300e41745296be4af66e380522b,1
ea5691a2d60aab96db6cbe6cbf7235fd,3
7d6c3257a0fa4da9ca1675d76c01ea8b,2
13a9bb0ead00d3543256bfa687f4d6a2,1
befe2b264ec98cb25434a9baa0cb7b68,1
8fce11f978f55b1f3e2d1157b4db846b,1
cee7a18f4221fe3b176f3e5ebdbfa534,2
e51d59e2528026acdae6cc84f9657fb2,1
a7ba4fbb1f4326540960a1fcfeb79676,5
c3b4a4265c53c619776ed577b22a5603,2
5f5aa66b5cb0470d8157d5daf3cb1248,1
4d7e371807f5ace0ffc24a4a59b140e9,2
11a8ef3b48e82875507dc54cb14aaf36,2
76a9c0e4330346274fae2a4397514e91,1
deab438be94efb7f05781d588c86e515,3
521d240d60457e9b6d77d8c291f9cadc,3
c3664a5304389aa0239ad2cb92e61826,5
e28610a3b90a7fabf7db76e34bd847ac,1
2772cf29c497ca39beb8d1db3784d2e7,2
4ed9cb1e0465f2199ef4d8784e200239,1
2affef98c38f58e74c004233810ec8b6,2
c58d6c081b23fce8e8930c17160e8bce,1
a1e2df96bc1ed61e0db5887d21ec078e,1
062ed9397c45730095a75ecf09827465,2
5b555470b8bb10fc9f9ec6dfa73f18a4,1
812dab5a3ba8692ab90cd026359f06fb,1
1d338660452c90bdb8ddf79c81741039,3
602d084b76001454b1d7a08f5f58a60f,2
4057c1dabcc450ce801bcfc70d025c19,2
7bb73195de595ff7b16a8ca78876e8cc,1
79a9a8182e9fd54cf5867e75c67614ac,1
61ab7a85b27999b2275be4b2904721bc,1
ad3037b460e35ce88b6f9137c5ff7aa7,1
415234be1def57c901d5859c77533fde,3
a59e9e7bf5f3539e0a2ca80c19715b9f,1
4f5345a31a876b9b089ccf9f57e543b8,1
a68ba959887d3817a5053212f7c628d9,1
5a7b15c9b862d8948b587ee412d18204,1
2029e5672c8b19f2f5b3ff99a6783f8e,2
d48ebb3a4c3c83e32201a1ffeb6351ed,2
6bd91469c0082c57f110f584b51c3f06,1
86a8e54301b09121691ca2800d29b7d7,3
8cfa641c78c58b61440df0324d55196b,1
019a6e2c11effc745f0bec43573f20d5,1
460b63ca8f13fa6646a4c88f578b6d10,3
cbb4096d9ca013502a0b5340664dc770,1
c09042462037e241b33a9e021f49eec7,2
60fd367951c15afa1c14ec82cac54fa5,1
55de2812372236daaea24718f8fe94fa,1
cec44b5639b959db6b1be90bbaa48eb9,1
80e28d090ef478420456fabc0027178e,1
938979052b53a89b0d1ddf665b9474b3,2
ad6b591c6034323b06dcc5783d366dbf,1
4d311aa6f87d55fd7a205c7fb725bffd,3
3c5ee67eceec649e0828bdce6d293d00,1
642b331329ec2a52e0e30bc7494b3d58,1
efa0be9f990a7a2fb454db5c2dd16f73,1
f7baa80b28b9b7477fad90fbaa8e151a,2
ae2cd438e4b5318a726970a8c1c6b8ec,1
5ce00a8b9904b0bda94187ccf32b01c9,1
209ea9dc66065dd98729476478fc33d3,1
558f2ca3d454e8c4ee7d2342939e13d6,1
35804b4ff7b51424ee54c992bde054a4,1
26f4d1a8442333c0c233f905992ea210,1
abd45d3493cd427ad5106ffc00282a8b,3
0785be294f3125e6fe9a5c86da9b9b87,1
d7176d6dad3297331be888b9183d9cc8,2
3a2b01229b68ebae4f02c7b8060e47df,2
d0c2925c5af0569371b9789017290031,1
f8d3e6892a2eaef429f51daf89fac1cd,1
1b02ba07126905b41dd012dfd1301e1a,1
93b7e0189d304bea545277f77eab774a,1
a4e310ce0b7ba14bb48fcdb98a632671,1
667af183d5ff67a050ef4088281f48e5,2
0b22ea5554a1ac1a7c2e4769131331f2,1
621cc4df7b5d42418f92472f855971e7,1
d2061c3c334ec2d6c164e51bf93294b4,4
ed6dc5c0d66c7ab349d7a079c7dcd8bf,1
0d8f310dd8ae50bd5ea349687856695e,1
8e28182f44258d142298a284e897a9d1,1
429464e24d3458ed673283fb7e15fc4e,1
8a76369ebb468c2fa286c8c000e9f107,1
bb2e1d670ce2f90e698e47bdf666aa63,1
8dea3dfe126f43421785056a2ca9f547,1
91595e9c506ec2037bb48b4aea1a23cc,1
50526c73b0c438d11d24ea4423caf724,1
33f4e2fffcbd5161a97426707a60c9af,1
3a39c8e4882805d0f1da543962705d9c,1
1e550157ed4e2c8f511d969c32f231a4,1
0d5dd726f71a972548a7e9b3eb132de3,1
88d6f1db256ca82790576ee62a0b2c34,1
b581c1df85c75d251fe7040a454e807f,1
4225197c6482b0ccbe24f63104139f6e,1
3c8219c872b91376178f87c38a0475cc,1
853c142d7db0792cb992e8978ddd97b9,1
18d7d1e2ce7c837644ec54e971abd318,1
2262d88b3453d07dab5f3c62998aa9cb,1
542c6402d2bd1d504f57385755a2e858,1
717a548f262d9cbb0f7a172ace40afcc,1
d22a5b567f7049cb3254b05148143d62,1
9fba56efec2b1cac0d47e76de67b6b69,1
adc5b3ce28f4abcffdcc0a3c2050cec4,1
ec49253f415eeaf2234f3b4c171beeef,1
a7a5a57e037634edce9cdc89e7a0ef3c,1
b1cae64f4abe1fb0634d28cac5067230,1
6c958264ca41dca0ca4f3aac76b1d34e,2
5fb69c826e2828c0b9fc0290fd548288,1
1549d5f044e20c5c4d4f9f4fa13dba3d,1
db44ab418dd5e10b8dbf7ce90edde223,1
c630e4d71044c3d9b26e13480433c8c8,1
c138760823d3dd1226995136726dc1a8,1
24eca9f1bcfd5d472cf9ce46aebab51b,2
c3a3e873f24be7de1e819f7ce7436398,1
6bbcc6a07962296101a26ef4d98aa808,1
570adecd1c32b5dddf5ee7074a4fb725,1
bcae52855f2f7f6741ffe31e517de797,1
c23b02297634ede97c6b7b6ed0d8e4db,2
075584caba08abaa98245f10d3dda5a5,1
6c9f2d35d446c5f015189b640d8b4fc2,1
9b5142475b8960b73ae0dfab33ca3920,1
d7a53be04656e8aca9751afa7c43e7cf,1
75917d42544ec29c1d5afb5013bd8065,1
68f2eb06fe0d2b94bf162efd55deea6b,1
09d3537a4cdc7895ae253c4bf4e30155,1
f7a224feaaea6006462cf04b7da2c477,1
e837a18021a882b61c9a729259207af6,1
49d8eec08b4deb63b6092a7c780d15ab,3
c076f5c436920f6d0c55cfb65920063b,1
c575537995e07db2cd3d58d81c608438,1
ad0133b6aac55d1f12896e2229514423,1
087f69e93b1ceae2b207f0eb7193c32c,5
f004816aa8410c0a52809edb0dd80c8b,1
3b4f736b24ab3bc82c1954c0e05d1c22,1
a448638d64949897619b4f0894b0b35a,2
f75b2acffda05df67cffd616e38222ec,1
8ee7d456f36a60fe04d63595b82c4332,1
e898b4b329523e8d37069e988d93539f,1
edb740a25192660bed47de5817eec5f9,1
37d8bfca2922ccb88e7ac851182c1bb7,2
00a30e21728e25498e2a9d895a607bb8,2
85496bbd16f0fe3ad65f059f85fc6639,2
12e509cb1c1fceb7abf97e1089237970,2
f32fe3a761f090776148dc6d42c8bd65,1
7780b49da042e432389ad801074398aa,1
bfb07ba98d507d32e77f932d3cda11b9,1
00b751dc3b694755c35e109fa69d5b61,1
eced1246cd012c6e77ee3d97fe18c9fa,1
31dbc8076c2d889608f3d04ac07f9945,1
9608463798c60de7b5da0be086b496eb,1
9e634a4df5516b0ce45a60d78032f233,1
6d4af537c8e149a067c8bb217f4c2b6a,1
eb63911d6b07c4f4c8e21ff4c43b2623,1
6c35054676d3cc6118b06ad603ec3675,1
24c96dbcefac028e2963a1721752c62f,2
42a58e68b7ef88c58c4d52bf82829eda,1
5678c9c936ef3110a46ddd8a06a997c3,1
d04dcfb5a457454aa235f45c0b4e5081,2
14333c4dda81cddc00c815f00740c42e,1
3ce4aef4ca4ba69a49e84d60d6d3feab,1
e16c75daacac604509a904aa62c7ab04,3
9dc02ec2ae1ef9951a6f71616f2f4b3d,1
c3475709444e946aefa579f7c2aa5a62,1
d5b77b17eab71a37668d81316035e158,1
6722f68c48453a23b3e74e94e2e7e726,1
40a511c4c027f77f79d1d9dd8cc06337,1
47651cf65c1a0e06f8e9b4c2fcec5e24,1
0b2c3a8c575d9288201ba2bcbe73e926,1
c37855002d4b1ca7944a22090b63633a,1
381b77471d6e25d3bef31dd68378b9d6,4
03d3f4499a0faeb90299d094d09faa49,1
c40b779def05ef5aacf41292fcd3fa20,1
4b0a4ce7dd5c5f72a759b8f37b240944,1
7f424a5aa04064b5d3b6e12fd7b0ebd5,1
3ecf81067f48f00a8da1a48301755e16,1
4ae4eb34325240f6a48a5f01b84f59be,1
e0bbccab412abcc20567f36e1287babd,2
914367a0652ec2d41d963bcde1c8f876,1
61bdb7e52bec9fd704c32616247fe127,1
1771783f14a42d20869df88fd079ffb3,2
c493496333d3d77a960e3f90fdc0b277,1
0281b1b52cd5ec87a6d869a84176c932,1
185743537a626a01ed03f2fab502f291,1
89a2824bf4151ce577bb90ac835330fc,1
0998ceed6c9753e0cb4858fc9a3809b7,1
fc35df78fb930dbcfbf0833e3330d2aa,2
437c8346958b3b6d96dadb1e6115fead,2
4993aff8b8a2c2e608bb16fec913118f,2
27069aafaafc6fdebe4a896481cf3c33,1
759111407c898ba493c6b457fc47cac0,1
a230dbf351b013e4823353c7626809eb,4
3e08e7d28f722772c45956aa0fd93720,1
